Log,cp_pressure,mixer_temperature_Funnel,cp_flowrate,mixer_pressure,cp_temperature,ac_flowrate,mixer_speed_M2,mixer_torque_M1,mixer_speed_M1,mixer_torque_M2,mixer_motor_temperature_M2,mixer_temperature_Funnel_outlet,mixer_motor_temperature_M1,Time
668,0.581,25.6,1.5,0.286,27.2,0.0,59.931,1.85,59.931,2.266,23.8,26.2,21.8,11:33:39.857
669,0.591,25.6,1.5,0.275,27.2,0.0,59.692,2.492,59.692,2.454,23.8,26.3,21.3,11:33:40.991
670,0.563,25.6,1.5,0.288,27.2,0.0,59.558,2.53,59.558,3.096,23.4,26.2,21.3,11:33:42.145
671,0.554,25.6,1.5,0.271,27.2,0.0,59.684,2.417,59.684,3.059,23.8,26.2,21.8,11:33:43.279
672,0.625,25.6,1.5,0.3,25.7,0.0,60.137,2.53,60.137,2.605,23.8,28.3,20.9,11:33:44.444
673,0.574,27.1,1.5,0.24,25.7,0.0,59.867,1.964,59.867,1.812,23.6,26.3,21.3,11:33:45.594
674,0.554,27.1,1.5,0.289,25.7,0.0,59.867,2.228,59.867,2.568,23.8,26.3,21.3,11:33:46.744
675,0.503,25.6,1.5,0.361,25.7,0.0,60.02,2.19,60.02,3.398,23.8,26.3,21.8,11:33:47.913
676,0.488,25.6,1.5,0.293,27.2,0.0,59.972,2.152,59.972,2.417,23.8,26.3,21.8,11:33:49.063
677,0.573,25.6,1.5,0.289,27.2,0.0,59.9,2.077,59.9,2.228,23.8,26.3,21.3,11:33:50.215
678,0.592,25.6,1.5,0.3,27.2,0.0,59.842,1.85,59.842,2.341,23.6,26.2,22.3,11:33:51.353
679,0.608,25.6,1.5,0.284,27.2,0.0,60.034,1.699,60.034,1.888,23.8,26.3,21.6,11:33:52.490
680,0.487,25.6,1.5,0.276,27.2,0.0,60.28,2.077,60.28,2.454,23.6,26.3,22.0,11:33:53.640
681,0.544,25.6,1.5,0.275,25.7,0.0,60.238,2.228,60.238,2.719,23.8,28.4,21.8,11:33:54.794
682,0.582,25.6,1.5,0.269,25.7,0.0,59.369,2.794,59.369,2.568,24.1,26.3,21.6,11:33:55.947
683,0.629,27.1,1.5,0.271,25.7,0.0,59.434,2.53,59.434,2.19,23.6,26.3,21.8,11:33:57.100
684,0.608,27.1,1.5,0.288,25.7,0.0,59.875,1.775,59.875,2.945,23.6,26.3,22.0,11:33:58.251
685,0.444,27.1,1.5,0.309,25.7,0.0,59.858,2.039,59.858,2.945,23.8,26.3,21.8,11:33:59.385
686,0.584,27.1,1.5,0.298,25.7,0.0,60.386,2.077,60.386,2.643,23.8,26.3,21.8,11:34:00.536
687,0.513,27.1,1.5,0.245,25.7,0.0,59.354,2.945,59.354,2.908,23.8,26.3,21.8,11:34:01.670
688,0.571,27.1,1.5,0.333,25.7,0.0,59.651,2.303,59.651,2.492,23.8,26.3,22.0,11:34:02.819
689,0.629,27.1,1.5,0.289,25.7,0.0,60.454,2.001,60.454,2.719,23.6,26.3,21.8,11:34:03.953
690,0.544,25.6,1.5,0.278,25.7,0.0,60.126,2.152,60.126,2.039,23.6,26.3,21.8,11:34:05.120
691,0.524,25.7,1.5,0.338,27.2,0.0,59.9,1.964,59.9,3.059,23.8,28.4,21.8,11:34:06.289
692,0.491,25.7,1.5,0.281,27.2,0.0,59.943,2.266,59.943,2.341,23.8,28.4,22.0,11:34:07.422
693,0.54,25.6,1.5,0.26,27.2,0.0,59.804,2.454,59.804,1.926,23.8,26.3,21.6,11:34:08.574
694,0.551,25.7,1.5,0.389,25.7,0.0,59.534,2.643,59.534,2.379,23.8,26.3,21.8,11:34:09.723
695,0.543,25.7,1.5,0.238,25.7,0.0,60.236,1.699,60.236,2.983,23.8,26.3,21.8,11:34:10.874
696,0.579,25.7,1.5,0.286,25.7,0.0,59.734,2.87,59.734,2.794,23.8,26.3,21.3,11:34:12.009
697,0.459,25.7,1.5,0.264,25.7,0.0,60.244,1.624,60.244,2.908,24.3,26.3,21.8,11:34:13.158
698,0.505,25.6,1.5,0.327,25.7,0.0,59.867,1.926,59.867,4.078,24.1,26.3,21.3,11:34:14.294
699,0.596,27.1,1.5,0.288,25.7,0.0,60.222,3.096,60.222,2.379,23.8,26.3,21.3,11:34:15.447
700,0.501,25.7,1.5,0.27,25.7,0.0,59.682,2.87,59.682,1.435,23.8,26.3,21.1,11:34:16.582
701,0.554,27.1,1.5,0.264,25.7,0.0,59.95,1.775,59.95,2.303,23.8,26.3,21.3,11:34:17.736
702,0.573,27.1,1.5,0.275,25.7,0.0,59.849,3.096,59.849,2.719,23.8,26.3,22.0,11:34:18.887
703,0.646,25.7,1.5,0.326,25.7,0.0,59.895,2.643,59.895,2.908,23.8,26.3,21.1,11:34:20.036
704,0.505,25.7,1.5,0.256,25.7,0.0,60.047,3.247,60.047,2.832,23.8,28.4,20.9,11:34:21.190
705,0.535,25.7,1.5,0.278,27.2,0.0,59.751,1.775,59.751,2.001,24.1,26.3,21.8,11:34:22.343
706,0.54,25.6,1.5,0.245,27.2,0.0,60.115,2.341,60.115,2.266,23.6,26.3,22.3,11:34:23.498
707,0.543,25.7,1.5,0.233,27.2,0.0,60.041,2.605,60.041,2.492,23.8,26.3,22.3,11:34:24.633
708,0.549,25.6,1.5,0.232,25.8,0.0,60.068,2.077,60.068,3.059,24.3,26.3,21.8,11:34:25.786
709,0.635,25.6,1.5,0.281,25.7,0.0,59.99,2.341,59.99,2.568,23.8,26.3,21.6,11:34:26.937
710,0.558,25.6,1.5,0.309,25.7,0.0,59.83,2.379,59.83,2.19,23.8,26.3,21.8,11:34:28.088
711,0.688,27.1,1.5,0.308,25.7,0.0,60.241,1.548,60.241,3.776,23.8,26.3,22.0,11:34:29.234
712,0.573,27.1,1.5,0.322,25.7,0.0,59.853,2.001,59.853,3.172,23.8,26.3,22.3,11:34:30.387
713,0.56,27.1,1.5,0.256,25.7,0.0,60.28,2.266,60.28,2.756,23.8,26.3,21.8,11:34:31.526
714,0.546,25.7,1.5,0.298,25.7,0.0,59.932,2.605,59.932,2.379,23.6,28.4,21.3,11:34:32.677
715,0.571,25.7,1.5,0.256,25.8,0.0,59.777,2.568,59.777,2.605,23.8,28.4,21.8,11:34:33.829
716,0.563,25.7,1.5,0.3,27.2,0.0,60.018,2.001,60.018,2.341,24.1,26.3,21.8,11:34:34.994
717,0.591,25.7,1.5,0.298,27.2,0.0,58.917,3.398,58.917,2.605,24.1,26.3,21.8,11:34:36.134
718,0.549,25.7,1.5,0.248,27.2,0.0,59.931,2.039,59.931,2.832,24.3,26.3,21.6,11:34:37.287
719,0.581,25.7,1.5,0.303,25.8,0.0,59.515,3.021,59.515,2.719,23.8,26.3,21.8,11:34:38.437
720,0.573,25.7,1.5,0.25,25.8,0.0,59.911,2.53,59.911,2.19,23.6,26.3,21.6,11:34:39.592
721,0.559,27.1,1.5,0.269,25.8,0.0,59.989,2.266,59.989,2.19,23.8,26.3,21.8,11:34:40.741
722,0.558,25.7,1.5,0.281,25.8,0.0,59.842,2.001,59.842,2.983,23.8,28.4,21.8,11:34:41.892
723,0.538,25.7,1.5,0.293,25.7,0.0,59.636,2.756,59.636,2.756,24.3,26.3,21.3,11:34:43.047
724,0.533,25.7,1.5,0.264,25.7,0.0,59.393,3.134,59.393,2.832,24.3,26.3,21.8,11:34:44.196
725,0.653,25.7,1.5,0.259,27.2,0.0,59.988,1.397,59.988,2.115,24.3,26.3,21.3,11:34:45.347
726,0.597,25.7,1.5,0.275,27.2,0.0,60.862,1.85,60.862,2.417,23.8,26.3,21.6,11:34:46.496
727,0.535,25.7,1.5,0.313,27.2,0.0,59.242,3.059,59.242,2.53,24.1,26.3,21.8,11:34:47.649
728,0.538,25.6,1.5,0.227,25.8,0.0,60.101,2.454,60.101,3.436,23.8,26.3,21.8,11:34:48.798
729,0.543,27.1,1.5,0.255,25.8,0.0,60.553,2.228,60.553,2.492,23.8,28.4,21.3,11:34:49.957
730,0.559,27.1,1.5,0.299,25.8,0.0,59.89,2.681,59.89,2.228,24.1,28.4,21.3,11:34:51.110
731,0.564,25.7,1.5,0.208,25.8,0.0,59.576,2.152,59.576,2.719,24.3,26.3,21.6,11:34:52.264
732,0.62,25.6,1.5,0.243,27.2,0.0,62.258,1.926,62.258,2.492,23.8,26.3,21.8,11:34:53.429
733,0.571,25.7,1.5,0.288,27.2,0.0,59.406,3.059,59.406,2.001,24.1,26.3,21.1,11:34:54.579
734,0.546,27.1,1.5,0.266,25.8,0.0,60.047,2.303,60.047,2.379,24.1,28.4,22.0,11:34:55.746
735,0.605,27.1,1.5,0.259,25.7,0.0,60.425,2.115,60.425,2.756,23.8,28.4,21.8,11:34:56.897
736,0.568,25.7,1.5,0.254,25.8,0.0,60.151,2.417,60.151,2.379,24.1,26.3,22.0,11:34:58.063
737,0.541,25.7,1.5,0.278,25.8,0.0,60.108,2.341,60.108,2.568,24.1,26.3,22.3,11:34:59.232
738,0.488,25.7,1.5,0.293,25.8,0.0,59.862,2.039,59.862,2.87,24.3,28.4,21.1,11:35:00.386
739,0.538,25.7,1.5,0.211,25.8,0.0,60.294,2.19,60.294,2.681,24.1,28.4,21.8,11:35:01.539
740,0.507,27.2,1.5,0.273,25.8,0.0,60.089,2.379,60.089,2.492,24.3,28.4,21.8,11:35:02.691
741,0.555,25.7,1.5,0.309,25.8,0.0,59.875,1.737,59.875,2.568,24.1,26.3,21.8,11:35:03.846
742,0.551,25.7,1.5,0.278,27.2,0.0,60.461,1.661,60.461,2.417,23.8,26.3,21.3,11:35:05.015
743,0.551,25.7,1.5,0.295,27.2,0.0,59.743,3.096,59.743,3.512,23.8,26.3,22.5,11:35:06.167
744,0.543,25.7,1.5,0.286,25.8,0.0,59.926,2.341,59.926,3.134,23.6,28.4,21.3,11:35:07.316
745,0.54,25.7,1.5,0.242,25.8,0.0,59.896,2.605,59.896,1.926,23.8,28.4,21.6,11:35:08.466
746,0.576,25.7,1.5,0.271,25.8,0.0,59.673,2.492,59.673,2.19,24.3,28.4,21.8,11:35:09.617
747,0.577,27.2,1.5,0.237,25.8,0.0,59.736,2.341,59.736,2.643,24.3,26.3,21.3,11:35:10.767
748,0.477,25.7,1.5,0.299,25.8,0.0,59.195,3.587,59.195,2.303,23.8,26.3,21.8,11:35:11.923
749,0.574,25.7,1.5,0.294,25.8,0.0,58.64,4.418,58.64,2.115,23.8,26.3,22.3,11:35:13.077
750,0.536,25.7,1.5,0.328,25.8,0.0,60.729,1.699,60.729,2.681,24.1,28.4,22.5,11:35:14.252
751,0.551,25.7,1.5,0.247,25.8,0.0,59.961,2.077,59.961,3.323,24.3,28.4,22.0,11:35:15.408
752,0.529,27.2,1.5,0.255,25.8,0.0,60.069,2.228,60.069,2.341,24.5,26.3,22.3,11:35:16.561
753,0.497,27.1,1.5,0.259,25.8,0.0,59.643,2.908,59.643,2.303,24.1,26.4,21.8,11:35:17.710
754,0.596,25.7,1.5,0.291,25.8,0.0,60.007,1.85,60.007,2.152,24.1,26.3,21.6,11:35:18.864
755,0.544,25.7,1.5,0.288,25.8,0.0,60.362,2.341,60.362,2.492,24.3,26.4,21.6,11:35:20.017
756,0.63,25.7,1.5,0.293,25.8,0.0,59.897,2.492,59.897,2.454,24.1,28.4,21.3,11:35:21.185
757,0.535,25.7,1.5,0.303,25.8,0.0,59.952,2.115,59.952,2.039,24.3,28.4,22.3,11:35:22.337
758,0.531,25.7,1.5,0.298,25.8,0.0,60.459,1.888,60.459,2.719,24.3,26.3,22.0,11:35:23.486
759,0.564,27.2,1.5,0.237,25.8,0.0,59.958,2.303,59.958,2.53,24.1,26.3,21.8,11:35:24.648
760,0.564,25.7,1.5,0.284,25.8,0.0,60.526,2.643,60.526,2.568,24.1,26.3,22.5,11:35:25.801
761,0.541,25.7,1.5,0.321,27.2,0.0,59.641,2.719,59.641,2.152,24.3,26.4,21.8,11:35:26.954
762,0.482,25.7,1.5,0.265,27.2,0.0,59.86,2.001,59.86,2.152,23.8,28.4,22.0,11:35:28.118
763,0.569,25.7,1.5,0.321,25.8,0.0,59.734,1.812,59.734,2.794,23.8,28.4,22.5,11:35:29.269
764,0.603,25.7,1.5,0.308,25.8,0.0,60.287,2.454,60.287,2.719,23.8,26.4,22.0,11:35:30.418
765,0.516,25.7,1.5,0.314,25.8,0.0,60.142,2.53,60.142,2.152,24.1,26.4,21.8,11:35:31.567
766,0.507,27.2,1.5,0.328,25.8,0.0,60.04,2.832,60.04,2.794,24.1,26.4,21.8,11:35:32.716
767,0.56,25.7,1.5,0.3,25.8,0.0,59.817,1.737,59.817,2.983,24.1,26.4,21.3,11:35:33.881
768,0.576,25.7,1.5,0.269,27.2,0.0,60.049,2.53,60.049,3.247,23.8,28.4,21.8,11:35:35.032
769,0.548,25.7,1.5,0.358,27.2,0.0,60.637,2.152,60.637,2.756,24.3,28.5,22.3,11:35:36.186
770,0.52,25.7,1.5,0.278,25.8,0.0,59.878,1.812,59.878,2.341,23.8,26.4,21.8,11:35:37.355
771,0.563,27.2,1.5,0.256,25.8,0.0,59.764,2.379,59.764,2.568,24.1,26.4,21.8,11:35:38.508
772,0.601,27.2,1.5,0.238,25.8,0.0,60.763,2.228,60.763,3.323,24.3,26.4,21.6,11:35:39.659
773,0.568,25.7,1.5,0.248,25.8,0.0,60.465,2.719,60.465,2.832,24.3,28.5,22.3,11:35:40.827
774,0.501,25.7,1.5,0.317,27.3,0.0,59.851,1.812,59.851,2.266,24.5,26.4,22.0,11:35:41.983
775,0.549,25.7,1.5,0.278,25.8,0.0,60.113,1.699,60.113,2.87,24.3,26.4,21.3,11:35:43.132
776,0.584,25.7,1.5,0.291,25.8,0.0,59.947,2.266,59.947,3.059,24.3,26.4,21.3,11:35:44.287
777,0.53,27.2,1.5,0.294,25.8,0.0,60.14,2.53,60.14,2.303,24.8,26.4,21.6,11:35:45.444
778,0.513,27.2,1.5,0.251,25.8,0.0,60.335,1.964,60.335,1.888,24.1,26.4,22.0,11:35:46.599
779,0.553,25.7,1.5,0.332,27.2,0.0,59.942,2.077,59.942,3.059,23.8,28.5,22.3,11:35:47.768
780,0.56,25.7,1.5,0.238,27.3,0.0,60.121,2.228,60.121,2.568,24.1,26.4,22.3,11:35:48.926
781,0.563,25.7,1.5,0.298,25.8,0.0,59.845,2.983,59.845,2.983,24.1,26.4,21.3,11:35:50.077
782,0.538,25.7,1.5,0.288,25.8,0.0,59.92,2.152,59.92,2.87,24.3,26.4,22.3,11:35:51.225
783,0.577,25.7,1.5,0.276,25.8,0.0,59.973,1.888,59.973,2.794,24.1,26.4,22.0,11:35:52.396
784,0.571,25.7,1.5,0.26,25.8,0.0,59.664,2.568,59.664,2.568,24.3,28.5,22.3,11:35:53.547
785,0.558,25.7,1.5,0.328,27.2,0.0,60.284,2.417,60.284,2.643,24.8,26.4,21.8,11:35:54.718
786,0.529,25.7,1.5,0.291,25.8,0.0,60.295,2.379,60.295,3.398,23.8,26.4,21.6,11:35:55.885
787,0.543,27.2,1.5,0.317,25.8,0.0,60.371,2.266,60.371,2.794,24.8,26.4,22.3,11:35:57.037
788,0.571,25.7,1.5,0.273,25.8,0.0,59.803,2.87,59.803,2.756,24.3,28.5,22.3,11:35:58.191
789,0.555,25.7,1.5,0.281,25.8,0.0,59.938,1.548,59.938,2.379,24.1,28.5,22.3,11:35:59.343
790,0.568,25.7,1.5,0.251,27.2,0.0,59.89,2.19,59.89,2.115,24.5,26.4,22.3,11:36:00.494
791,0.592,25.7,1.5,0.323,27.2,0.0,60.055,2.228,60.055,2.266,24.3,26.4,21.8,11:36:01.643
792,0.51,25.7,1.5,0.256,27.2,0.0,60.043,2.605,60.043,2.568,24.3,26.4,21.8,11:36:02.795
793,0.593,25.7,1.5,0.233,25.8,0.0,60.008,3.361,60.008,2.568,24.5,26.4,22.0,11:36:03.945
794,0.577,27.2,1.5,0.333,25.8,0.0,60.412,1.964,60.412,2.681,24.3,28.5,21.3,11:36:05.116
795,0.549,25.7,1.5,0.236,25.8,0.0,60.227,1.85,60.227,3.361,24.3,26.4,21.8,11:36:06.283
796,0.531,25.7,1.5,0.303,25.8,0.0,60.059,2.228,60.059,2.341,24.1,26.4,21.3,11:36:07.430
797,0.54,25.7,1.5,0.275,27.2,0.0,60.034,3.021,60.034,2.19,24.3,26.4,21.8,11:36:08.581
798,0.638,25.7,1.5,0.259,27.2,0.0,59.967,2.341,59.967,2.039,24.5,26.4,22.0,11:36:09.733
799,0.621,25.7,1.5,0.284,25.8,0.0,59.851,2.379,59.851,4.191,23.8,26.4,21.8,11:36:10.882
800,0.61,27.2,1.5,0.26,25.8,0.0,59.887,2.983,59.887,2.643,24.5,28.5,22.3,11:36:12.044
801,0.569,27.2,1.5,0.321,25.8,0.0,60.346,2.492,60.346,3.285,24.1,28.5,22.0,11:36:13.198
802,0.529,25.7,1.5,0.313,25.8,0.0,59.795,1.586,59.795,2.152,23.8,28.5,22.5,11:36:14.345
803,0.576,25.7,1.5,0.227,27.2,0.0,60.375,2.152,60.108,2.681,24.3,26.4,21.8,11:36:15.503
804,0.529,25.7,1.5,0.259,27.3,0.0,60.631,1.964,60.631,2.87,24.3,26.4,21.8,11:36:16.654
805,0.501,25.7,1.5,0.293,27.2,0.0,60.714,2.454,60.714,3.889,24.3,26.4,22.3,11:36:17.811
806,0.536,27.2,1.5,0.261,25.8,0.0,59.841,2.266,59.841,2.681,24.1,28.5,22.0,11:36:18.994
807,0.553,25.7,1.5,0.294,25.8,0.0,59.88,2.077,59.88,2.454,24.3,26.4,22.5,11:36:20.145
808,0.51,25.7,1.5,0.245,25.8,0.0,59.895,2.077,59.895,2.454,24.3,26.4,22.3,11:36:21.298
809,0.524,25.7,1.5,0.248,27.3,0.0,59.886,2.719,59.886,2.908,24.3,26.4,22.3,11:36:22.449
810,0.574,25.7,1.5,0.303,27.2,0.0,59.859,2.303,59.859,2.492,24.3,26.4,22.3,11:36:23.606
811,0.533,25.8,1.5,0.26,25.8,0.0,59.982,1.888,59.982,2.681,24.3,26.4,22.3,11:36:24.756
812,0.529,25.8,1.5,0.3,25.8,0.0,59.662,2.832,59.662,3.436,23.8,28.5,22.3,11:36:25.907
813,0.586,27.2,1.5,0.261,25.8,0.0,60.011,2.266,60.011,2.492,24.3,28.5,21.8,11:36:27.054
814,0.524,25.7,1.5,0.281,25.8,0.0,60.386,2.417,60.386,2.379,24.8,26.4,22.3,11:36:28.224
815,0.579,25.8,1.5,0.27,27.2,0.0,59.753,2.417,59.753,3.096,24.1,26.4,22.0,11:36:29.390
816,0.553,25.7,1.5,0.264,27.3,0.0,59.963,2.341,59.963,2.417,24.3,26.4,21.6,11:36:30.539
817,0.56,25.7,1.5,0.276,25.8,0.0,60.252,1.964,60.252,3.021,24.3,26.4,22.3,11:36:31.691
818,0.535,25.8,1.5,0.231,25.8,0.0,59.902,1.888,59.902,2.303,24.3,28.5,22.3,11:36:32.844
819,0.602,25.7,1.5,0.341,25.8,0.0,60.396,2.379,60.396,2.719,24.3,26.4,22.3,11:36:34.030
820,0.535,25.8,1.5,0.259,27.3,0.0,59.862,2.794,59.862,2.832,24.3,26.4,21.6,11:36:35.182
821,0.538,25.7,1.5,0.25,27.3,0.0,60.508,1.812,60.508,2.492,24.5,26.4,22.0,11:36:36.333
822,0.54,27.2,1.5,0.294,25.8,0.0,60.537,1.888,60.537,2.87,24.3,26.4,22.5,11:36:37.502
823,0.541,27.2,1.5,0.271,25.8,0.0,60.21,2.077,60.21,2.568,24.1,26.4,22.0,11:36:38.651
824,0.598,25.8,1.5,0.289,25.8,0.0,60.091,2.417,59.907,2.53,24.1,26.4,22.3,11:36:39.801
825,0.574,25.8,1.5,0.266,27.3,0.0,61.395,2.681,61.395,2.039,24.8,26.4,21.6,11:36:40.970
826,0.511,25.8,1.5,0.305,27.3,0.0,61.176,1.888,61.176,1.888,24.5,26.4,22.3,11:36:42.115
827,0.571,25.8,1.5,0.3,25.8,0.0,59.82,2.19,59.82,3.021,24.1,28.5,21.8,11:36:43.283
828,0.634,27.2,1.5,0.308,25.8,0.0,59.867,2.756,59.867,2.492,24.1,26.4,21.8,11:36:44.435
829,0.551,27.2,1.5,0.308,25.8,0.0,60.305,2.379,60.305,2.266,24.1,26.4,22.0,11:36:45.598
830,0.573,25.8,1.5,0.228,25.8,0.0,59.664,2.794,59.664,2.417,24.8,26.4,21.8,11:36:46.747
831,0.52,25.7,1.5,0.276,27.3,0.0,59.692,3.398,59.692,2.719,24.3,28.5,22.3,11:36:47.912
832,0.573,25.8,1.5,0.269,27.3,0.0,59.952,2.341,59.952,2.454,24.3,28.5,22.3,11:36:49.066
833,0.563,25.8,1.5,0.343,25.8,0.0,60.043,2.077,60.043,2.568,24.5,26.4,22.3,11:36:50.227
834,0.574,27.3,1.5,0.288,25.8,0.0,59.871,1.51,59.871,2.756,24.3,26.4,22.0,11:36:51.373
835,0.602,27.3,1.5,0.313,25.8,0.0,60.066,2.568,60.066,2.341,24.5,26.4,22.3,11:36:52.526
836,0.571,25.8,1.5,0.298,25.8,0.0,61.449,2.039,61.449,2.266,25.0,26.4,22.3,11:36:53.676
837,0.565,25.8,1.5,0.261,25.8,0.0,60.342,2.341,60.342,2.643,24.8,26.4,22.0,11:36:54.829
838,0.559,25.8,1.5,0.276,27.3,0.0,60.549,1.888,60.549,1.964,24.5,28.5,22.3,11:36:55.983
839,0.559,25.8,1.5,0.286,27.3,0.0,59.914,2.266,59.914,2.832,24.1,28.5,22.5,11:36:57.134
840,0.503,27.3,1.5,0.27,25.8,0.0,59.353,2.832,59.353,2.945,23.8,26.4,22.3,11:36:58.303
841,0.563,27.3,1.5,0.261,25.8,0.0,59.862,2.303,59.862,1.926,24.5,26.4,21.6,11:36:59.465
842,0.518,25.8,1.5,0.269,25.8,0.0,59.948,2.568,59.948,2.001,24.5,26.4,22.7,11:37:00.617
843,0.554,25.8,1.5,0.266,25.8,0.0,59.81,2.492,59.81,3.059,24.5,26.4,22.3,11:37:01.768
844,0.551,25.8,1.5,0.313,27.3,0.0,59.582,2.945,59.582,3.21,25.0,28.5,21.6,11:37:02.914
845,0.591,25.8,1.5,0.236,27.3,0.0,60.024,2.417,60.024,2.417,24.3,28.5,21.6,11:37:04.065
846,0.577,25.8,1.5,0.278,25.8,0.0,59.309,2.643,59.309,2.266,24.5,26.4,22.3,11:37:05.235
847,0.568,25.8,1.5,0.266,25.8,0.0,59.845,2.379,59.845,2.983,24.5,26.5,22.7,11:37:06.402
848,0.596,25.8,1.5,0.278,27.3,0.0,60.094,2.266,60.094,2.266,24.5,28.5,22.7,11:37:07.566
849,0.477,25.8,1.5,0.28,27.3,0.0,60.085,2.303,60.085,3.134,24.3,28.5,21.8,11:37:08.717
850,0.588,25.8,1.5,0.271,25.8,0.0,60.01,1.775,60.01,2.908,24.8,26.5,21.6,11:37:09.872
851,0.564,27.3,1.5,0.27,25.8,0.0,60.127,2.341,60.127,2.908,24.8,26.4,22.3,11:37:11.041
852,0.513,27.3,1.5,0.316,25.8,0.0,59.778,2.605,59.778,3.247,24.3,26.5,21.6,11:37:12.184
853,0.543,27.3,1.5,0.299,25.8,0.0,59.476,2.341,59.476,2.379,24.8,26.5,21.8,11:37:13.333
854,0.619,25.8,1.5,0.236,25.8,0.0,60.145,1.85,60.145,1.775,24.5,26.5,22.0,11:37:14.487
855,0.619,25.8,1.5,0.31,25.8,0.0,60.227,2.379,60.227,2.719,24.3,28.5,22.0,11:37:15.640
856,0.546,25.8,1.5,0.255,27.3,0.0,59.954,2.417,59.954,2.605,24.5,28.5,22.3,11:37:16.793
857,0.531,25.8,1.5,0.256,25.8,0.0,59.727,2.756,59.727,1.964,24.3,26.5,21.8,11:37:17.958
858,0.564,27.3,1.5,0.261,25.8,0.0,58.86,2.794,58.86,2.643,24.5,26.5,22.3,11:37:19.112
859,0.591,27.3,1.5,0.309,25.8,0.0,59.884,2.228,59.884,3.323,24.3,26.5,22.0,11:37:20.262
860,0.573,25.8,1.5,0.247,27.3,0.0,60.495,2.228,60.495,2.832,25.0,28.5,22.9,11:37:21.431
861,0.576,25.8,1.5,0.288,27.3,0.0,59.881,2.568,59.881,1.737,24.8,28.6,21.8,11:37:22.583
862,0.541,25.8,1.5,0.271,27.3,0.0,60.711,1.85,60.711,2.039,25.0,26.5,21.8,11:37:23.735
863,0.529,25.8,1.5,0.31,25.8,0.0,59.472,3.059,59.472,2.681,24.8,26.5,22.3,11:37:24.887
864,0.521,25.8,1.5,0.265,25.8,0.0,60.129,2.379,60.129,2.756,24.3,26.5,22.5,11:37:26.038
865,0.54,27.3,1.5,0.269,25.8,0.0,59.781,2.794,59.781,2.492,24.8,26.5,22.5,11:37:27.185
866,0.586,27.3,1.5,0.26,25.8,0.0,59.928,2.077,59.928,2.19,24.5,26.5,21.8,11:37:28.336
867,0.569,25.8,1.5,0.273,25.8,0.0,60.077,1.964,60.077,2.945,24.3,28.6,22.3,11:37:29.503
868,0.577,25.8,1.5,0.227,27.3,0.0,60.47,2.681,60.47,3.021,24.5,28.5,22.5,11:37:30.655
869,0.53,25.8,1.5,0.283,27.3,0.0,60.894,2.53,60.894,2.492,24.3,26.5,22.3,11:37:31.809
870,0.586,25.8,1.5,0.25,25.8,0.0,60.077,2.492,60.077,2.077,24.5,26.5,21.8,11:37:32.955
871,0.597,25.8,1.5,0.238,25.8,0.0,60.125,2.341,60.125,2.303,24.3,26.5,22.5,11:37:34.108
872,0.576,27.3,1.5,0.245,25.8,0.0,59.945,1.661,59.945,2.87,24.5,26.5,22.9,11:37:35.268
873,0.549,27.3,1.5,0.25,25.8,0.0,59.612,3.021,59.612,3.361,24.5,26.5,22.3,11:37:36.419
874,0.498,25.8,1.5,0.255,25.8,0.0,59.332,2.945,59.332,2.643,24.3,28.6,22.3,11:37:37.574
875,0.553,25.8,1.5,0.261,27.3,0.0,59.828,2.87,59.828,2.87,24.3,26.5,21.8,11:37:38.725
876,0.573,25.8,1.5,0.295,25.8,0.0,60.023,1.964,60.023,2.681,24.5,26.5,21.6,11:37:39.894
877,0.651,25.8,1.5,0.256,25.8,0.0,60.304,3.096,60.304,3.172,25.0,26.5,22.5,11:37:41.045
878,0.549,27.3,1.5,0.308,25.8,0.0,59.861,1.964,59.861,2.303,24.3,26.5,21.8,11:37:42.209
879,0.515,25.8,1.5,0.303,25.8,0.0,60.183,1.624,60.183,1.888,24.5,28.6,22.3,11:37:43.361
880,0.569,25.8,1.5,0.333,27.3,0.0,59.31,3.323,59.31,2.643,25.0,26.5,22.0,11:37:44.515
881,0.573,25.8,1.5,0.248,25.8,0.0,59.947,2.643,59.947,2.643,24.8,26.5,21.8,11:37:45.681
882,0.573,25.8,1.5,0.247,25.8,0.0,59.812,2.303,59.812,2.605,24.3,26.5,22.3,11:37:46.831
883,0.625,27.3,1.5,0.25,25.8,0.0,60.121,2.077,60.121,3.096,25.2,26.5,22.3,11:37:47.997
884,0.54,25.8,1.5,0.293,27.3,0.0,59.815,2.945,59.815,3.21,24.5,26.5,22.3,11:37:49.162
885,0.529,25.8,1.5,0.391,27.3,0.0,59.586,2.303,59.586,2.454,24.5,26.5,22.5,11:37:50.316
886,0.597,25.8,1.5,0.269,25.8,0.0,60.13,1.661,60.13,1.775,24.8,26.5,22.5,11:37:51.482
887,0.551,27.3,1.5,0.247,25.9,0.0,60.029,2.794,60.029,2.681,24.5,28.6,22.0,11:37:52.651
888,0.559,25.8,1.5,0.308,27.3,0.0,60.272,2.454,60.272,2.417,24.8,26.5,21.8,11:37:53.819
889,0.52,25.8,1.5,0.236,27.3,0.0,59.9,2.228,59.9,2.719,25.0,26.5,22.7,11:37:54.976
890,0.492,25.8,1.5,0.245,25.9,0.0,59.586,2.341,59.586,2.379,24.3,26.5,21.8,11:37:56.127
