Log,cp_pressure,mixer_temperature_Funnel,cp_flowrate,mixer_pressure,cp_temperature,ac_flowrate,mixer_speed_M2,mixer_torque_M1,mixer_speed_M1,mixer_torque_M2,mixer_motor_temperature_M2,mixer_temperature_Funnel_outlet,mixer_motor_temperature_M1,Time
222,0.581,25.5,1.5,0.26,25.3,51.6,60.381,1.85,60.381,2.266,22.3,25.9,19.8,11:25:14.729
223,0.558,26.9,1.5,0.266,25.3,51.6,59.954,1.85,59.954,2.53,21.8,25.9,20.2,11:25:15.849
224,0.541,25.4,1.5,0.327,25.3,51.6,59.816,2.492,59.816,2.152,22.3,28.0,20.0,11:25:16.970
225,0.616,25.4,1.5,0.314,26.8,51.6,60.128,2.039,60.128,1.964,22.3,25.9,19.8,11:25:18.089
226,0.555,25.4,1.5,0.286,25.3,51.6,60.167,1.85,60.167,2.303,22.0,25.9,20.9,11:25:19.207
227,0.546,26.9,1.5,0.25,25.3,51.6,59.783,2.039,59.783,1.85,21.6,25.9,19.5,11:25:20.328
228,0.576,25.5,1.5,0.271,25.3,51.6,59.504,2.983,59.504,1.775,22.3,28.0,20.4,11:25:21.447
229,0.52,25.5,1.5,0.25,26.8,51.6,60.149,2.115,60.149,2.001,22.3,25.9,20.2,11:25:22.567
230,0.535,25.4,1.5,0.256,26.8,51.6,60.763,2.341,60.763,2.115,22.5,25.9,20.2,11:25:23.687
231,0.543,25.4,1.5,0.223,25.3,51.6,59.81,2.53,59.81,2.228,22.0,25.9,20.4,11:25:24.809
232,0.559,26.9,1.5,0.276,25.3,51.6,59.937,2.266,59.937,2.87,22.3,28.0,20.0,11:25:25.932
233,0.587,25.4,1.5,0.183,25.3,51.6,60.335,2.228,60.335,2.832,21.6,28.0,20.4,11:25:27.052
234,0.47,25.5,1.5,0.269,26.8,51.6,60.001,2.341,60.001,2.832,22.3,25.9,19.8,11:25:28.167
235,0.52,25.5,1.5,0.265,26.8,51.6,60.049,1.812,60.049,2.417,21.6,25.9,20.0,11:25:29.317
236,0.605,25.5,1.5,0.259,25.3,51.6,59.968,2.228,59.968,2.983,22.3,25.9,20.7,11:25:30.438
237,0.574,25.5,1.5,0.254,25.3,51.6,59.806,2.303,59.806,2.115,22.3,25.9,20.0,11:25:31.571
238,0.577,26.9,1.5,0.278,25.3,51.6,59.707,2.605,59.707,2.417,22.3,25.9,20.2,11:25:32.694
239,0.493,25.5,1.5,0.303,25.3,51.6,60.625,2.945,60.625,2.341,22.0,28.0,19.3,11:25:33.814
240,0.543,25.5,1.5,0.269,26.8,51.6,59.714,2.794,59.714,2.379,22.3,25.9,20.4,11:25:34.937
241,0.584,25.5,1.5,0.26,25.4,51.6,60.065,2.228,60.065,2.303,22.3,25.9,20.0,11:25:36.056
242,0.573,25.5,1.5,0.265,25.4,51.6,60.057,2.266,60.057,2.908,22.5,25.9,20.9,11:25:37.191
243,0.553,26.9,1.5,0.264,25.4,51.6,59.993,1.964,59.993,2.341,22.3,25.9,20.0,11:25:38.309
244,0.543,25.5,1.5,0.27,25.3,51.6,60.018,1.964,60.018,1.926,22.7,28.0,20.4,11:25:39.428
245,0.571,25.5,1.5,0.309,25.4,51.6,60.702,1.926,60.702,2.19,22.3,28.0,20.0,11:25:40.566
246,0.536,25.5,1.5,0.266,26.8,51.6,60.147,2.228,60.147,2.417,22.0,25.9,19.8,11:25:41.689
247,0.558,25.5,1.5,0.216,25.3,51.6,60.358,2.152,60.358,2.19,22.3,25.9,20.0,11:25:42.811
248,0.587,26.9,1.5,0.237,25.4,51.6,60.112,2.19,60.112,1.926,22.5,25.9,20.4,11:25:43.930
249,0.559,25.5,1.5,0.251,25.4,51.6,60.984,2.001,60.984,2.492,22.5,28.0,20.7,11:25:45.051
250,0.565,25.5,1.5,0.271,26.8,51.6,60.049,2.454,60.049,3.172,22.3,28.0,20.2,11:25:46.172
251,0.601,25.5,1.5,0.251,26.8,51.6,59.724,1.888,59.724,2.379,22.3,25.9,20.7,11:25:47.293
252,0.469,27.0,1.5,0.303,25.4,51.6,59.538,2.228,59.538,2.643,22.3,25.9,20.2,11:25:48.413
253,0.558,25.5,1.5,0.273,25.4,51.6,59.909,2.039,59.909,2.492,22.7,25.9,19.8,11:25:49.530
254,0.573,25.5,1.5,0.299,26.8,51.6,59.564,2.53,59.564,2.115,22.0,28.0,19.8,11:25:50.650
255,0.563,25.5,1.5,0.245,25.4,51.6,59.84,1.737,59.84,2.266,22.3,25.9,20.2,11:25:51.769
256,0.525,25.5,1.5,0.222,25.4,51.6,59.352,2.303,59.352,2.228,22.3,25.8,20.4,11:25:52.894
257,0.438,27.0,1.5,0.293,25.4,51.6,59.919,2.152,59.919,2.228,22.3,25.9,19.8,11:25:54.030
258,0.501,25.5,1.5,0.289,25.4,51.6,60.651,1.699,60.651,2.794,22.3,25.9,20.4,11:25:55.149
259,0.602,25.5,1.5,0.299,26.8,51.6,60.261,1.548,60.261,2.681,22.3,28.0,20.4,11:25:56.270
260,0.559,25.5,1.5,0.198,26.8,51.6,59.84,1.85,59.84,2.379,22.7,25.9,20.7,11:25:57.393
261,0.469,25.5,1.5,0.281,25.4,51.6,59.882,1.888,59.882,2.19,22.0,25.9,19.8,11:25:58.516
262,0.479,27.0,1.5,0.248,25.4,51.6,59.649,2.756,59.649,2.341,21.8,25.9,19.8,11:25:59.639
263,0.591,25.5,1.5,0.278,25.4,51.6,59.78,2.115,59.78,2.643,22.5,25.9,19.5,11:26:00.762
264,0.569,25.5,1.5,0.226,26.8,51.6,60.361,1.926,60.361,2.605,22.5,28.0,20.0,11:26:01.886
265,0.502,25.5,1.5,0.321,26.8,51.6,60.719,1.586,60.719,2.53,22.3,28.0,20.4,11:26:03.009
266,0.531,25.5,1.5,0.304,25.4,51.6,60.086,1.359,60.086,2.832,22.3,25.9,19.8,11:26:04.129
267,0.608,27.0,1.5,0.266,25.4,51.6,62.468,1.51,62.468,3.059,22.0,25.9,20.2,11:26:05.253
268,0.551,25.5,1.5,0.264,25.4,51.6,59.888,1.548,59.888,2.039,22.0,25.8,19.8,11:26:06.372
269,0.559,25.5,1.5,0.271,26.8,51.6,60.287,1.435,60.287,1.926,22.0,28.0,19.8,11:26:07.491
270,0.544,25.5,1.5,0.261,25.4,51.6,59.718,2.417,59.718,1.888,22.3,25.9,20.2,11:26:08.608
271,0.535,27.0,1.5,0.231,25.4,51.6,60.022,2.077,60.022,2.643,22.5,25.9,20.4,11:26:09.724
272,0.555,25.5,1.5,0.327,25.4,51.6,60.19,2.115,60.19,2.228,22.7,25.9,20.4,11:26:10.848
273,0.549,25.5,1.5,0.223,26.9,51.6,59.505,2.605,59.505,2.001,22.0,28.0,20.4,11:26:11.970
274,0.563,25.5,1.5,0.353,26.9,51.6,60.601,2.19,60.601,2.228,22.7,28.0,20.9,11:26:13.099
275,0.565,25.5,1.5,0.293,25.4,51.6,60.05,2.152,60.05,2.228,22.5,25.9,20.4,11:26:14.220
276,0.586,27.0,1.5,0.27,25.4,51.6,60.035,1.624,60.035,1.85,22.0,25.9,20.4,11:26:15.337
277,0.53,25.5,1.5,0.28,25.4,51.6,59.613,2.53,59.613,1.737,22.0,25.9,20.4,11:26:16.461
278,0.513,25.5,1.5,0.271,26.9,51.6,60.453,1.548,60.453,1.737,22.5,25.9,20.0,11:26:17.602
279,0.596,25.5,1.5,0.266,26.9,51.6,59.812,2.454,59.812,2.039,22.3,28.0,20.4,11:26:18.722
280,0.53,25.5,1.5,0.261,25.4,51.6,60.104,1.964,60.104,2.001,22.3,25.9,20.2,11:26:19.841
281,0.574,27.0,1.5,0.266,25.4,51.6,59.944,1.888,59.944,1.699,22.3,25.8,19.8,11:26:20.960
282,0.508,25.5,1.5,0.361,25.4,51.6,59.309,3.172,59.309,1.926,22.3,25.9,20.7,11:26:22.078
283,0.591,25.5,1.5,0.276,26.9,51.6,59.975,2.303,59.975,2.341,22.5,28.0,20.9,11:26:23.199
284,0.605,25.5,1.5,0.269,25.4,51.6,59.95,1.926,59.95,2.492,22.3,25.9,20.0,11:26:24.320
285,0.549,27.0,1.5,0.314,25.4,51.6,60.23,2.115,60.23,2.266,22.5,25.9,19.8,11:26:25.442
286,0.515,25.5,1.5,0.294,25.4,51.6,60.156,2.266,60.156,2.077,21.8,25.9,20.0,11:26:26.561
287,0.53,25.5,1.5,0.248,26.9,51.6,59.401,2.756,59.401,2.152,22.7,28.0,20.0,11:26:27.682
288,0.563,25.5,1.5,0.273,25.4,51.6,59.456,2.794,59.456,2.303,22.7,28.0,20.9,11:26:28.796
289,0.531,25.5,1.5,0.266,25.4,51.6,60.291,2.077,60.291,1.775,22.5,25.9,20.2,11:26:29.927
290,0.548,25.5,1.5,0.288,25.4,51.6,60.109,2.19,60.109,2.832,22.3,25.9,20.4,11:26:31.067
291,0.564,27.0,1.5,0.288,25.4,51.6,60.031,1.812,60.031,2.568,22.5,25.9,20.0,11:26:32.190
292,0.521,25.5,1.5,0.226,25.4,51.6,59.998,1.888,59.998,2.719,22.7,25.9,20.4,11:26:33.313
293,0.533,25.5,1.5,0.28,25.4,51.6,60.166,2.303,60.166,2.454,22.5,25.9,20.4,11:26:34.448
294,0.554,25.5,1.5,0.275,26.9,51.6,59.64,2.605,59.64,1.699,22.3,25.9,19.8,11:26:35.581
295,0.535,25.5,1.5,0.264,26.9,51.6,60.008,2.681,60.008,1.964,22.3,25.9,20.4,11:26:36.721
296,0.554,25.5,1.5,0.236,26.9,51.6,59.634,2.228,59.634,2.454,22.3,28.0,19.8,11:26:37.846
297,0.56,25.5,1.5,0.245,25.5,51.6,59.98,2.341,59.98,1.888,22.5,25.9,19.8,11:26:38.966
298,0.507,25.5,1.5,0.264,26.9,51.6,59.339,2.303,59.339,1.888,22.3,28.0,19.8,11:26:40.100
299,0.56,27.0,1.5,0.275,25.4,51.6,59.939,1.284,59.939,2.228,22.3,25.9,20.0,11:26:41.239
300,0.558,25.5,1.5,0.288,25.4,51.6,59.736,2.077,59.736,2.001,22.3,25.9,20.4,11:26:42.355
301,0.536,25.5,1.5,0.248,25.4,51.6,59.896,1.85,59.896,1.888,22.3,25.9,20.7,11:26:43.490
302,0.525,25.5,1.5,0.316,26.9,51.6,59.77,2.341,59.77,1.699,22.5,25.9,20.0,11:26:44.613
303,0.535,25.5,1.5,0.273,26.9,51.6,60.157,1.624,60.157,2.266,21.8,25.9,20.4,11:26:45.754
304,0.533,25.5,1.5,0.264,25.5,51.6,59.97,1.284,59.97,2.53,22.3,28.0,20.0,11:26:46.877
305,0.501,25.5,1.5,0.233,25.5,51.6,59.997,1.812,59.997,2.417,22.3,28.0,20.2,11:26:48.012
306,0.587,27.0,1.5,0.337,25.4,51.6,61.119,1.246,61.119,2.794,22.5,25.9,20.4,11:26:49.128
307,0.53,25.5,1.5,0.326,26.9,51.6,59.891,1.397,59.891,2.115,22.3,25.9,20.0,11:26:50.243
308,0.565,25.5,1.5,0.28,26.9,51.6,59.809,2.077,59.809,1.775,22.3,25.9,20.4,11:26:51.363
309,0.511,25.5,1.5,0.243,25.5,51.6,60.103,1.737,60.103,1.624,22.3,28.0,20.0,11:26:52.484
310,0.51,27.0,1.5,0.254,25.4,51.6,59.548,2.756,59.548,2.115,22.3,25.9,20.7,11:26:53.603
311,0.536,27.0,1.5,0.255,25.4,51.6,60.059,1.812,60.059,2.454,22.5,25.9,20.2,11:26:54.758
312,0.621,25.5,1.5,0.216,25.5,51.6,60.477,2.039,60.477,2.303,22.3,25.9,20.4,11:26:55.875
313,0.555,25.5,1.5,0.238,26.9,51.6,59.817,2.19,59.817,2.303,22.5,25.9,20.4,11:26:56.993
314,0.518,25.5,1.5,0.254,25.4,51.6,59.578,2.341,59.578,2.039,22.3,28.0,20.2,11:26:58.111
315,0.597,27.0,1.5,0.276,25.5,51.6,59.925,1.661,59.925,2.039,22.5,25.9,20.2,11:26:59.227
316,0.524,27.0,1.5,0.314,25.4,51.6,60.264,1.359,60.264,2.19,22.7,25.9,20.7,11:27:00.347
317,0.565,25.5,1.5,0.365,26.9,51.6,59.692,2.303,59.692,1.964,22.3,25.9,20.4,11:27:01.471
318,0.568,25.5,1.5,0.319,26.9,51.6,60.025,2.417,60.025,2.341,22.3,25.9,20.4,11:27:02.610
319,0.596,25.5,1.5,0.24,26.9,51.6,59.9,1.737,59.9,2.303,22.3,25.9,20.7,11:27:03.743
320,0.558,25.5,1.5,0.314,26.9,51.6,59.91,1.964,59.91,2.379,22.7,25.9,20.9,11:27:04.878
321,0.507,25.5,1.5,0.255,25.5,51.6,60.302,1.737,60.302,2.152,22.5,28.0,20.4,11:27:05.995
322,0.524,25.5,1.5,0.264,25.5,51.6,59.601,2.039,59.601,2.756,22.5,28.0,20.4,11:27:07.144
323,0.587,25.5,1.5,0.251,25.5,51.6,59.858,1.624,60.035,3.134,22.7,28.0,20.7,11:27:08.293
324,0.516,25.5,1.5,0.304,25.5,51.6,59.955,2.303,59.955,2.832,22.0,28.0,20.2,11:27:09.417
325,0.548,27.0,1.5,0.251,25.5,51.6,60.035,1.964,60.035,2.341,22.3,25.9,20.4,11:27:10.536
326,0.536,25.5,1.5,0.228,25.5,51.6,60.407,1.812,60.407,3.096,22.3,25.9,20.7,11:27:11.660
327,0.515,25.5,1.5,0.328,26.9,51.6,60.289,2.303,60.289,2.568,22.0,25.9,20.4,11:27:12.780
328,0.601,25.5,1.5,0.327,26.9,51.6,59.925,2.756,59.925,3.059,22.3,25.9,20.2,11:27:13.915
329,0.533,27.0,1.5,0.284,25.5,51.6,60.23,2.001,60.23,2.341,22.5,28.0,20.7,11:27:15.033
330,0.565,25.5,1.5,0.283,25.5,51.6,59.893,1.661,59.893,2.379,22.7,25.9,20.4,11:27:16.149
331,0.573,25.5,1.5,0.291,26.9,51.6,59.789,2.152,59.789,2.379,22.7,25.9,20.4,11:27:17.269
332,0.54,25.5,1.5,0.254,25.5,51.6,59.565,2.303,59.565,2.266,22.5,25.9,20.7,11:27:18.391
333,0.571,27.0,1.5,0.271,25.5,51.6,60.556,1.586,60.556,2.115,22.7,28.0,20.4,11:27:19.509
334,0.554,25.5,1.5,0.273,25.5,51.6,60.06,1.661,60.06,2.039,22.3,25.9,20.4,11:27:20.631
335,0.558,25.5,1.5,0.313,25.5,51.6,59.818,1.661,59.818,2.794,22.7,25.9,20.7,11:27:21.754
336,0.565,25.5,1.5,0.25,26.9,51.6,60.125,1.322,60.125,2.568,22.5,25.9,20.7,11:27:22.874
337,0.588,25.5,1.5,0.261,25.5,51.6,60.47,2.039,60.47,2.001,22.7,25.9,20.4,11:27:23.996
338,0.496,27.0,1.5,0.353,25.5,51.6,61.006,1.473,61.006,1.926,22.7,28.0,20.9,11:27:25.117
339,0.576,25.5,1.5,0.276,25.5,51.6,59.969,1.435,59.969,1.737,22.3,25.9,20.9,11:27:26.240
340,0.573,25.5,1.5,0.266,25.5,51.6,59.516,1.51,59.516,2.266,22.3,25.9,20.7,11:27:27.374
341,0.425,25.5,1.5,0.283,26.9,51.6,60.798,1.661,60.798,1.964,22.5,25.9,20.7,11:27:28.495
342,0.529,25.5,1.5,0.26,26.9,51.6,59.72,2.228,59.72,1.926,22.7,25.9,19.8,11:27:29.631
343,0.598,25.5,1.5,0.256,25.5,51.6,60.055,1.888,60.055,2.719,22.3,25.9,21.1,11:27:30.754
344,0.581,27.0,1.5,0.294,25.5,51.6,59.879,1.964,59.879,2.492,22.7,28.0,20.2,11:27:31.873
345,0.558,25.5,1.5,0.254,25.5,51.6,60.112,1.661,60.112,2.228,22.3,25.9,20.9,11:27:32.999
346,0.576,25.5,1.5,0.217,25.5,51.6,60.024,1.926,60.024,2.605,22.3,25.9,20.4,11:27:34.133
347,0.555,25.5,1.5,0.289,26.9,51.6,60.07,1.548,60.07,2.417,22.0,25.9,20.4,11:27:35.258
348,0.536,25.5,1.5,0.303,26.9,51.6,59.88,1.888,59.88,2.719,22.3,25.9,20.7,11:27:36.392
349,0.529,25.5,1.5,0.231,26.9,51.6,60.032,2.152,60.032,2.266,22.7,25.9,20.7,11:27:37.528
350,0.62,25.5,1.5,0.255,25.5,51.6,60.113,1.85,60.113,2.19,22.7,25.9,20.7,11:27:38.646
351,0.531,27.0,1.5,0.31,25.5,51.6,60.004,1.661,60.004,2.832,22.5,28.0,20.9,11:27:39.769
352,0.592,25.5,1.5,0.295,25.5,51.6,60.011,1.85,60.011,2.568,22.7,25.9,21.1,11:27:40.889
353,0.581,25.5,1.5,0.305,27.0,51.6,60.574,1.737,60.574,3.965,22.3,25.9,20.0,11:27:42.010
354,0.481,25.5,1.5,0.266,26.9,51.6,60.047,2.303,60.047,2.492,22.5,25.9,20.4,11:27:43.132
355,0.62,27.0,1.5,0.281,25.5,51.6,60.093,1.586,60.093,2.152,22.5,28.0,20.4,11:27:44.252
356,0.554,25.5,1.5,0.294,25.5,51.6,59.938,1.397,59.938,2.794,22.5,28.0,20.2,11:27:45.374
357,0.501,25.5,1.5,0.299,27.0,51.6,58.776,3.021,58.776,2.19,22.7,25.9,20.7,11:27:46.496
358,0.513,25.5,1.5,0.269,27.0,51.6,59.785,2.341,59.785,2.794,22.3,25.9,20.9,11:27:47.619
359,0.533,25.5,1.5,0.264,25.5,51.6,59.875,1.661,59.875,1.888,22.7,25.9,21.1,11:27:48.736
360,0.531,27.0,1.5,0.363,25.5,51.6,59.626,2.152,59.626,1.964,22.5,28.0,20.9,11:27:49.857
361,0.571,27.0,1.5,0.232,25.5,51.6,59.529,1.775,59.529,2.341,22.7,28.0,20.4,11:27:50.995
362,0.591,25.5,1.5,0.266,25.5,51.6,60.434,1.473,60.434,1.926,22.7,25.9,20.0,11:27:52.117
363,0.515,25.5,1.5,0.284,27.0,51.6,59.87,1.624,59.87,2.152,22.7,25.9,20.2,11:27:53.237
364,0.536,25.5,1.5,0.299,25.5,51.6,59.894,1.586,59.894,2.115,22.7,25.9,20.7,11:27:54.356
365,0.549,27.0,1.5,0.298,25.5,51.6,60.065,1.699,60.065,2.341,22.7,28.0,20.4,11:27:55.474
366,0.538,25.5,1.5,0.271,25.5,51.6,59.854,2.039,59.854,1.737,22.7,28.0,20.9,11:27:56.606
367,0.536,25.5,1.5,0.232,27.0,51.6,59.578,2.341,59.578,2.19,22.5,25.9,20.2,11:27:57.726
368,0.559,25.5,1.5,0.273,27.0,51.6,59.996,1.51,59.996,2.417,22.9,25.9,20.4,11:27:58.843
369,0.507,27.0,1.5,0.255,25.5,51.6,60.374,1.812,60.374,2.115,22.5,25.9,20.9,11:27:59.958
370,0.565,25.5,1.5,0.288,25.5,51.6,59.782,2.454,59.782,1.926,22.5,28.0,21.3,11:28:01.079
371,0.582,25.5,1.5,0.305,25.5,51.6,59.864,1.85,59.864,2.001,22.7,28.0,20.4,11:28:02.199
372,0.531,25.5,1.5,0.25,25.5,51.6,60.013,1.699,60.013,2.681,22.3,25.9,20.9,11:28:03.316
373,0.554,27.0,1.5,0.28,25.5,51.6,59.941,2.19,59.941,2.152,22.3,25.9,20.4,11:28:04.437
374,0.531,25.5,1.5,0.331,25.5,51.6,60.627,1.926,60.627,2.001,22.5,28.0,20.7,11:28:05.556
375,0.541,25.5,1.5,0.321,27.0,51.6,59.414,3.021,59.414,2.19,22.7,25.9,20.0,11:28:06.681
376,0.531,25.5,1.5,0.293,27.0,51.6,60.44,2.303,60.44,2.605,22.7,25.9,20.4,11:28:07.803
377,0.526,25.5,1.5,0.303,25.5,51.6,59.785,2.077,59.785,2.379,22.9,25.9,20.7,11:28:08.926
378,0.524,27.0,1.5,0.293,25.5,51.6,59.616,2.454,59.616,3.059,22.5,25.9,19.8,11:28:10.050
379,0.525,25.5,1.5,0.304,25.5,51.6,60.394,2.152,60.394,2.756,22.7,28.0,20.9,11:28:11.172
380,0.569,25.5,1.5,0.238,27.0,51.6,60.034,1.812,60.034,2.341,22.7,28.0,20.7,11:28:12.296
381,0.546,25.5,1.5,0.265,27.0,51.6,59.498,2.492,59.498,2.568,22.7,25.9,20.4,11:28:13.419
382,0.579,25.5,1.5,0.269,25.5,51.6,60.58,1.926,60.58,2.228,22.5,25.9,20.7,11:28:14.541
383,0.577,27.0,1.5,0.276,25.5,51.6,59.724,2.681,59.724,2.379,22.7,25.9,20.9,11:28:15.665
384,0.548,25.5,1.5,0.293,25.5,51.6,60.656,1.964,60.656,2.643,22.7,28.0,20.9,11:28:16.788
385,0.541,25.5,1.5,0.245,27.0,51.6,59.802,1.888,59.802,2.643,22.3,28.0,20.4,11:28:17.905
386,0.56,25.5,1.5,0.266,27.0,51.6,59.478,2.303,59.478,2.53,22.7,25.9,20.9,11:28:19.035
387,0.591,25.5,1.5,0.275,25.5,51.6,59.48,2.605,59.48,2.719,22.7,25.9,20.9,11:28:20.154
388,0.565,27.0,1.5,0.28,25.5,51.6,59.895,2.039,59.895,2.681,22.5,25.9,20.2,11:28:21.274
389,0.555,25.5,1.5,0.266,25.5,51.6,59.958,1.624,59.958,2.379,22.7,28.0,20.9,11:28:22.393
390,0.56,25.5,1.5,0.227,27.0,51.6,59.721,2.303,59.721,2.454,22.7,25.9,20.7,11:28:23.519
391,0.508,25.5,1.5,0.273,25.5,51.6,60.254,2.115,60.254,2.568,23.2,25.9,20.4,11:28:24.636
392,0.549,25.5,1.5,0.259,25.6,51.6,59.957,2.266,59.957,3.096,22.7,25.9,20.7,11:28:25.781
393,0.518,27.0,1.5,0.284,25.5,51.6,59.744,2.341,59.744,2.568,22.3,25.9,20.9,11:28:26.912
394,0.554,27.0,1.5,0.27,25.5,51.6,59.85,2.19,59.85,2.19,22.7,25.9,20.4,11:28:28.045
395,0.529,25.5,1.5,0.209,25.6,51.6,60.073,2.266,60.073,2.568,22.7,25.9,21.1,11:28:29.164
396,0.43,25.5,1.5,0.305,25.5,51.6,59.751,1.775,59.751,2.756,22.7,28.0,21.1,11:28:30.303
397,0.536,25.5,1.5,0.259,25.5,51.6,60.059,2.681,60.059,2.266,22.7,28.0,20.7,11:28:31.441
398,0.63,25.5,1.5,0.281,27.0,51.6,60.186,2.039,60.186,1.85,22.5,28.0,19.8,11:28:32.573
399,0.56,25.5,1.5,0.233,27.0,51.6,60.037,1.85,60.037,2.152,22.9,28.0,20.4,11:28:33.708
400,0.538,25.5,1.5,0.281,27.0,51.6,59.932,1.548,59.932,1.888,22.7,28.0,20.9,11:28:34.844
401,0.565,25.5,1.5,0.319,27.0,51.6,60.19,1.888,60.19,1.964,22.7,28.0,20.4,11:28:35.979
402,0.531,25.5,1.5,0.266,25.6,51.6,59.759,2.266,59.759,2.077,23.2,25.9,20.4,11:28:37.095
403,0.569,27.0,1.5,0.284,25.6,51.6,59.979,1.775,59.979,3.134,22.9,25.9,20.9,11:28:38.230
404,0.574,25.5,1.5,0.25,25.6,51.6,59.882,1.586,59.882,2.454,22.7,25.9,20.9,11:28:39.379
405,0.465,27.0,1.5,0.275,25.6,51.6,60.072,1.737,60.072,2.228,22.9,25.9,20.4,11:28:40.512
406,0.529,27.0,1.5,0.281,25.6,51.6,60.115,1.661,60.115,2.077,22.7,25.9,20.7,11:28:41.648
407,0.51,25.5,1.5,0.278,25.6,51.6,60.093,1.661,60.093,2.417,22.9,25.9,21.1,11:28:42.768
408,0.531,25.5,1.5,0.343,27.0,51.6,59.947,1.775,59.947,2.492,22.7,28.0,20.7,11:28:43.884
409,0.553,25.5,1.5,0.283,27.0,51.6,60.101,1.661,60.101,2.643,22.7,25.9,20.4,11:28:45.003
410,0.538,25.5,1.5,0.278,25.6,51.6,61.646,2.19,60.244,2.077,22.7,25.9,20.2,11:28:46.122
411,0.544,27.0,1.5,0.194,25.6,51.6,59.882,1.51,59.882,2.152,22.7,26.0,20.2,11:28:47.250
412,0.554,25.5,1.5,0.27,25.6,51.6,59.834,1.812,59.834,2.417,22.5,25.9,20.9,11:28:48.388
413,0.546,25.5,1.5,0.294,27.0,51.6,59.959,1.812,59.959,2.266,22.7,26.0,20.7,11:28:49.509
414,0.615,25.5,1.5,0.261,25.6,51.6,60.046,1.699,60.046,2.681,22.7,25.9,20.7,11:28:50.616
415,0.496,27.0,1.5,0.214,25.6,51.6,59.968,1.586,59.968,2.454,22.9,26.0,20.4,11:28:51.740
416,0.574,27.0,1.5,0.333,25.6,51.6,59.916,1.473,59.916,1.964,23.2,26.0,20.9,11:28:52.864
417,0.531,25.5,1.5,0.293,25.6,51.6,60.104,1.586,60.104,1.775,22.7,26.0,21.3,11:28:53.988
418,0.526,25.5,1.5,0.245,27.0,51.6,59.777,2.001,59.777,2.643,22.9,28.0,21.1,11:28:55.121
419,0.518,25.5,1.5,0.284,27.0,51.6,60.002,1.397,60.002,2.454,22.7,28.0,19.8,11:28:56.258
420,0.601,25.5,1.5,0.259,27.0,51.6,59.63,2.077,59.63,3.361,23.2,28.0,21.1,11:28:57.382
421,0.554,25.5,1.5,0.309,25.6,51.6,60.922,2.115,60.922,2.039,22.9,28.0,20.7,11:28:58.520
422,0.521,25.5,1.5,0.293,25.6,51.6,60.156,1.812,60.156,2.341,22.9,26.0,21.3,11:28:59.652
423,0.525,25.5,1.5,0.223,25.6,51.6,59.791,2.454,59.791,3.172,23.2,28.0,20.4,11:29:00.793
424,0.544,27.0,1.5,0.269,25.6,51.6,61.026,2.077,61.026,2.983,22.9,26.0,20.4,11:29:01.930
425,0.656,25.5,1.5,0.264,25.6,51.6,60.339,2.039,60.339,2.379,22.9,26.0,22.0,11:29:03.067
426,0.555,27.0,1.5,0.251,25.6,51.6,60.038,2.039,60.038,2.379,22.7,26.0,21.1,11:29:04.186
427,0.538,27.0,1.5,0.276,25.6,51.6,59.907,1.775,59.907,2.303,22.7,26.0,20.9,11:29:05.324
428,0.558,25.5,1.5,0.25,25.6,51.6,59.928,2.228,59.928,2.001,22.5,26.0,20.2,11:29:06.450
429,0.549,25.5,1.5,0.291,27.0,51.6,60.072,2.039,60.072,2.001,22.7,28.1,20.9,11:29:07.567
430,0.558,25.5,1.5,0.275,25.6,51.6,60.665,2.266,60.665,2.605,22.7,28.1,20.9,11:29:08.698
431,0.558,25.5,1.5,0.232,25.6,51.6,60.13,2.077,60.13,2.039,22.9,28.1,20.9,11:29:09.818
432,0.555,27.0,1.5,0.304,25.6,51.6,59.697,2.945,59.697,1.85,22.9,26.0,21.1,11:29:10.956
433,0.582,25.5,1.5,0.265,25.6,51.6,59.666,2.454,59.666,2.039,23.4,26.0,20.9,11:29:12.078
434,0.598,25.5,1.5,0.284,25.6,51.6,60.377,1.624,60.377,1.964,22.7,26.0,20.9,11:29:13.215
435,0.51,25.5,1.5,0.273,25.6,51.6,59.753,1.812,59.753,2.152,22.9,26.0,20.4,11:29:14.353
436,0.586,25.5,1.5,0.161,25.6,51.6,60.266,1.586,60.266,1.737,23.2,26.0,20.9,11:29:15.492
437,0.525,25.5,1.5,0.255,25.6,51.6,61.113,1.51,61.113,2.303,22.7,26.0,20.9,11:29:16.636
438,0.62,25.5,1.5,0.3,27.0,51.6,59.733,1.964,59.733,2.266,22.9,26.0,20.7,11:29:17.759
439,0.546,25.5,1.5,0.275,27.0,51.6,60.294,2.115,60.294,3.059,22.7,26.0,20.9,11:29:18.896
440,0.513,25.5,1.5,0.27,25.6,51.6,59.86,2.001,59.86,2.303,22.7,28.1,20.9,11:29:20.016
441,0.548,27.0,1.5,0.254,25.6,51.6,59.664,3.172,59.664,2.719,23.2,26.0,20.9,11:29:21.137
442,0.601,25.5,1.5,0.326,25.6,51.6,60.222,1.359,60.222,2.417,23.4,26.0,19.8,11:29:22.256
443,0.579,25.5,1.5,0.331,25.6,51.6,59.912,1.624,59.912,2.19,23.2,26.0,20.2,11:29:23.394
444,0.538,25.5,1.5,0.251,27.0,51.6,59.822,2.001,59.822,2.341,22.7,26.0,20.9,11:29:24.517
