Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2_O,mixer_torque_M2,mixer_torque_M1_O,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
297,10.7,8.4,5.9472,3.3984,5.0882,2.907542857,59.7639,60.0106,34:02.8
298,10,7.9,5.9472,3.3984,4.8899,2.794228571,60.2366,59.7775,34:03.5
299,10,7.9,5.4186,3.096342857,6.0133,3.436171429,59.9058,60.0443,34:04.3
300,10.7,8.2,6.3437,3.624971429,6.0133,3.436171429,59.5909,60.319,34:05.1
301,10.9,8.2,5.749,3.285142857,5.4846,3.134057143,58.6707,59.8344,34:05.9
302,10.4,7.9,6.5419,3.738228571,5.1542,2.945257143,59.7288,60.3009,34:06.6
303,10.2,8.2,7.2027,4.115828571,5.6829,3.247371429,59.9933,59.9041,34:07.4
304,11.3,8.2,7.9296,4.5312,5.815,3.322857143,60.2351,60.0781,34:08.1
305,10.2,8.6,5.5507,3.171828571,5.0221,2.869771429,59.5037,59.9086,34:08.9
306,10.9,8.6,5.0221,2.869771429,4.6256,2.6432,59.9871,60.0465,34:09.7
307,10.4,8.6,6.4758,3.700457143,5.815,3.322857143,60.1737,59.6686,34:10.4
308,10.4,7.9,6.3437,3.624971429,4.7578,2.718742857,60.0643,60.1259,34:11.2
309,10.4,7.9,8.26,4.72,5.4846,3.134057143,60.2582,59.2857,34:11.9
310,10.2,7.9,6.2776,3.5872,5.2864,3.0208,60.0148,60.3477,34:12.7
311,10.2,8.2,7.2688,4.1536,6.4098,3.662742857,60.1263,59.858,34:13.5
312,10.9,8.4,6.0133,3.436171429,5.815,3.322857143,60.1367,59.9902,34:14.2
313,10.9,8.6,5.815,3.322857143,5.4186,3.096342857,60.2517,60.0506,34:15.0
314,10.7,8.6,5.4186,3.096342857,5.6829,3.247371429,59.8862,60.484,34:15.8
315,10.9,7.9,8.0618,4.606742857,5.815,3.322857143,80.5163,80.5072,34:16.5
316,10.9,8.6,5.815,3.322857143,6.6741,3.813771429,80.6729,80.2581,34:17.3
317,10.4,9.1,5.8811,3.360628571,4.8899,2.794228571,80.5272,79.6745,34:18.1
318,10.7,9.1,6.9384,3.9648,6.1454,3.511657143,80.4368,80.1456,34:18.8
319,10.4,8.4,5.5507,3.171828571,6.0794,3.473942857,80.4459,80.2183,34:19.6
320,10.2,8.2,7.2027,4.115828571,6.9384,3.9648,79.9914,80.2147,34:20.4
321,10.4,8.4,6.2776,3.5872,6.8723,3.927028571,79.7475,81.0686,34:21.1
322,10.7,8.6,5.5507,3.171828571,6.2776,3.5872,80.0529,80.4549,34:21.9
323,10.9,8.2,6.8723,3.927028571,7.3349,4.191371429,80.3088,80.6675,34:22.7
324,10.9,8.4,6.6741,3.813771429,7.2027,4.115828571,79.9729,80.7732,34:23.4
325,10.7,8.6,6.3437,3.624971429,6.5419,3.738228571,80.2853,80.2792,34:24.2
326,10.9,8.2,6.8062,3.889257143,7.1366,4.078057143,80.1167,80.3954,34:24.9
327,10.7,8.6,7.7314,4.417942857,6.2115,3.549428571,81.0965,80.1565,34:25.7
328,10.9,9.1,7.401,4.229142857,6.0133,3.436171429,80.2487,80.2718,34:26.5
329,10.7,9.1,6.6741,3.813771429,6.4758,3.700457143,80.6701,80.2726,34:27.2
330,10.7,7.9,6.8723,3.927028571,6.6741,3.813771429,80.675,80.3376,34:28.0
331,10.9,8.4,7.1366,4.078057143,6.0794,3.473942857,80.0399,80.9921,34:28.8
332,10.4,8.6,7.9296,4.5312,7.1366,4.078057143,80.3292,80.6083,34:29.6
333,10.9,8.4,6.4758,3.700457143,6.4758,3.700457143,80.1146,80.4759,34:30.3
334,10.7,8.4,7.8635,4.493428571,6.0794,3.473942857,80.5886,80.8922,34:31.1
335,11.1,8.6,7.9957,4.568971429,5.5507,3.171828571,80.2619,80.3472,34:31.8
336,10.7,8.2,7.2027,4.115828571,5.815,3.322857143,80.5258,80.3221,34:32.6
337,11.1,8.8,7.9957,4.568971429,6.9384,3.9648,80.0693,80.1077,34:33.4
338,10.9,7.9,6.1454,3.511657143,5.6829,3.247371429,80.578,80.3297,34:34.2
339,11.1,8.6,7.7974,4.455657143,6.5419,3.738228571,80.5866,80.191,34:34.9
340,10.4,8.2,7.5992,4.3424,7.1366,4.078057143,80.2768,81.0021,34:35.7
341,10.7,8.2,6.9384,3.9648,8.3261,4.757771429,99.54,95.9458,34:36.5
342,10.4,8.2,6.6741,3.813771429,6.2776,3.5872,100.1614,99.1404,34:37.3
343,10.9,8.6,7.401,4.229142857,7.7974,4.455657143,99.7648,99.2476,34:38.0
344,10.9,8.2,9.1851,5.248628571,6.8062,3.889257143,100.156,99.7038,34:38.8
345,10.7,8.6,7.8635,4.493428571,6.8062,3.889257143,99.7968,99.7975,34:39.6
346,10.9,7.9,7.0706,4.040342857,7.467,4.266857143,99.1793,99.504,34:40.3
347,10.4,8.6,7.6653,4.380171429,7.467,4.266857143,99.3546,99.8438,34:41.1
348,11.1,8.6,8.1278,4.644457143,6.9384,3.9648,99.6077,99.6225,34:41.9
349,10.9,8.2,6.2115,3.549428571,6.6741,3.813771429,99.7172,99.5393,34:42.7
350,10.9,8.6,8.3261,4.757771429,7.401,4.229142857,100.1769,99.4221,34:43.4
351,11.1,8.2,7.6653,4.380171429,8.0618,4.606742857,99.7061,99.4499,34:44.2
352,10.9,7.9,8.3922,4.795542857,6.5419,3.738228571,99.7928,99.7,34:45.0
353,10.7,8.2,7.401,4.229142857,7.5331,4.304628571,99.4738,99.626,34:45.8
354,10.9,7.9,9.053,5.173142857,6.4758,3.700457143,99.3536,99.6432,34:46.5
355,11.1,8.2,7.9957,4.568971429,7.7314,4.417942857,98.3012,99.764,34:47.3
356,11.3,8.6,6.4758,3.700457143,5.5507,3.171828571,100.5839,99.6979,34:48.1
357,11.3,8.6,7.5992,4.3424,7.0045,4.002571429,99.2315,98.8085,34:48.9
358,10.9,8.8,7.5992,4.3424,6.9384,3.9648,99.5807,99.4728,34:49.7
359,11.1,8.4,8.4582,4.833257143,5.1542,2.945257143,99.7006,99.6866,34:50.4
360,11.1,8.2,8.26,4.72,7.0706,4.040342857,99.1665,99.9472,34:51.2
361,10.9,8.6,8.0618,4.606742857,7.5331,4.304628571,99.5584,99.9383,34:52.0
362,10.9,8.6,7.9957,4.568971429,7.401,4.229142857,99.2211,99.4023,34:52.8
363,10.9,8.4,6.2115,3.549428571,6.6741,3.813771429,99.4394,99.5216,34:53.5
364,10.7,9.1,8.4582,4.833257143,7.1366,4.078057143,100.247,99.1941,34:54.3
365,10.9,8.8,7.5331,4.304628571,6.8723,3.927028571,99.6628,99.8943,34:55.1
366,11.1,9.3,7.3349,4.191371429,7.0045,4.002571429,99.4133,99.5994,34:55.9
367,11.1,8.4,8.5243,4.871028571,6.608,3.776,120.0612,120.1591,34:56.6
368,10.9,8.8,8.9208,5.0976,7.5331,4.304628571,120.1609,119.8002,34:57.4
369,11.1,8.2,9.3834,5.361942857,7.5992,4.3424,121.1338,119.7351,34:58.2
370,11.1,8.2,8.26,4.72,6.4098,3.662742857,120.0168,119.7566,34:58.9
371,10.9,9.1,8.0618,4.606742857,8.4582,4.833257143,120.0843,119.6969,34:59.7
372,10.9,8.8,7.401,4.229142857,6.5419,3.738228571,120.4271,120.1403,35:00.5
373,10.9,8.2,8.5904,4.9088,8.3261,4.757771429,120.2553,120.1417,35:01.3
374,10.9,8.2,9.4494,5.399657143,7.5992,4.3424,119.9572,120.3907,35:02.0
375,11.3,8.2,8.26,4.72,7.2688,4.1536,119.8521,120.155,35:02.8
376,11.1,8.2,9.3834,5.361942857,7.2027,4.115828571,119.0587,120.3379,35:03.6
377,11.6,8.6,8.0618,4.606742857,6.8723,3.927028571,119.8193,120.1489,35:04.4
378,11.3,8.6,9.053,5.173142857,7.7974,4.455657143,119.9457,119.8619,35:05.2
379,11.1,8.4,8.5904,4.9088,6.608,3.776,120.0433,119.8481,35:05.9
380,11.1,9.1,8.9208,5.0976,7.1366,4.078057143,120.0601,118.9837,35:06.7
381,11.1,8.6,5.6829,3.247371429,7.0045,4.002571429,120.4211,119.6049,35:07.5
382,11.1,8.6,9.912,5.664,8.1939,4.682228571,119.7649,120.4223,35:08.2
383,11.3,8.8,6.6741,3.813771429,7.0706,4.040342857,120.6533,120.1944,35:09.0
384,10.9,8.8,9.1851,5.248628571,9.9781,5.701771429,120.043,119.577,35:09.8
385,11.1,8.2,7.6653,4.380171429,7.401,4.229142857,120.0371,120.304,35:10.5
386,11.1,8.6,8.0618,4.606742857,8.9869,5.135371429,119.8443,119.9529,35:11.3
387,10.9,8.4,8.0618,4.606742857,7.7314,4.417942857,119.6679,120.106,35:12.1
388,11.6,8.6,8.6565,4.946571429,8.1939,4.682228571,119.8081,120.0283,35:12.9
389,11.1,9.1,8.7226,4.984342857,6.3437,3.624971429,120.4433,120.1504,35:13.6
390,11.3,8.6,7.3349,4.191371429,8.0618,4.606742857,119.6216,119.9466,35:14.4
391,11.1,9.1,8.3922,4.795542857,7.2688,4.1536,119.9647,119.5242,35:15.2
392,11.6,8.4,7.7314,4.417942857,6.8723,3.927028571,120.0627,119.8633,35:15.9
393,11.8,8.4,7.9957,4.568971429,6.0794,3.473942857,99.8339,99.2944,35:16.7
394,11.6,9.1,7.1366,4.078057143,8.3261,4.757771429,99.4614,99.1937,35:17.5
395,11.8,9.1,6.1454,3.511657143,6.1454,3.511657143,99.2234,99.5319,35:18.2
396,11.3,9.1,6.2776,3.5872,5.6168,3.2096,99.3038,99.619,35:19.0
397,11.3,9.1,7.3349,4.191371429,6.608,3.776,99.5675,99.8272,35:19.8
398,11.6,8.6,8.7886,5.022057143,6.5419,3.738228571,99.6309,99.5327,35:20.6
399,11.1,8.6,5.3525,3.058571429,5.8811,3.360628571,99.7835,99.8502,35:21.3
400,11.6,9.1,7.3349,4.191371429,6.0794,3.473942857,99.3929,99.694,35:22.1
401,11.3,8.4,7.0045,4.002571429,7.401,4.229142857,99.3872,99.6514,35:22.9
402,11.3,9.1,7.401,4.229142857,6.608,3.776,99.5948,99.4772,35:23.7
403,11.3,8.8,5.9472,3.3984,7.8635,4.493428571,99.2808,99.4759,35:24.4
404,11.3,9.3,6.8723,3.927028571,6.7402,3.851542857,99.5885,99.2695,35:25.2
405,11.1,8.2,8.5243,4.871028571,8.1278,4.644457143,99.424,100.0178,35:26.0
406,11.3,8.8,6.2776,3.5872,6.0133,3.436171429,100.078,99.6799,35:26.7
407,11.3,8.6,6.8062,3.889257143,7.9957,4.568971429,99.5217,99.3553,35:27.5
408,11.6,8.8,7.8635,4.493428571,6.4098,3.662742857,99.6227,99.443,35:28.3
409,11.3,8.2,8.1278,4.644457143,6.1454,3.511657143,99.8801,99.3913,35:29.1
410,11.3,8.6,6.8723,3.927028571,6.0794,3.473942857,99.2266,99.5194,35:29.9
411,11.1,9.1,7.467,4.266857143,6.7402,3.851542857,99.8195,99.3135,35:30.6
412,11.6,8.6,7.6653,4.380171429,6.608,3.776,99.4667,99.6959,35:31.4
413,11.3,9.1,5.3525,3.058571429,5.815,3.322857143,100.0357,99.5783,35:32.2
414,11.1,8.8,6.9384,3.9648,7.5331,4.304628571,99.6675,99.4531,35:33.0
415,11.3,9.1,7.2688,4.1536,6.608,3.776,99.5499,99.7291,35:33.7
416,11.3,8.8,6.608,3.776,5.4186,3.096342857,99.4417,99.4705,35:34.5
