Log,mixer_torque_M1,cp_flowrate,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,mixer_torque_M2,ac_flowrate,mixer_pressure,mixer_motor_temperature_M2,cp_temperature,cp_pressure,mixer_motor_temperature_M1,mixer_speed_M2,mixer_speed_M1,Time
668,3.247,1.5,26.1,28.1,3.021,52.1,0.265,25.4,24.5,0.435,23.2,119.656,119.656,12:15:51.309
669,2.87,1.5,26.1,26.6,2.794,52.1,0.278,25.2,24.5,0.428,22.7,119.895,119.895,12:15:52.443
670,3.398,1.5,26.1,26.6,2.908,52.1,0.265,25.4,24.4,0.482,22.9,119.449,119.449,12:15:53.581
671,3.927,1.5,26.1,26.6,3.889,52.1,0.243,25.7,24.4,0.444,22.9,120.294,120.294,12:15:54.723
672,3.247,1.5,26.1,26.6,3.285,52.1,0.314,25.2,24.5,0.4,22.7,120.515,120.515,12:15:55.864
673,4.796,1.5,26.1,28.0,2.945,52.1,0.233,25.0,24.5,0.438,23.4,118.639,118.639,12:15:57.018
674,3.21,1.5,26.1,26.6,4.078,52.1,0.275,25.4,24.4,0.446,22.7,120.257,120.257,12:15:58.154
675,4.531,1.5,26.1,26.6,4.38,52.1,0.305,25.0,24.4,0.46,23.4,119.213,119.213,12:15:59.285
676,3.059,1.5,28.2,26.5,3.965,52.1,0.265,25.4,25.9,0.449,22.9,120.137,120.137,12:16:00.417
677,3.625,1.5,28.2,26.5,2.719,52.1,0.237,25.0,25.9,0.405,22.9,120.409,120.409,12:16:01.557
678,3.323,1.5,26.1,26.5,4.456,52.1,0.288,25.4,24.5,0.483,23.4,119.715,119.715,12:16:02.711
679,3.512,1.5,26.1,28.0,3.361,52.1,0.271,25.4,24.5,0.398,22.9,119.888,119.888,12:16:03.867
680,2.983,1.5,26.1,28.0,2.983,52.1,0.283,25.4,24.5,0.483,22.3,119.738,119.738,12:16:05.010
681,3.512,1.5,26.1,26.5,4.456,52.1,0.232,25.0,24.5,0.446,23.8,119.949,119.949,12:16:06.164
682,5.475,1.5,26.1,26.5,3.21,52.1,0.233,25.2,24.5,0.443,23.4,118.655,118.655,12:16:07.308
683,3.059,1.5,28.2,26.5,3.436,52.1,0.276,25.4,25.9,0.421,23.4,119.652,119.652,12:16:08.475
684,3.625,1.5,26.1,26.5,3.776,52.1,0.232,25.7,24.5,0.463,22.9,119.844,119.844,12:16:09.631
685,4.418,1.5,26.1,26.5,3.361,52.1,0.288,25.7,24.5,0.479,23.6,120.015,120.015,12:16:10.785
686,2.983,1.5,26.1,27.9,3.549,52.1,0.266,25.2,24.5,0.521,23.4,119.817,119.817,12:16:11.940
687,4.418,1.5,26.1,26.5,3.663,52.1,0.314,25.7,24.5,0.422,22.7,119.593,119.593,12:16:13.094
688,3.059,1.5,28.2,26.5,4.342,52.1,0.256,25.2,25.9,0.408,23.2,119.929,119.929,12:16:14.249
689,2.983,1.5,28.2,26.5,4.003,52.1,0.304,25.4,25.9,0.481,23.6,120.03,120.03,12:16:15.400
690,3.587,1.5,28.2,26.5,2.756,52.1,0.286,25.4,25.9,0.491,23.4,120.11,120.11,12:16:16.549
691,3.398,1.5,26.1,26.5,4.644,52.1,0.289,25.2,24.5,0.455,23.2,120.014,120.014,12:16:17.717
692,3.323,1.5,26.1,27.9,3.852,52.1,0.273,25.7,24.5,0.481,23.4,120.032,120.032,12:16:18.872
693,3.663,1.5,26.1,26.5,3.247,52.1,0.238,25.4,24.5,0.421,22.9,120.199,120.199,12:16:20.023
694,4.003,1.5,26.1,26.5,3.738,52.1,0.278,25.2,24.5,0.411,23.8,119.759,119.759,12:16:21.172
695,2.87,1.5,28.2,26.4,3.474,52.1,0.275,25.0,25.9,0.43,23.4,121.921,121.921,12:16:22.323
696,3.361,1.5,28.2,26.4,3.738,52.1,0.265,25.4,25.9,0.444,23.4,119.516,119.516,12:16:23.472
697,3.436,1.5,28.2,26.4,3.549,52.1,0.247,25.4,25.9,0.438,23.2,120.042,120.042,12:16:24.625
698,4.191,1.5,26.1,26.4,3.814,52.1,0.203,25.0,24.5,0.391,22.9,119.717,119.717,12:16:25.778
699,3.285,1.5,26.1,27.9,4.154,52.1,0.254,25.0,24.5,0.476,23.6,119.967,119.967,12:16:26.933
700,4.003,1.5,26.1,27.9,2.832,52.1,0.27,25.4,24.5,0.476,23.2,119.607,119.607,12:16:28.087
701,4.191,1.5,26.1,26.4,4.04,52.1,0.259,25.0,24.5,0.459,22.9,120.476,120.476,12:16:29.234
702,3.059,1.5,26.1,26.4,4.305,52.1,0.291,25.9,24.5,0.476,23.2,120.168,120.168,12:16:30.385
703,3.059,1.5,28.2,26.4,3.474,52.1,0.294,25.4,24.5,0.444,23.6,121.398,121.398,12:16:31.535
704,3.247,1.5,28.2,26.4,3.889,52.1,0.226,25.4,25.9,0.4,23.2,120.191,120.191,12:16:32.689
705,3.7,1.5,28.2,26.4,3.587,52.1,0.291,25.2,25.9,0.463,23.8,119.678,119.678,12:16:33.838
706,3.738,1.5,26.1,26.4,3.814,52.1,0.247,25.2,24.5,0.397,23.4,119.652,119.652,12:16:34.987
707,3.21,1.5,26.1,27.8,4.833,52.1,0.248,25.4,24.5,0.449,22.5,119.912,119.912,12:16:36.157
708,3.7,1.5,26.1,26.4,3.021,52.1,0.242,25.4,24.5,0.438,23.8,120.033,120.033,12:16:37.317
709,3.776,1.5,26.1,26.4,3.512,52.1,0.283,25.4,25.9,0.374,22.9,119.946,119.946,12:16:38.485
710,3.436,1.5,26.1,26.4,5.173,52.1,0.233,25.4,24.5,0.441,22.9,120.042,120.042,12:16:39.635
711,3.738,1.5,26.1,26.4,3.814,52.1,0.271,25.4,25.9,0.483,23.8,119.832,119.832,12:16:40.772
712,3.059,1.5,26.1,26.4,3.625,52.1,0.291,25.7,24.5,0.446,23.2,120.287,120.287,12:16:41.922
713,3.172,1.5,26.1,26.4,2.945,52.1,0.243,25.4,24.5,0.455,23.4,119.677,119.677,12:16:43.071
714,3.7,1.5,26.1,27.8,4.191,52.1,0.27,25.4,24.5,0.428,22.9,119.838,119.838,12:16:44.227
715,3.172,1.5,26.1,26.3,4.38,52.1,0.304,25.2,24.5,0.426,23.4,120.211,120.211,12:16:45.385
716,3.512,1.5,28.2,26.3,3.512,52.1,0.248,25.7,25.9,0.501,23.8,120.564,120.564,12:16:46.541
717,3.172,1.5,26.1,26.3,3.172,52.1,0.264,25.4,25.9,0.47,23.6,120.399,120.399,12:16:47.694
718,4.305,1.5,26.1,26.3,3.776,52.1,0.28,25.7,25.9,0.453,23.4,120.109,120.109,12:16:48.846
719,3.814,1.5,26.1,26.3,3.096,52.1,0.295,25.7,24.5,0.397,23.4,119.538,119.538,12:16:50.001
720,3.474,1.5,28.2,26.3,4.078,52.1,0.28,25.4,24.5,0.443,22.9,120.272,120.272,12:16:51.171
721,3.285,1.5,28.2,26.3,3.21,52.1,0.283,25.2,24.5,0.446,23.4,119.86,119.86,12:16:52.321
722,3.172,1.5,28.2,26.3,3.852,52.1,0.245,25.9,25.9,0.46,23.8,119.715,119.715,12:16:53.471
723,3.059,1.5,26.1,26.3,4.796,52.1,0.269,25.4,25.9,0.388,23.8,119.394,119.394,12:16:54.626
724,3.361,1.5,26.1,26.3,3.663,52.1,0.303,25.9,24.5,0.383,22.7,121.022,121.022,12:16:55.792
725,3.398,1.5,26.1,27.8,3.889,52.1,0.237,25.9,24.5,0.488,23.8,120.119,120.119,12:16:56.946
726,3.474,1.5,28.2,26.3,4.078,52.1,0.269,25.7,24.5,0.476,23.6,120.061,120.061,12:16:58.103
727,3.021,1.5,28.2,26.3,2.908,52.1,0.271,25.9,24.5,0.455,24.1,120.799,120.799,12:16:59.254
728,2.643,1.5,28.2,26.3,3.965,52.1,0.27,25.4,24.5,0.468,23.8,120.168,120.168,12:17:00.409
729,3.927,1.5,26.1,26.3,2.756,52.1,0.271,25.7,25.9,0.405,23.4,120.247,120.247,12:17:01.559
730,3.134,1.5,26.1,26.3,4.569,52.1,0.231,25.9,24.5,0.426,23.4,120.416,120.416,12:17:02.715
731,3.512,1.5,26.1,26.3,3.587,52.1,0.278,25.4,24.5,0.454,23.8,120.408,120.408,12:17:03.868
732,3.663,1.5,26.1,27.7,3.172,52.1,0.28,26.1,24.5,0.501,23.4,119.879,119.879,12:17:05.021
733,3.625,1.5,28.2,27.7,3.549,52.1,0.331,25.4,24.5,0.378,23.8,119.999,119.999,12:17:06.172
734,2.983,1.5,28.2,26.3,3.247,52.1,0.256,25.9,24.5,0.453,23.4,119.676,119.676,12:17:07.330
735,3.663,1.5,26.1,26.2,3.776,52.1,0.266,25.4,25.9,0.449,24.1,119.959,119.959,12:17:08.486
736,3.059,1.5,26.1,26.3,3.965,52.1,0.289,25.9,24.5,0.43,23.6,119.901,119.901,12:17:09.639
737,4.003,1.5,26.1,26.2,3.436,52.1,0.273,25.7,24.5,0.446,23.8,119.705,119.705,12:17:10.808
738,2.983,1.5,28.2,27.7,4.418,52.1,0.266,25.9,24.5,0.469,23.4,119.767,119.767,12:17:11.961
739,3.549,1.5,28.2,26.2,3.134,52.1,0.303,26.1,24.5,0.444,23.4,119.84,119.84,12:17:13.116
740,3.398,1.5,26.1,26.2,3.587,52.1,0.237,25.4,25.9,0.416,23.4,120.087,120.087,12:17:14.282
741,3.096,1.5,26.1,26.2,3.285,52.1,0.3,25.7,25.9,0.465,23.2,119.964,119.964,12:17:15.431
742,3.247,1.5,26.1,26.2,3.247,52.1,0.265,25.9,25.9,0.503,23.4,120.488,120.488,12:17:16.576
743,3.474,1.5,26.1,26.2,3.059,52.1,0.273,25.7,24.5,0.469,23.8,119.844,119.844,12:17:17.729
744,3.474,1.5,26.1,26.2,4.267,52.1,0.283,26.1,24.5,0.443,23.4,120.805,120.805,12:17:18.878
745,5.551,1.5,26.1,27.7,3.172,52.1,0.273,25.4,24.5,0.448,23.2,118.931,118.931,12:17:20.026
746,3.889,1.5,28.2,27.7,3.474,52.1,0.255,25.9,24.5,0.422,23.8,120.181,120.181,12:17:21.177
747,3.512,1.5,28.2,26.2,3.7,52.1,0.342,25.9,24.5,0.441,23.8,121.025,121.025,12:17:22.331
748,3.474,1.5,26.2,26.2,3.889,52.1,0.286,26.3,25.9,0.433,23.2,119.563,119.563,12:17:23.486
749,4.116,1.5,26.2,26.2,3.436,52.1,0.275,26.1,25.9,0.441,23.4,120.477,120.477,12:17:24.631
750,4.04,1.5,26.2,26.2,3.096,52.1,0.26,26.1,25.9,0.383,23.6,120.118,120.118,12:17:25.781
751,2.794,1.5,26.2,26.2,2.945,52.1,0.264,25.4,24.5,0.486,24.1,119.927,119.927,12:17:26.946
752,3.965,1.5,28.2,27.6,3.738,52.1,0.276,26.3,24.5,0.469,23.8,119.83,119.83,12:17:28.101
753,3.549,1.5,28.2,26.2,3.474,52.1,0.247,25.9,24.5,0.433,23.6,119.963,119.963,12:17:29.256
754,2.794,1.5,28.2,26.2,3.965,52.1,0.278,25.7,24.5,0.443,23.4,120.05,120.05,12:17:30.409
755,3.814,1.5,26.2,26.2,2.945,52.1,0.248,25.9,25.9,0.453,23.4,119.956,119.956,12:17:31.565
756,3.663,1.5,26.2,26.2,5.286,52.1,0.276,25.7,24.5,0.435,23.6,119.825,119.825,12:17:32.719
757,4.531,1.5,26.2,26.2,2.983,52.1,0.316,25.9,24.4,0.486,24.1,119.197,119.197,12:17:33.865
758,3.21,1.5,26.2,27.6,3.21,52.1,0.242,26.1,24.5,0.46,23.8,120.013,120.013,12:17:35.024
759,3.323,1.5,28.2,27.6,3.398,52.1,0.28,26.3,24.5,0.516,23.6,120.153,120.153,12:17:36.176
760,3.096,1.5,28.3,26.2,3.738,52.1,0.273,25.7,24.5,0.425,23.8,119.97,119.97,12:17:37.327
761,3.776,1.5,26.2,26.1,3.776,52.1,0.266,25.9,25.9,0.422,23.2,119.443,119.443,12:17:38.480
762,3.738,1.5,26.2,26.1,3.549,52.1,0.259,25.7,25.9,0.469,23.4,120.097,120.097,12:17:39.628
763,3.361,1.5,28.3,26.1,3.512,52.1,0.271,25.9,24.4,0.503,23.6,121.066,121.066,12:17:40.832
764,3.436,1.5,28.3,26.1,3.21,52.1,0.25,25.9,24.5,0.472,23.6,119.447,119.447,12:17:41.977
765,3.323,1.5,26.2,26.1,4.569,52.1,0.242,25.7,25.9,0.391,23.2,119.807,119.807,12:17:43.131
766,4.493,1.5,26.2,26.1,3.512,52.1,0.261,25.7,25.9,0.411,23.8,119.275,119.275,12:17:44.286
767,2.568,1.5,26.2,26.1,3.549,52.1,0.271,25.9,24.5,0.444,23.4,120.076,120.076,12:17:45.441
768,4.758,1.5,26.2,26.1,3.7,52.1,0.222,26.1,24.5,0.486,24.1,119.963,119.963,12:17:46.595
769,3.21,1.5,28.3,26.1,3.814,52.1,0.265,25.9,24.4,0.47,23.6,120.098,120.098,12:17:47.764
770,3.587,1.5,26.2,26.1,4.116,52.1,0.264,25.9,24.4,0.441,23.8,120.095,120.095,12:17:48.917
771,3.134,1.5,26.2,26.1,2.794,52.1,0.24,25.9,25.9,0.496,22.9,120.159,120.159,12:17:50.061
772,3.285,1.5,26.2,26.1,4.909,52.1,0.232,25.9,25.9,0.501,23.6,120.103,120.103,12:17:51.214
773,3.965,1.5,26.2,26.1,3.738,52.1,0.322,26.6,24.4,0.431,23.6,120.104,120.104,12:17:52.368
774,3.285,1.5,26.2,26.1,4.229,52.1,0.216,25.9,24.4,0.515,23.6,120.44,120.44,12:17:53.521
775,3.474,1.5,28.3,27.6,3.663,52.1,0.248,26.1,24.4,0.468,23.6,119.837,119.837,12:17:54.679
776,3.852,1.5,26.2,26.1,3.814,52.1,0.222,26.1,24.4,0.42,24.5,120.565,120.565,12:17:55.838
777,3.7,1.5,26.2,26.1,3.738,52.1,0.264,25.7,25.9,0.465,23.8,119.731,119.731,12:17:56.996
778,3.398,1.5,26.2,26.1,4.267,52.1,0.293,26.6,25.9,0.413,23.6,120.263,120.263,12:17:58.149
779,3.814,1.5,26.2,26.1,3.889,52.1,0.273,25.9,24.4,0.459,23.4,120.41,120.41,12:17:59.301
780,3.021,1.5,26.2,26.1,4.493,52.1,0.284,26.6,24.5,0.413,23.4,119.687,119.687,12:18:00.457
781,3.738,1.5,28.3,26.1,4.04,52.1,0.264,26.6,24.4,0.469,23.6,120.235,120.235,12:18:01.626
782,3.852,1.5,26.2,26.1,3.625,52.1,0.209,26.1,24.4,0.36,23.4,119.93,119.93,12:18:02.778
783,3.512,1.5,26.2,26.1,3.247,52.1,0.27,26.1,25.9,0.436,24.1,120.042,120.042,12:18:03.933
784,3.738,1.5,28.3,27.6,3.398,52.1,0.251,26.1,24.5,0.496,23.8,119.908,119.908,12:18:05.117
785,3.776,1.5,28.3,26.1,3.7,52.1,0.264,25.9,24.4,0.454,24.3,120.473,120.473,12:18:06.271
786,3.172,1.5,26.2,26.1,4.418,52.1,0.27,26.3,24.5,0.479,24.1,120.051,120.051,12:18:07.425
787,4.116,1.5,26.2,26.1,3.776,52.1,0.248,26.1,25.9,0.444,24.3,119.685,119.685,12:18:08.594
788,4.531,1.5,26.2,26.1,3.625,52.1,0.264,25.9,24.4,0.472,23.8,119.504,119.504,12:18:09.746
789,3.323,1.5,28.3,27.6,4.229,52.1,0.289,25.9,24.4,0.46,23.6,119.785,119.785,12:18:10.904
790,3.361,1.5,26.2,26.1,3.398,52.1,0.256,26.3,25.9,0.449,23.4,119.969,119.969,12:18:12.080
791,4.116,1.5,26.2,26.1,4.003,52.1,0.323,26.1,25.9,0.397,24.3,120.109,120.109,12:18:13.238
792,2.643,1.5,26.2,26.1,3.7,52.1,0.269,26.6,24.4,0.439,24.3,120.337,120.337,12:18:14.389
793,3.965,1.5,26.2,26.1,3.172,52.1,0.24,26.3,24.4,0.491,24.3,120.095,120.095,12:18:15.544
794,3.361,1.5,28.3,27.5,3.021,52.1,0.247,26.1,24.4,0.448,23.8,121.236,121.236,12:18:16.698
795,3.663,1.5,26.2,26.1,3.587,52.1,0.245,26.6,24.4,0.453,23.4,119.885,119.885,12:18:17.867
796,3.21,1.5,26.2,26.1,3.21,52.1,0.278,26.6,25.9,0.453,24.3,121.091,121.091,12:18:19.023
797,4.191,1.5,26.2,26.1,4.04,52.1,0.278,26.6,25.9,0.416,23.6,119.9,119.9,12:18:20.176
798,2.945,1.5,26.3,26.1,5.324,52.1,0.254,26.6,24.4,0.426,23.8,120.596,120.596,12:18:21.328
799,3.814,1.5,28.3,27.6,3.852,52.1,0.242,26.3,24.4,0.448,23.8,119.578,119.578,12:18:22.483
800,3.738,1.5,26.2,26.1,4.305,52.1,0.259,26.3,24.4,0.458,24.1,120.175,120.175,12:18:23.656
801,4.267,1.5,26.3,26.0,2.908,52.1,0.25,26.8,25.9,0.474,24.1,119.33,119.33,12:18:24.810
802,3.474,1.5,26.2,26.1,3.549,52.1,0.278,26.3,25.9,0.403,23.8,119.614,119.614,12:18:25.964
803,3.474,1.5,28.3,27.5,5.74,52.1,0.248,26.6,24.4,0.45,23.8,120.206,120.206,12:18:27.130
804,3.549,1.5,28.3,27.5,3.663,52.1,0.243,26.6,24.4,0.449,24.3,119.76,119.76,12:18:28.288
805,3.474,1.5,26.2,26.1,3.7,52.1,0.254,25.9,24.4,0.501,24.5,120.046,120.046,12:18:29.443
806,3.323,1.5,26.3,26.0,2.832,52.1,0.222,26.3,24.4,0.518,24.1,120.361,120.361,12:18:30.576
807,4.38,1.5,26.3,26.1,4.04,52.1,0.286,26.6,25.9,0.439,24.5,119.995,119.995,12:18:31.731
808,3.323,1.5,26.3,26.0,4.796,52.1,0.245,26.3,25.9,0.463,24.1,120.349,120.349,12:18:32.881
809,3.587,1.5,26.3,26.1,3.323,52.1,0.259,26.3,24.4,0.476,24.1,119.861,119.861,12:18:34.046
810,3.361,1.5,28.3,27.6,4.38,52.1,0.251,26.6,24.4,0.483,23.4,120.04,120.04,12:18:35.206
811,3.663,1.5,26.3,26.0,4.796,52.1,0.316,26.8,24.4,0.472,24.1,119.67,119.67,12:18:36.361
812,3.21,1.5,26.3,26.1,2.908,52.1,0.3,26.6,24.4,0.369,24.3,120.067,120.067,12:18:37.516
813,4.078,1.5,26.3,26.1,4.682,52.1,0.275,26.6,25.9,0.479,23.4,120.116,120.116,12:18:38.670
814,3.361,1.5,26.3,26.1,3.323,52.1,0.233,26.8,24.4,0.493,24.1,120.389,120.389,12:18:39.830
815,3.852,1.5,28.4,26.1,3.587,52.1,0.281,26.3,24.4,0.503,23.8,120.038,120.038,12:18:40.986
816,3.738,1.5,26.3,26.1,4.305,52.1,0.256,26.1,24.4,0.491,23.8,119.882,119.882,12:18:42.156
817,4.003,1.5,26.3,26.0,3.663,52.1,0.261,26.8,24.4,0.496,23.8,119.67,119.67,12:18:43.310
818,2.87,1.5,26.3,26.1,3.776,52.1,0.256,26.6,25.9,0.398,24.5,119.744,119.744,12:18:44.463
819,4.38,1.5,26.3,26.1,3.436,52.1,0.273,26.6,25.8,0.417,23.8,119.206,119.206,12:18:45.613
820,3.663,1.5,26.3,26.1,3.059,52.1,0.275,26.3,24.4,0.46,24.5,119.551,119.551,12:18:46.759
821,3.512,1.5,28.4,27.5,3.889,52.1,0.261,26.1,24.4,0.448,23.8,119.983,119.983,12:18:47.924
822,3.134,1.5,28.4,27.6,2.87,52.1,0.269,26.6,24.4,0.483,24.5,120.027,120.027,12:18:49.074
823,4.267,1.5,26.3,27.5,3.776,52.1,0.266,26.6,24.4,0.441,24.3,119.427,119.427,12:18:50.227
824,2.87,1.5,26.3,26.1,4.342,52.1,0.259,26.6,25.9,0.488,23.6,120.453,120.453,12:18:51.393
825,3.096,1.5,26.3,26.1,3.21,52.1,0.254,26.8,25.9,0.496,24.1,120.488,120.422,12:18:52.546
826,3.852,1.5,26.3,26.1,3.814,52.1,0.245,26.1,25.9,0.464,24.8,119.571,119.571,12:18:53.698
827,4.003,1.5,28.4,27.5,3.889,52.1,0.332,26.8,24.4,0.472,25.0,120.398,120.398,12:18:54.864
828,3.512,1.5,26.3,26.0,3.172,52.1,0.24,26.6,24.4,0.444,24.5,120.577,120.577,12:18:56.034
829,3.625,1.5,26.3,26.1,3.738,52.1,0.223,26.3,25.8,0.46,23.8,120.309,120.309,12:18:57.188
830,5.437,1.5,26.3,26.1,4.456,52.1,0.289,27.0,25.9,0.491,23.8,118.084,118.084,12:18:58.339
831,3.965,1.5,28.4,26.0,3.927,52.1,0.251,26.3,24.4,0.459,23.8,119.256,119.256,12:18:59.493
832,2.945,1.5,28.4,26.0,5.06,52.1,0.219,26.3,24.4,0.469,23.8,120.386,120.386,12:19:00.647
833,3.927,1.5,26.3,27.5,4.909,52.1,0.242,26.6,24.4,0.416,23.8,120.453,120.453,12:19:01.801
834,2.87,1.5,26.3,26.0,3.134,52.1,0.273,26.6,25.9,0.453,24.5,119.577,119.577,12:19:02.969
835,3.7,1.5,26.3,26.0,3.738,52.1,0.27,26.3,25.8,0.459,24.3,120.209,120.209,12:19:04.120
836,4.078,1.5,26.3,26.0,4.493,52.1,0.28,26.6,25.8,0.486,24.3,120.164,120.164,12:19:05.276
837,2.719,1.5,26.3,27.5,3.474,52.1,0.269,26.6,24.4,0.469,24.5,119.695,120.018,12:19:06.448
838,2.945,1.5,26.4,26.0,3.852,52.1,0.273,27.3,24.4,0.469,24.8,119.913,119.913,12:19:07.603
839,5.777,1.5,26.3,26.0,3.512,52.1,0.25,27.3,25.9,0.413,24.5,119.715,119.715,12:19:08.773
840,3.814,1.5,26.3,26.0,4.04,52.1,0.255,26.6,25.9,0.481,24.5,120.267,120.267,12:19:09.928
841,3.134,1.5,28.4,26.0,3.096,52.1,0.281,26.6,24.4,0.448,23.8,119.92,119.92,12:19:11.079
842,3.965,1.5,26.4,27.5,3.776,52.1,0.27,26.8,24.4,0.435,24.5,119.841,119.841,12:19:12.229
843,3.21,1.5,26.3,26.0,4.531,52.1,0.303,26.6,24.4,0.479,24.1,119.774,119.774,12:19:13.403
844,3.814,1.5,26.3,26.0,3.285,52.1,0.304,26.6,25.8,0.413,24.3,120.068,120.068,12:19:14.559
845,4.003,1.5,28.4,26.0,4.38,52.1,0.231,26.6,25.9,0.487,23.8,119.619,119.619,12:19:15.711
846,4.078,1.5,28.4,26.1,3.927,52.1,0.25,26.8,24.4,0.479,24.1,119.703,119.703,12:19:16.871
847,3.852,1.5,26.3,27.6,3.247,52.1,0.26,26.6,24.4,0.502,24.5,119.847,119.847,12:19:18.023
848,3.474,1.5,26.4,26.1,3.889,52.1,0.237,26.6,24.4,0.446,24.3,119.747,119.747,12:19:19.191
849,3.965,1.5,26.3,26.1,4.38,52.1,0.27,27.0,25.9,0.43,24.5,120.097,120.097,12:19:20.353
850,3.776,1.5,28.4,26.1,3.361,52.1,0.226,26.6,24.4,0.454,24.1,119.488,119.488,12:19:21.525
851,3.512,1.5,26.3,26.1,3.852,52.1,0.259,26.6,24.4,0.41,24.8,120.191,120.191,12:19:22.694
852,3.7,1.5,26.4,26.2,3.285,52.1,0.289,27.0,25.8,0.47,24.8,119.659,119.659,12:19:23.858
853,3.474,1.5,28.4,26.2,3.172,52.1,0.261,27.0,25.9,0.536,24.5,120.173,120.173,12:19:25.014
854,3.549,1.5,26.3,27.7,4.078,52.1,0.245,26.6,24.4,0.453,24.5,119.875,119.875,12:19:26.180
855,3.663,1.5,26.4,26.2,4.758,52.1,0.242,27.0,24.4,0.431,24.1,120.004,120.004,12:19:27.348
856,3.285,1.5,26.3,26.2,3.172,52.1,0.256,26.6,25.8,0.453,24.1,119.998,119.755,12:19:28.497
857,4.003,1.5,28.4,26.2,4.607,52.1,0.293,26.8,25.8,0.463,25.0,120.102,120.102,12:19:29.666
858,2.983,1.5,28.4,26.2,3.738,52.1,0.276,27.0,24.4,0.435,23.8,120.391,120.391,12:19:30.821
859,3.474,1.5,26.4,27.7,3.738,52.1,0.248,27.0,24.4,0.481,24.1,119.315,119.315,12:19:31.975
860,3.625,1.5,26.4,26.2,3.549,52.1,0.251,26.8,24.4,0.488,25.0,119.794,119.794,12:19:33.134
861,4.003,1.5,26.3,26.2,4.493,52.1,0.254,26.6,25.9,0.472,24.8,119.844,119.844,12:19:34.307
862,3.663,1.5,28.4,26.2,3.247,52.1,0.276,27.0,25.9,0.474,24.5,119.45,119.45,12:19:35.458
863,3.663,1.5,26.4,27.7,3.889,52.1,0.178,26.6,24.4,0.448,24.5,119.906,119.906,12:19:36.622
864,3.965,1.5,26.4,26.2,4.38,52.1,0.284,27.3,24.4,0.431,24.8,120.408,120.408,12:19:37.787
865,3.172,1.5,26.3,26.2,3.814,52.1,0.304,27.0,25.8,0.405,24.8,119.532,119.532,12:19:38.955
866,4.38,1.5,28.4,26.2,3.474,52.1,0.266,26.6,24.4,0.455,25.0,119.576,119.576,12:19:40.111
867,3.965,1.5,26.4,27.6,3.625,52.1,0.283,26.6,24.4,0.438,24.5,119.831,119.831,12:19:41.275
868,3.021,1.5,26.4,26.2,3.625,52.1,0.294,27.0,24.4,0.492,24.3,119.862,119.862,12:19:42.447
869,3.663,1.5,26.4,26.2,3.436,52.1,0.286,26.6,25.8,0.465,24.3,119.849,119.849,12:19:43.600
870,3.625,1.5,28.4,26.2,4.078,52.1,0.283,26.6,25.8,0.464,23.8,119.893,119.893,12:19:44.751
871,2.983,1.5,28.4,26.2,4.947,52.1,0.269,26.6,24.4,0.469,24.8,120.442,120.442,12:19:45.907
872,2.908,1.5,26.4,27.6,3.172,52.1,0.212,26.6,24.4,0.476,24.1,120.918,120.918,12:19:47.076
873,4.909,1.5,26.4,26.1,3.965,52.1,0.265,26.8,24.4,0.479,24.5,119.417,119.417,12:19:48.229
874,3.21,1.5,26.4,26.1,3.625,52.1,0.266,26.6,24.4,0.464,24.5,121.393,121.393,12:19:49.388
875,4.305,1.5,28.4,26.1,3.436,52.1,0.266,27.0,25.8,0.408,25.2,119.425,119.425,12:19:50.544
876,3.587,1.5,28.4,26.1,3.512,52.1,0.24,27.0,25.8,0.465,24.3,120.291,120.291,12:19:51.698
877,3.738,1.5,26.4,26.1,3.776,52.1,0.309,27.0,24.4,0.441,24.3,119.999,119.999,12:19:52.854
878,4.569,1.5,26.4,26.1,3.776,52.1,0.259,27.5,24.4,0.463,25.0,119.727,119.727,12:19:54.024
879,3.398,1.5,28.4,26.1,3.512,52.1,0.289,27.0,25.9,0.448,24.1,119.891,119.891,12:19:55.195
880,3.474,1.5,26.4,26.1,3.852,52.1,0.273,26.8,24.4,0.454,25.0,120.676,120.676,12:19:56.364
881,3.776,1.5,26.4,27.6,3.134,52.1,0.284,26.8,24.4,0.501,24.8,119.972,119.972,12:19:57.517
882,3.738,1.5,26.4,26.1,4.191,52.1,0.192,27.0,24.4,0.421,25.0,120.243,120.243,12:19:58.670
883,3.7,1.5,28.4,26.1,4.72,52.1,0.284,27.3,25.9,0.498,24.3,119.957,119.957,12:19:59.841
884,3.096,1.5,26.4,26.1,2.945,52.1,0.256,27.7,24.4,0.455,25.0,120.379,120.379,12:20:01.013
885,4.191,1.5,26.4,27.5,3.814,52.1,0.247,27.0,24.4,0.388,24.5,119.938,119.938,12:20:02.163
886,4.003,1.5,26.4,26.1,4.796,52.1,0.25,27.0,24.4,0.421,24.5,120.028,120.028,12:20:03.323
887,3.21,1.5,26.4,26.1,4.003,52.1,0.271,26.8,24.4,0.479,24.3,119.839,119.839,12:20:04.475
888,3.738,1.5,28.5,26.1,4.267,52.1,0.269,27.0,25.8,0.477,24.1,120.02,120.02,12:20:05.628
889,3.927,1.5,28.5,26.1,4.267,52.1,0.294,27.0,25.8,0.52,24.8,120.638,120.638,12:20:06.777
890,3.059,1.5,26.4,26.0,3.323,52.1,0.255,27.0,24.4,0.365,24.5,119.906,119.906,12:20:07.934
