Log,mixer_speed_M2,cp_temperature_fresh,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,ac_flowrate,mixer_pressure,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_torque_M2,mixer_torque_M1,cp_flowrate,mixer_speed_M1,Time
222,120.005,22.0,21.1,23.0,0.0,0.259,20.9,24.3,0.227,3.285,3.512,3.0,120.005,10:43:42.904
223,120.078,22.0,22.5,23.0,0.0,0.245,20.9,24.8,0.24,5.098,3.247,3.0,120.078,10:43:44.021
224,120.112,22.0,21.6,23.0,0.0,0.26,22.3,24.5,0.216,3.625,3.096,3.0,120.112,10:43:45.141
225,119.985,22.0,22.0,23.0,0.0,0.226,22.4,24.5,0.231,6.193,2.983,3.0,119.985,10:43:46.260
226,120.99,22.0,21.8,25.1,0.0,0.255,20.9,24.8,0.262,3.814,3.361,3.0,120.99,10:43:47.383
227,120.132,23.4,22.3,25.1,0.0,0.259,20.9,24.5,0.22,4.078,3.361,3.0,120.132,10:43:48.517
228,119.794,22.0,21.6,23.0,0.0,0.247,20.9,25.0,0.234,3.474,4.871,3.0,119.794,10:43:49.639
229,120.011,23.4,21.3,25.1,0.0,0.25,20.9,24.8,0.238,3.247,3.436,3.0,120.011,10:43:50.787
230,120.542,22.0,21.3,23.0,0.0,0.236,20.9,24.8,0.231,4.003,3.323,3.0,120.542,10:43:51.909
231,119.969,22.0,22.3,23.0,0.0,0.232,20.9,25.0,0.226,3.512,3.172,3.0,119.969,10:43:53.029
232,120.543,23.4,21.8,25.1,0.0,0.247,20.9,24.5,0.244,3.323,3.814,3.0,120.543,10:43:54.140
233,119.984,23.4,22.3,25.1,0.0,0.209,20.9,25.0,0.225,3.512,3.21,3.0,120.332,10:43:55.260
234,121.929,22.0,21.3,25.1,0.0,0.26,20.9,25.0,0.226,3.927,3.21,3.0,121.929,10:43:56.391
235,120.045,22.0,21.8,23.0,0.0,0.243,20.9,25.4,0.22,3.965,3.134,3.0,120.045,10:43:57.528
236,120.906,22.0,21.6,23.0,0.0,0.211,22.3,24.5,0.234,3.323,3.965,3.0,120.906,10:43:58.648
237,119.928,22.0,22.0,23.0,0.0,0.264,20.9,25.0,0.205,4.078,2.681,3.0,119.928,10:43:59.767
238,120.469,22.0,21.8,23.0,0.0,0.223,20.9,24.8,0.227,4.04,3.361,3.0,120.469,10:44:00.903
239,119.885,23.4,22.0,25.1,0.0,0.248,20.9,24.8,0.222,3.852,3.021,3.0,119.885,10:44:02.022
240,120.482,22.0,22.0,23.1,0.0,0.238,20.9,25.0,0.231,2.794,3.625,3.0,120.482,10:44:03.143
241,119.722,22.0,21.8,23.1,0.0,0.231,22.3,25.0,0.231,4.267,3.323,3.0,119.722,10:44:04.264
242,121.658,22.0,21.8,23.0,0.0,0.264,20.9,25.2,0.201,3.889,3.549,3.0,121.658,10:44:05.387
243,119.862,23.4,22.3,23.0,0.0,0.25,20.9,25.0,0.225,5.06,3.549,3.0,119.862,10:44:06.514
244,120.796,22.0,21.8,25.1,0.0,0.251,20.9,25.0,0.226,3.436,3.625,3.0,120.796,10:44:07.635
245,120.016,21.9,22.3,25.1,0.0,0.286,20.9,25.0,0.22,4.607,2.719,3.0,120.016,10:44:08.774
246,120.497,22.0,22.3,23.0,0.0,0.251,22.3,25.2,0.227,4.116,3.965,3.0,120.497,10:44:09.898
247,119.929,22.0,22.0,23.1,0.0,0.236,22.3,25.0,0.225,4.456,3.059,3.0,119.929,10:44:11.029
248,120.255,22.0,21.8,23.1,0.0,0.242,20.9,25.0,0.226,3.134,3.247,3.0,120.255,10:44:12.151
249,119.767,21.9,21.3,23.1,0.0,0.255,20.9,25.0,0.217,3.852,2.794,3.0,119.767,10:44:13.291
250,120.272,23.4,21.8,23.0,0.0,0.209,20.9,24.3,0.22,2.945,3.398,3.0,120.272,10:44:14.411
251,120.098,22.0,21.8,25.1,0.0,0.247,20.9,25.2,0.227,3.436,3.21,3.0,120.098,10:44:15.535
252,120.508,21.9,21.8,23.1,0.0,0.238,22.4,24.5,0.231,2.983,4.191,3.0,120.508,10:44:16.657
253,119.837,22.0,21.8,23.1,0.0,0.24,20.9,24.5,0.239,3.852,2.719,3.0,119.837,10:44:17.778
254,122.087,23.4,21.6,23.1,0.0,0.248,20.9,24.5,0.229,3.814,3.474,3.0,122.087,10:44:18.887
255,120.777,22.0,22.0,25.1,0.0,0.28,20.9,25.4,0.229,4.569,2.492,3.0,120.777,10:44:20.002
256,120.559,22.0,22.3,25.1,0.0,0.256,22.3,24.8,0.225,3.436,3.965,3.0,120.559,10:44:21.122
257,120.28,22.0,22.0,23.1,0.0,0.237,20.9,25.4,0.206,6.532,2.87,3.0,120.28,10:44:22.242
258,120.757,23.4,22.3,23.1,0.0,0.236,20.9,25.0,0.239,3.738,3.096,3.0,120.757,10:44:23.379
259,120.366,22.0,21.8,23.1,0.0,0.245,20.9,25.0,0.222,4.833,2.908,3.0,120.366,10:44:24.498
260,118.052,22.0,22.3,25.1,0.0,0.26,22.3,25.0,0.217,3.096,4.531,3.0,118.052,10:44:25.617
261,119.852,22.0,21.8,23.1,0.0,0.251,20.9,25.0,0.229,3.587,3.738,3.0,119.852,10:44:26.734
262,119.631,23.4,22.3,23.1,0.0,0.25,20.9,25.2,0.236,3.474,4.003,3.0,119.631,10:44:27.850
263,120.159,23.4,21.8,23.1,0.0,0.231,20.9,25.2,0.248,3.776,3.436,3.0,120.159,10:44:28.981
264,119.783,22.0,21.8,23.1,0.0,0.243,20.9,25.0,0.239,3.361,3.549,3.0,119.783,10:44:30.103
265,119.895,22.0,21.8,25.1,0.0,0.264,22.3,25.0,0.221,3.21,3.096,3.0,119.895,10:44:31.238
266,119.481,21.9,22.0,23.1,0.0,0.237,20.9,25.4,0.244,3.738,3.814,3.0,119.481,10:44:32.360
267,120.055,22.0,22.3,25.2,0.0,0.247,22.3,25.0,0.232,4.305,2.605,3.0,120.055,10:44:33.503
268,117.452,23.4,21.6,23.1,0.0,0.269,20.9,25.0,0.212,3.285,5.06,3.0,117.452,10:44:34.619
269,120.364,23.4,22.3,23.1,0.0,0.261,20.9,25.0,0.221,4.456,3.172,3.0,120.364,10:44:35.760
270,120.2,21.9,21.8,23.1,0.0,0.24,20.9,24.8,0.234,4.078,3.889,3.0,120.2,10:44:36.880
271,120.961,22.0,22.7,25.2,0.0,0.242,22.3,25.0,0.248,4.531,2.568,3.0,120.961,10:44:37.997
272,119.878,21.9,22.9,25.2,0.0,0.255,22.4,25.0,0.225,2.983,3.889,3.0,119.878,10:44:39.122
273,120.065,23.4,22.3,23.1,0.0,0.242,20.9,25.4,0.229,3.814,2.832,3.0,120.065,10:44:40.237
274,119.882,22.0,21.6,23.1,0.0,0.266,20.9,25.0,0.226,3.889,2.87,3.0,119.882,10:44:41.358
275,119.88,21.9,22.9,23.1,0.0,0.264,22.3,25.4,0.206,3.776,3.096,3.0,119.88,10:44:42.481
276,119.818,21.9,22.5,25.2,0.0,0.255,20.9,25.2,0.248,4.267,3.7,3.0,119.818,10:44:43.598
277,120.133,23.4,22.3,23.1,0.0,0.223,20.9,24.8,0.232,3.776,3.096,3.0,120.133,10:44:44.716
278,119.577,21.9,22.5,23.1,0.0,0.256,20.9,25.4,0.227,4.493,3.474,3.0,119.577,10:44:45.834
279,119.685,21.9,21.8,23.1,0.0,0.243,20.9,25.0,0.226,3.663,3.7,3.0,119.786,10:44:46.956
280,119.827,21.9,21.8,25.2,0.0,0.237,20.9,25.2,0.225,3.549,3.247,3.0,119.827,10:44:48.078
281,120.625,22.0,22.0,25.2,0.0,0.238,22.3,24.8,0.229,4.04,3.474,3.0,120.625,10:44:49.231
282,119.262,22.0,21.8,25.2,0.0,0.247,20.9,24.8,0.24,4.342,4.003,3.0,119.262,10:44:50.345
283,119.752,23.4,22.3,23.1,0.0,0.243,20.9,25.4,0.238,3.474,3.587,3.0,119.752,10:44:51.465
284,119.918,22.0,22.3,23.1,0.0,0.254,22.3,25.4,0.201,3.398,3.776,3.0,119.918,10:44:52.588
285,119.857,22.0,21.6,23.1,0.0,0.25,22.3,25.4,0.232,3.814,3.965,3.0,119.857,10:44:53.710
286,119.528,21.9,22.3,25.2,0.0,0.25,20.9,25.0,0.232,4.984,3.7,3.0,119.528,10:44:54.836
287,119.972,23.4,22.7,25.2,0.0,0.245,20.9,25.2,0.222,4.267,3.398,3.0,119.972,10:44:55.959
288,119.716,22.0,22.3,23.1,0.0,0.251,20.9,25.0,0.22,3.7,2.832,3.0,119.716,10:44:57.076
289,119.899,21.9,22.7,23.1,0.0,0.243,22.3,25.0,0.225,3.021,2.945,3.0,119.899,10:44:58.198
290,119.568,22.0,22.3,23.1,0.0,0.237,20.9,25.0,0.234,3.776,3.436,3.0,119.568,10:44:59.317
291,120.146,21.9,21.8,23.1,0.0,0.264,20.9,25.2,0.193,3.776,3.549,3.0,120.146,10:45:00.452
292,119.697,23.4,21.8,23.1,0.0,0.269,20.9,25.0,0.217,3.965,2.681,3.0,119.697,10:45:01.568
293,119.758,23.4,22.3,23.1,0.0,0.255,20.9,25.4,0.236,3.625,3.285,3.0,119.758,10:45:02.701
294,119.884,21.9,22.9,23.1,0.0,0.243,22.3,25.4,0.234,4.229,2.492,3.0,119.884,10:45:03.821
295,119.814,21.9,22.3,23.1,0.0,0.248,22.3,25.0,0.222,3.814,3.474,3.0,119.814,10:45:04.961
296,119.711,21.9,22.5,23.1,0.0,0.228,22.3,25.2,0.222,3.663,3.587,3.0,119.711,10:45:06.082
297,120.161,21.9,22.7,25.2,0.0,0.265,20.9,25.7,0.221,3.247,2.794,3.0,120.161,10:45:07.202
298,119.737,21.9,22.3,23.1,0.0,0.211,20.9,25.0,0.239,3.814,3.474,3.0,119.737,10:45:08.320
299,120.101,21.9,22.5,23.1,0.0,0.242,22.3,25.4,0.221,3.474,2.87,3.0,120.101,10:45:09.437
300,119.894,21.9,22.3,23.1,0.0,0.256,22.3,25.2,0.245,3.587,3.398,3.0,119.894,10:45:10.572
301,119.965,21.9,22.3,23.1,0.0,0.289,20.9,24.8,0.212,3.247,3.927,3.0,119.965,10:45:11.691
302,119.908,22.0,22.7,23.1,0.0,0.227,20.9,25.2,0.225,3.776,3.927,3.0,119.781,10:45:12.832
303,119.952,21.9,22.7,23.1,0.0,0.276,20.9,25.4,0.211,3.398,3.172,3.0,119.952,10:45:13.966
304,120.109,22.0,22.0,23.2,0.0,0.248,22.3,25.2,0.238,3.889,3.059,3.0,120.109,10:45:15.116
305,119.837,21.9,22.3,23.2,0.0,0.233,20.9,25.0,0.226,3.7,2.832,3.0,119.837,10:45:16.252
306,121.169,23.4,22.9,25.2,0.0,0.259,20.9,25.4,0.229,3.587,3.512,3.0,121.169,10:45:17.369
307,120.313,23.4,22.9,25.2,0.0,0.264,20.9,25.2,0.221,4.758,3.172,3.0,120.313,10:45:18.505
308,120.367,23.4,22.3,25.2,0.0,0.26,20.9,25.0,0.221,2.832,3.625,3.0,120.367,10:45:19.657
309,120.03,21.9,22.0,23.2,0.0,0.238,20.9,25.4,0.217,4.003,3.096,3.0,120.03,10:45:20.776
310,120.225,21.9,22.5,23.2,0.0,0.25,20.9,25.4,0.217,3.096,3.625,3.0,120.225,10:45:21.919
311,120.069,21.9,22.5,23.2,0.0,0.269,22.3,25.2,0.248,3.21,3.096,3.0,120.069,10:45:23.033
312,120.125,21.9,22.3,23.2,0.0,0.242,22.3,25.4,0.231,3.398,2.87,3.0,120.125,10:45:24.190
313,119.654,21.9,22.7,23.2,0.0,0.24,20.9,25.2,0.239,3.587,3.134,3.0,119.654,10:45:25.309
314,120.039,21.9,22.5,23.2,0.0,0.238,20.9,25.2,0.217,3.927,2.794,3.0,120.039,10:45:26.432
315,119.569,23.4,22.5,25.2,0.0,0.25,20.9,25.2,0.243,3.852,3.323,3.0,119.569,10:45:27.555
316,120.091,21.9,21.8,25.2,0.0,0.25,20.9,25.4,0.212,3.059,3.323,3.0,120.091,10:45:28.689
317,119.568,21.9,22.7,23.2,0.0,0.243,22.3,25.4,0.216,3.663,3.134,3.0,119.568,10:45:29.807
318,120.006,22.0,22.9,23.2,0.0,0.237,22.3,25.2,0.236,3.398,3.7,3.0,120.006,10:45:30.942
319,120.241,21.9,22.9,23.2,0.0,0.233,20.9,25.4,0.265,3.7,2.681,3.0,120.241,10:45:32.062
320,119.999,21.9,21.8,23.2,0.0,0.245,20.9,25.2,0.239,3.549,3.285,3.0,119.999,10:45:33.201
321,119.841,23.4,22.5,23.2,0.0,0.223,20.9,25.7,0.238,4.078,3.172,3.0,119.841,10:45:34.327
322,119.85,21.9,22.7,23.2,0.0,0.271,20.9,25.0,0.183,3.814,3.814,3.0,119.85,10:45:35.459
323,119.623,21.9,22.5,25.3,0.0,0.254,20.9,25.7,0.222,3.852,3.927,3.0,119.623,10:45:36.583
324,119.783,21.9,21.8,25.3,0.0,0.243,20.9,25.4,0.225,4.418,3.738,3.0,119.783,10:45:37.724
325,119.759,22.0,22.9,23.2,0.0,0.247,22.3,25.2,0.231,3.7,3.738,3.0,119.759,10:45:38.847
326,119.71,21.9,22.5,23.2,0.0,0.243,20.9,25.4,0.244,3.663,3.436,3.0,119.71,10:45:39.964
327,119.769,23.4,22.3,23.2,0.0,0.242,20.9,25.7,0.21,3.398,3.625,3.0,119.769,10:45:41.085
328,119.622,21.9,22.9,23.2,0.0,0.261,20.9,25.4,0.229,3.323,3.285,3.0,119.622,10:45:42.215
329,119.902,21.9,22.3,25.3,0.0,0.231,22.3,25.4,0.208,3.927,4.04,3.0,119.902,10:45:43.336
330,119.998,21.9,22.3,23.2,0.0,0.236,22.3,25.4,0.238,3.625,4.116,3.0,119.998,10:45:44.454
331,119.824,21.9,22.3,23.2,0.0,0.28,20.9,25.4,0.22,3.738,2.832,3.0,119.824,10:45:45.576
332,119.925,21.9,22.0,23.2,0.0,0.228,20.9,25.2,0.217,3.134,3.21,3.0,119.925,10:45:46.695
333,119.993,21.9,22.3,25.3,0.0,0.245,22.3,25.4,0.236,3.927,2.794,3.0,119.993,10:45:47.813
334,120.173,21.9,23.2,23.2,0.0,0.233,20.9,25.2,0.22,3.323,2.681,3.0,120.173,10:45:48.931
335,120.065,23.4,23.4,23.2,0.0,0.255,20.9,25.7,0.221,3.927,3.247,3.0,120.065,10:45:50.046
336,120.206,23.4,22.3,23.2,0.0,0.245,20.9,25.2,0.215,2.908,3.285,3.0,120.206,10:45:51.189
337,119.688,21.9,22.3,23.2,0.0,0.238,20.9,25.9,0.232,4.003,2.983,3.0,119.688,10:45:52.304
338,120.108,21.9,21.8,25.3,0.0,0.222,22.3,25.4,0.216,3.738,3.021,3.0,120.108,10:45:53.421
339,119.987,21.9,22.5,25.3,0.0,0.24,22.3,25.7,0.229,3.663,2.983,3.0,119.987,10:45:54.579
340,119.873,21.9,22.3,25.3,0.0,0.273,22.3,25.9,0.208,3.285,3.398,3.0,119.873,10:45:55.718
341,119.841,21.9,22.7,25.3,0.0,0.238,22.3,25.7,0.239,3.889,3.738,3.0,119.591,10:45:56.842
342,119.978,23.4,22.3,23.2,0.0,0.233,20.9,25.4,0.21,3.776,3.096,3.0,119.978,10:45:57.959
343,119.766,23.4,22.9,23.2,0.0,0.265,20.9,25.4,0.215,3.625,4.116,3.0,119.766,10:45:59.093
344,119.981,23.4,21.8,23.2,0.0,0.232,20.9,25.9,0.217,3.361,2.983,3.0,119.981,10:46:00.230
345,118.904,21.9,22.7,23.2,0.0,0.232,20.9,25.4,0.236,3.587,4.418,3.0,118.904,10:46:01.357
346,120.23,21.9,22.7,23.2,0.0,0.254,20.9,25.4,0.212,4.871,2.719,3.0,120.23,10:46:02.494
347,118.435,21.9,22.9,23.2,0.0,0.245,20.9,25.2,0.201,3.21,5.211,3.0,118.435,10:46:03.629
348,119.958,21.9,22.9,23.2,0.0,0.242,20.9,25.4,0.238,5.06,3.134,3.0,119.958,10:46:04.770
349,121.808,21.9,22.9,23.3,0.0,0.243,22.3,25.7,0.231,3.663,3.927,3.0,121.808,10:46:05.892
350,119.788,21.9,22.9,25.3,0.0,0.228,22.3,25.4,0.227,4.531,3.625,3.0,119.788,10:46:07.025
351,120.754,23.4,23.2,23.3,0.0,0.243,20.9,25.4,0.236,3.361,3.965,3.0,120.754,10:46:08.139
352,120.153,21.9,23.4,23.2,0.0,0.238,20.9,25.9,0.216,4.191,3.965,3.0,120.153,10:46:09.260
353,120.652,21.9,22.5,23.2,0.0,0.245,22.3,25.7,0.221,4.078,3.776,3.0,120.652,10:46:10.376
354,120.448,21.9,22.0,25.3,0.0,0.242,20.9,25.4,0.226,4.72,2.908,3.0,120.448,10:46:11.495
355,120.779,21.9,22.9,25.3,0.0,0.248,20.8,25.9,0.231,3.474,3.021,3.0,120.779,10:46:12.633
356,120.031,23.4,22.7,23.3,0.0,0.216,20.8,25.4,0.229,4.229,3.021,3.0,120.031,10:46:13.756
357,120.245,23.4,22.9,23.2,0.0,0.247,20.8,25.4,0.231,4.418,3.474,3.0,120.245,10:46:14.882
358,120.911,21.9,23.2,23.3,0.0,0.256,20.9,25.7,0.217,4.38,2.643,3.0,120.911,10:46:16.005
359,119.982,22.0,22.3,23.3,0.0,0.251,22.3,25.9,0.208,3.247,3.474,3.0,119.982,10:46:17.139
360,120.073,21.9,22.9,23.3,0.0,0.24,22.3,25.7,0.212,4.984,3.172,3.0,120.073,10:46:18.256
361,121.606,21.9,23.2,25.3,0.0,0.236,20.8,25.9,0.22,3.738,3.927,3.0,121.606,10:46:19.392
362,120.088,23.4,22.3,25.3,0.0,0.251,20.8,25.4,0.225,4.569,3.436,3.0,120.088,10:46:20.517
363,120.381,23.4,22.9,25.3,0.0,0.237,20.8,25.4,0.221,2.832,4.003,3.0,120.381,10:46:21.654
364,119.909,23.4,22.9,25.3,0.0,0.236,20.8,25.9,0.231,3.587,3.21,3.0,119.909,10:46:22.779
365,120.248,21.9,23.2,23.3,0.0,0.24,20.9,26.3,0.222,3.285,3.398,3.0,120.248,10:46:23.914
366,119.901,21.9,23.4,23.3,0.0,0.254,20.8,25.7,0.217,3.361,2.832,3.0,119.901,10:46:25.051
367,120.046,21.9,22.3,23.3,0.0,0.236,22.3,25.4,0.226,2.945,3.549,3.0,120.046,10:46:26.186
368,119.725,21.9,22.5,23.3,0.0,0.243,22.3,26.3,0.221,4.607,3.285,3.0,119.725,10:46:27.319
369,120.066,23.4,23.2,25.3,0.0,0.233,20.8,25.9,0.22,3.436,2.908,3.0,120.066,10:46:28.439
370,120.024,23.4,22.5,25.4,0.0,0.261,20.8,25.9,0.22,3.625,3.096,3.0,120.024,10:46:29.557
371,120.309,21.9,22.9,23.3,0.0,0.245,20.8,25.7,0.232,3.134,2.908,3.0,120.309,10:46:30.680
372,119.686,21.9,22.9,23.3,0.0,0.232,20.8,25.9,0.227,3.965,3.474,3.0,119.686,10:46:31.812
373,119.933,21.9,22.9,23.3,0.0,0.242,22.3,25.9,0.239,3.512,3.21,3.0,119.933,10:46:32.934
374,119.856,21.9,23.2,23.3,0.0,0.242,20.8,25.9,0.227,3.7,2.643,3.0,119.856,10:46:34.053
375,119.829,23.4,22.7,25.4,0.0,0.248,20.8,25.9,0.231,3.323,3.247,3.0,119.829,10:46:35.175
376,119.88,21.9,23.6,23.3,0.0,0.24,20.8,26.1,0.203,3.436,2.983,3.0,119.88,10:46:36.292
377,120.373,21.9,22.9,23.3,0.0,0.255,22.3,25.4,0.238,4.116,3.247,3.0,120.373,10:46:37.415
378,119.919,21.9,22.9,23.3,0.0,0.275,20.8,26.1,0.227,3.814,2.908,3.0,119.919,10:46:38.539
379,120.467,21.9,23.2,23.3,0.0,0.247,20.8,26.1,0.236,2.945,2.832,3.0,120.467,10:46:39.673
380,119.83,21.9,22.5,23.3,0.0,0.245,20.8,25.9,0.231,3.587,2.303,3.0,119.83,10:46:40.812
381,120.01,21.9,22.7,23.3,0.0,0.243,20.8,25.4,0.208,3.965,3.512,3.0,120.01,10:46:41.943
382,119.766,21.9,22.9,25.4,0.0,0.256,20.8,26.1,0.212,3.852,2.681,3.0,119.766,10:46:43.062
383,120.784,21.9,22.9,23.3,0.0,0.254,22.3,25.9,0.225,3.512,2.983,3.0,120.784,10:46:44.181
384,119.969,21.9,23.4,23.3,0.0,0.248,20.8,25.9,0.225,3.927,2.832,3.0,119.969,10:46:45.296
385,119.846,23.4,22.5,25.4,0.0,0.251,20.8,25.7,0.245,3.474,3.436,3.0,119.846,10:46:46.416
386,119.969,21.9,22.7,25.4,0.0,0.254,20.8,25.9,0.222,3.587,2.605,3.0,119.969,10:46:47.533
387,120.306,21.9,22.5,23.3,0.0,0.25,22.3,26.3,0.21,2.945,3.625,3.0,120.306,10:46:48.666
388,119.842,21.9,22.9,23.3,0.0,0.248,20.8,26.1,0.22,4.154,3.436,3.0,119.842,10:46:49.780
389,120.704,21.9,23.4,23.3,0.0,0.265,20.8,26.1,0.229,3.285,3.398,3.0,120.704,10:46:50.914
390,120.097,23.4,22.9,23.3,0.0,0.261,20.8,25.9,0.217,3.285,2.832,3.0,120.097,10:46:52.035
391,121.262,21.9,22.9,25.4,0.0,0.236,20.8,26.1,0.234,3.096,3.361,3.0,121.262,10:46:53.159
392,119.839,21.9,23.2,25.4,0.0,0.243,22.3,26.1,0.22,3.059,2.794,3.0,119.839,10:46:54.286
393,120.348,21.9,23.4,23.3,0.0,0.245,22.2,25.9,0.227,3.323,3.361,3.0,120.348,10:46:55.421
394,119.73,21.9,22.9,25.4,0.0,0.254,22.2,25.9,0.222,3.663,2.681,3.0,119.77,10:46:56.563
395,120.17,21.9,22.9,23.3,0.0,0.286,22.3,25.9,0.221,3.323,3.436,3.0,120.17,10:46:57.699
396,119.821,21.9,22.5,23.3,0.0,0.243,22.2,25.9,0.206,3.889,3.738,3.0,119.821,10:46:58.818
397,119.867,21.9,23.4,23.3,0.0,0.25,20.8,26.1,0.225,3.889,4.267,3.0,119.867,10:46:59.953
398,119.743,21.9,23.2,23.3,0.0,0.251,20.8,26.3,0.231,3.776,2.945,3.0,119.743,10:47:01.074
399,120.096,21.9,22.9,25.4,0.0,0.271,22.2,25.9,0.193,3.361,3.323,3.0,120.096,10:47:02.196
400,119.66,21.9,22.9,23.3,0.0,0.25,22.2,26.3,0.227,4.078,2.605,3.0,119.66,10:47:03.320
401,119.948,21.9,23.4,23.3,0.0,0.243,22.2,25.9,0.216,3.776,3.398,3.0,119.948,10:47:04.454
402,119.912,21.9,22.7,23.3,0.0,0.214,20.8,26.3,0.238,3.512,2.794,3.0,119.912,10:47:05.575
403,120.038,23.4,23.8,23.3,0.0,0.254,20.8,26.1,0.227,3.436,4.154,3.0,120.038,10:47:06.692
404,119.77,21.9,22.3,25.4,0.0,0.248,22.2,26.1,0.203,3.965,2.945,3.0,119.77,10:47:07.816
405,119.676,21.9,22.9,23.3,0.0,0.248,20.8,25.9,0.212,3.512,3.323,3.0,119.676,10:47:08.974
406,119.571,21.9,23.2,25.4,0.0,0.226,22.2,26.3,0.234,3.587,4.04,3.0,119.571,10:47:10.096
407,120.048,21.9,23.4,25.4,0.0,0.248,22.2,26.1,0.203,3.285,2.945,3.0,120.048,10:47:11.231
408,118.98,21.9,22.7,23.3,0.0,0.233,20.8,25.9,0.236,3.549,4.04,3.0,118.98,10:47:12.359
409,119.702,23.4,23.2,23.3,0.0,0.242,20.8,26.1,0.221,3.663,3.285,3.0,119.702,10:47:13.476
410,119.559,23.4,22.5,23.3,0.0,0.247,20.8,26.3,0.229,3.361,3.323,3.0,119.559,10:47:14.615
411,119.933,21.9,22.9,23.3,0.0,0.243,20.8,26.1,0.221,4.38,3.021,3.0,119.933,10:47:15.735
412,118.459,21.9,22.5,25.4,0.0,0.24,22.2,26.6,0.217,3.814,5.022,3.0,118.459,10:47:16.854
413,119.763,21.9,23.4,25.4,0.0,0.261,22.2,25.9,0.203,5.06,3.021,3.0,119.763,10:47:17.986
414,119.357,21.9,23.8,23.3,0.0,0.25,20.8,25.7,0.236,3.021,3.7,3.0,119.357,10:47:19.109
415,120.05,21.9,22.7,25.4,0.0,0.264,20.8,26.3,0.206,3.965,2.605,3.0,120.05,10:47:20.256
416,120.767,23.4,23.4,23.3,0.0,0.26,20.8,26.1,0.205,4.04,3.889,3.0,120.767,10:47:21.377
417,120.124,23.4,22.7,23.3,0.0,0.256,20.8,25.9,0.226,3.663,3.172,3.0,120.124,10:47:22.514
418,120.892,23.4,23.6,23.4,0.0,0.259,20.8,26.6,0.231,3.323,3.814,3.0,120.892,10:47:23.652
419,119.822,23.4,23.4,23.3,0.0,0.238,20.8,25.9,0.229,3.889,2.945,3.0,119.822,10:47:24.785
420,120.558,21.9,23.4,23.4,0.0,0.243,20.8,26.6,0.222,3.814,3.21,3.0,120.558,10:47:25.917
421,119.951,21.9,22.9,23.4,0.0,0.254,22.2,26.3,0.216,3.21,2.794,3.0,119.951,10:47:27.037
422,120.006,21.9,23.2,23.4,0.0,0.26,20.8,25.9,0.205,3.965,2.681,3.0,120.006,10:47:28.192
423,119.575,21.9,22.9,23.4,0.0,0.251,22.2,26.6,0.211,4.418,2.983,3.0,119.575,10:47:29.319
424,119.846,21.9,23.8,23.4,0.0,0.237,22.2,26.1,0.226,3.738,3.285,3.0,119.846,10:47:30.452
425,119.729,21.9,23.4,25.4,0.0,0.254,20.8,26.3,0.225,3.889,2.643,3.0,119.729,10:47:31.571
426,119.74,21.9,23.4,25.4,0.0,0.27,20.8,26.3,0.227,3.285,2.945,3.0,119.74,10:47:32.719
427,119.986,23.4,23.4,23.4,0.0,0.232,20.8,26.3,0.215,4.078,4.342,3.0,119.986,10:47:33.838
428,119.786,21.9,23.2,23.4,0.0,0.238,20.8,26.6,0.229,3.889,3.474,3.0,119.786,10:47:34.956
429,119.679,21.9,22.9,23.4,0.0,0.231,22.2,25.9,0.234,3.927,2.681,3.0,119.679,10:47:36.077
430,120.102,21.9,23.2,25.4,0.0,0.254,20.8,26.3,0.222,3.285,3.172,3.0,120.102,10:47:37.196
431,119.62,23.4,22.9,23.4,0.0,0.24,20.8,26.1,0.211,3.738,2.266,3.0,119.62,10:47:38.314
432,119.856,23.4,22.5,25.4,0.0,0.232,20.8,26.6,0.222,3.625,3.776,3.0,119.856,10:47:39.464
433,119.842,23.4,23.4,23.4,0.0,0.25,20.8,26.6,0.232,3.323,3.21,3.0,119.842,10:47:40.598
434,120.008,21.9,23.2,23.4,0.0,0.265,20.8,26.3,0.212,3.247,3.096,3.0,120.008,10:47:41.720
435,121.515,23.4,23.4,25.4,0.0,0.26,20.8,26.6,0.21,3.323,3.21,3.0,121.515,10:47:42.882
436,120.117,23.4,23.8,23.4,0.0,0.243,20.8,26.3,0.236,4.758,3.059,3.0,120.117,10:47:43.999
437,120.554,21.9,22.9,23.4,0.0,0.251,22.2,26.1,0.206,3.285,3.134,3.0,120.554,10:47:45.133
438,119.724,23.4,22.9,25.4,0.0,0.242,20.8,26.1,0.225,3.663,2.945,3.0,119.724,10:47:46.307
439,119.797,21.9,23.4,23.4,0.0,0.242,20.8,26.1,0.231,3.398,3.474,3.0,119.797,10:47:47.472
440,120.074,21.9,23.4,23.4,0.0,0.243,22.2,26.3,0.212,3.549,3.889,3.0,120.074,10:47:48.624
441,120.153,21.9,23.4,23.4,0.0,0.243,20.8,26.6,0.217,4.191,2.341,3.0,120.153,10:47:49.757
442,120.273,21.9,23.2,23.4,0.0,0.243,22.2,26.6,0.217,3.927,3.663,3.0,120.273,10:47:50.904
443,119.938,21.9,23.4,23.4,0.0,0.245,20.8,26.1,0.212,3.021,2.983,3.0,119.938,10:47:52.039
444,120.052,21.9,22.9,23.4,0.0,0.26,22.2,26.3,0.216,3.776,3.889,3.0,120.052,10:47:53.192
