Log,ac_flowrate,cp_pressure,mixer_pressure,cp_flowrate,mixer_temperature_Funnel_outlet,cp_temperature_fresh,mixer_speed_M2,mixer_torque_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,cp_temperature,mixer_speed_M1,Time
1725,110.0,0.651,0.283,3.0,23.0,23.2,119.08,4.758,37.8,33.6,4.116,20.8,119.08,12:37:51.187
1726,110.0,0.66,0.314,3.0,23.1,23.2,119.808,4.116,37.8,33.2,3.172,20.8,119.808,12:37:52.400
1727,110.0,0.636,0.313,3.0,23.0,23.2,119.962,4.078,37.8,34.3,2.643,20.8,119.962,12:37:53.627
1728,110.0,0.615,0.276,3.0,23.0,23.2,120.252,3.625,38.2,33.4,2.87,20.8,120.252,12:37:54.866
1729,110.0,0.696,0.276,3.0,23.0,21.7,119.987,4.493,38.4,33.8,2.983,20.8,119.987,12:37:56.105
1730,110.0,0.681,0.275,3.0,25.1,21.7,120.175,4.154,38.0,33.0,3.398,22.2,120.175,12:37:57.350
1731,110.0,0.648,0.275,3.0,25.1,21.7,120.45,3.776,37.8,34.1,3.172,22.2,120.45,12:37:58.595
1732,110.0,0.682,0.308,3.0,25.1,21.7,120.316,5.362,38.2,33.8,3.361,22.2,120.316,12:37:59.829
1733,110.0,0.613,0.266,3.0,23.1,21.7,120.459,4.116,38.0,34.1,3.549,22.2,120.459,12:38:01.060
1734,110.0,0.679,0.295,3.0,25.1,21.7,120.438,3.927,38.4,34.1,3.398,22.2,120.438,12:38:02.285
1735,110.0,0.664,0.28,3.0,23.0,21.7,120.698,3.625,37.8,33.6,3.285,22.2,120.698,12:38:03.516
1736,110.0,0.638,0.276,3.0,23.0,21.7,120.653,4.305,38.2,33.6,3.889,22.2,120.653,12:38:04.744
1737,110.0,0.651,0.284,3.0,23.0,21.7,120.397,2.983,37.8,33.8,3.814,20.8,120.397,12:38:05.988
1738,110.0,0.619,0.286,3.0,23.0,21.7,121.857,3.361,37.8,34.3,3.625,20.8,121.857,12:38:07.220
1739,110.0,0.667,0.281,3.0,23.0,21.7,119.877,3.7,37.8,34.5,4.003,20.8,119.877,12:38:08.454
1740,110.0,0.671,0.281,3.0,23.0,23.2,119.862,3.965,37.8,33.2,4.342,20.8,119.862,12:38:09.700
1741,110.0,0.592,0.266,3.0,25.1,21.7,119.635,4.154,38.0,33.0,4.305,20.8,119.635,12:38:10.951
1742,110.0,0.663,0.298,3.0,25.1,21.7,118.724,4.418,38.2,34.1,4.342,20.8,118.724,12:38:12.188
1743,110.0,0.654,0.289,3.0,25.1,21.7,119.812,3.361,37.8,33.6,3.663,22.2,119.812,12:38:13.417
1744,110.0,0.673,0.273,3.0,23.1,21.7,119.348,3.549,38.2,33.8,3.776,22.2,119.348,12:38:14.664
1745,110.0,0.674,0.278,3.0,23.0,21.7,119.918,4.267,38.4,33.4,3.021,22.2,119.918,12:38:15.894
1746,110.0,0.62,0.266,3.0,23.0,21.7,120.053,4.682,37.8,34.1,2.492,22.2,120.053,12:38:17.127
1747,110.0,0.636,0.3,3.0,23.0,21.7,119.963,3.852,38.0,34.3,3.587,22.2,119.963,12:38:18.356
1748,110.0,0.645,0.254,3.0,23.0,21.7,120.17,4.116,38.2,33.6,2.454,20.8,120.17,12:38:19.587
1749,110.0,0.658,0.289,3.0,23.0,21.7,120.471,6.079,38.2,33.4,3.096,20.8,120.471,12:38:20.829
1750,110.0,0.684,0.273,3.0,23.0,21.7,120.198,4.72,38.4,34.1,2.908,20.8,120.198,12:38:22.057
1751,110.0,0.63,0.265,3.0,23.0,21.7,119.989,4.078,38.2,34.1,3.738,20.8,119.989,12:38:23.285
1752,110.0,0.663,0.266,3.0,23.0,23.2,120.027,3.7,38.2,33.8,3.285,20.8,120.027,12:38:24.538
1753,110.0,0.686,0.284,3.0,25.1,21.7,120.006,4.154,38.4,33.8,3.852,20.8,120.006,12:38:25.780
1754,110.0,0.63,0.264,3.0,23.0,21.7,119.86,3.927,38.0,33.4,2.681,20.8,119.86,12:38:27.042
1755,110.0,0.687,0.303,3.0,23.0,21.7,119.818,4.116,38.4,33.2,3.625,20.8,119.818,12:38:28.273
1756,89.0,0.698,0.283,3.0,23.0,21.7,120.284,3.21,37.8,33.6,2.832,20.8,120.284,12:38:29.509
1757,89.0,0.656,0.278,3.0,23.0,23.2,120.712,4.456,38.2,34.1,2.908,20.8,120.712,12:38:30.769
1758,89.0,0.684,0.271,3.0,23.0,23.2,120.545,2.568,38.4,33.6,3.587,20.8,120.545,12:38:31.980
1759,89.0,0.592,0.25,3.0,23.0,21.7,120.24,4.191,37.8,33.6,3.927,20.8,120.24,12:38:33.201
1760,89.0,0.669,0.3,3.0,23.0,21.7,119.772,4.796,38.4,33.8,3.172,20.8,119.772,12:38:34.434
1761,89.0,0.686,0.281,3.0,23.0,23.2,119.438,3.927,38.0,34.3,3.474,20.8,119.438,12:38:35.665
1762,89.0,0.613,0.289,3.0,23.0,23.2,119.618,4.456,38.2,34.1,3.059,20.8,119.618,12:38:36.893
1763,89.0,0.667,0.283,3.0,25.1,21.7,119.672,4.493,38.2,33.4,2.794,20.8,119.672,12:38:38.141
1764,89.0,0.641,0.295,3.0,25.1,21.7,120.147,4.267,38.0,34.1,2.681,20.8,120.016,12:38:39.370
1765,89.0,0.659,0.278,3.0,25.1,23.2,120.272,4.003,38.0,33.6,2.908,20.8,120.272,12:38:40.593
1766,89.0,0.693,0.264,3.0,25.1,21.7,120.33,5.06,38.0,34.5,3.587,20.8,120.33,12:38:41.847
1767,89.0,0.651,0.269,3.0,23.0,21.7,120.031,4.871,37.8,33.2,2.908,20.8,120.031,12:38:43.107
1768,89.0,0.658,0.283,3.0,23.0,23.2,120.014,4.305,38.2,33.2,3.663,20.8,120.014,12:38:44.355
1769,89.0,0.664,0.276,3.0,25.1,23.2,120.034,3.738,38.4,33.8,3.247,20.8,120.034,12:38:45.594
1770,89.0,0.676,0.28,3.0,25.1,21.7,120.041,4.078,38.4,34.3,2.908,20.8,120.041,12:38:46.838
1771,89.0,0.674,0.281,3.0,23.0,21.7,120.394,6.117,38.2,34.3,2.681,20.8,120.394,12:38:48.073
1772,89.0,0.598,0.278,3.0,23.0,21.7,119.951,3.814,38.4,33.6,3.549,20.8,119.951,12:38:49.305
1773,89.0,0.658,0.3,3.0,23.0,21.7,120.067,3.134,38.4,34.3,4.38,22.2,120.067,12:38:50.534
1774,89.0,0.641,0.265,3.0,23.0,21.7,120.176,4.342,37.8,34.3,3.889,22.2,120.508,12:38:51.768
1775,89.0,0.663,0.273,3.0,23.0,21.7,120.325,2.794,38.0,33.8,3.134,22.2,120.325,12:38:53.003
1776,89.0,0.671,0.276,3.0,23.0,21.7,119.818,4.418,38.2,33.6,3.436,22.2,119.818,12:38:54.235
1777,89.0,0.646,0.283,3.0,23.0,21.7,120.428,3.549,38.2,33.6,4.229,22.2,120.428,12:38:55.467
1778,89.0,0.64,0.283,3.0,23.0,23.2,120.234,3.776,38.2,33.8,3.398,20.8,120.234,12:38:56.727
1779,89.0,0.669,0.254,3.0,25.1,21.7,120.592,3.436,38.4,33.6,3.814,20.8,120.592,12:38:57.973
1780,89.0,0.626,0.284,3.0,25.1,21.7,119.945,4.569,37.8,33.6,4.342,20.8,119.945,12:38:59.203
1781,89.0,0.687,0.289,3.0,23.0,21.7,120.193,4.116,38.4,33.6,3.7,22.2,120.193,12:39:00.468
1782,89.0,0.659,0.291,3.0,23.0,21.7,119.363,4.456,38.0,33.6,3.738,22.2,119.363,12:39:01.692
1783,89.0,0.643,0.309,3.0,23.0,21.7,119.676,4.003,38.2,33.6,3.776,20.8,119.676,12:39:02.949
1784,89.0,0.656,0.284,3.0,23.0,23.2,119.309,4.531,37.8,34.1,3.096,20.8,119.309,12:39:04.180
1785,89.0,0.616,0.256,3.0,23.0,23.2,119.743,3.398,38.2,33.8,4.116,20.8,119.743,12:39:05.414
1786,89.0,0.674,0.266,3.0,25.1,23.2,119.595,4.758,38.4,34.1,2.945,20.8,119.595,12:39:06.644
1787,89.0,0.656,0.293,3.0,25.1,23.2,120.114,5.06,38.0,33.8,2.756,20.8,120.114,12:39:07.872
1788,89.0,0.641,0.26,3.0,25.1,23.2,119.99,4.607,38.2,34.1,2.719,20.8,119.99,12:39:09.108
1789,89.0,0.648,0.273,3.0,25.1,21.7,119.967,3.663,38.0,34.7,3.285,20.8,119.967,12:39:10.357
1790,89.0,0.601,0.281,3.0,23.0,21.7,119.743,4.04,38.6,33.6,2.983,22.2,119.743,12:39:11.604
1791,89.0,0.658,0.293,3.0,25.1,23.2,121.339,4.191,38.4,33.6,3.021,20.8,121.339,12:39:12.870
1792,89.0,0.653,0.281,3.0,25.1,23.2,119.508,4.078,38.0,34.1,2.681,20.7,119.508,12:39:14.118
1793,89.0,0.651,0.273,3.0,23.0,21.7,119.786,3.663,38.4,34.1,2.983,20.7,119.786,12:39:15.365
1794,89.0,0.681,0.261,3.0,23.0,21.7,120.078,4.116,38.2,33.4,3.096,20.7,120.078,12:39:16.596
1795,89.0,0.651,0.291,3.0,23.0,21.7,120.241,4.456,38.2,33.8,3.436,22.2,120.241,12:39:17.843
1796,89.0,0.684,0.291,3.0,25.1,23.2,119.904,3.436,38.4,34.1,2.643,20.7,119.904,12:39:19.111
1797,89.0,0.692,0.281,3.0,25.1,23.2,120.424,5.513,38.4,34.3,3.096,20.7,120.424,12:39:20.340
1798,89.0,0.625,0.271,3.0,23.0,21.7,120.214,4.078,38.8,34.1,2.756,20.7,120.214,12:39:21.587
1799,89.0,0.668,0.291,3.0,23.0,21.7,120.285,5.022,38.6,33.8,3.398,22.1,120.285,12:39:22.832
1800,89.0,0.673,0.25,3.0,23.0,21.7,120.32,5.06,38.4,34.1,2.605,22.1,120.32,12:39:24.077
1801,89.0,0.686,0.304,3.0,23.0,21.7,120.394,5.249,38.4,33.2,2.87,20.7,120.394,12:39:25.325
1802,89.0,0.66,0.269,3.0,23.0,21.7,120.049,4.342,38.0,33.6,2.983,22.1,120.049,12:39:26.604
1803,89.0,0.61,0.283,3.0,23.0,21.7,120.205,4.493,38.4,34.3,3.625,22.1,120.205,12:39:27.845
1804,89.0,0.651,0.3,3.0,23.0,21.7,120.348,4.116,38.2,33.8,2.794,20.7,120.348,12:39:29.081
1805,89.0,0.646,0.261,3.0,23.0,21.7,119.845,4.947,38.6,33.8,3.663,20.7,119.845,12:39:30.315
1806,89.0,0.674,0.269,3.0,23.0,21.7,120.911,3.814,38.4,33.6,3.059,20.7,120.911,12:39:31.558
1807,89.0,0.663,0.275,3.0,25.1,21.7,119.937,4.229,38.2,34.1,3.927,20.7,119.937,12:39:32.786
1808,89.0,0.635,0.273,3.0,23.0,21.7,120.847,2.945,38.0,34.1,3.738,22.1,120.847,12:39:33.993
1809,89.0,0.635,0.271,3.0,25.1,23.2,120.704,4.758,38.4,33.6,3.096,20.7,120.704,12:39:35.259
1810,89.0,0.638,0.269,3.0,25.1,21.7,120.226,2.945,38.8,33.6,3.512,20.7,120.226,12:39:36.494
1811,89.0,0.645,0.269,3.0,23.0,21.7,120.34,3.776,38.4,33.8,3.814,20.7,120.34,12:39:37.737
1812,89.0,0.676,0.26,3.0,23.0,21.7,120.356,2.908,38.4,33.6,3.889,22.1,120.356,12:39:38.971
1813,89.0,0.653,0.264,3.0,23.0,21.7,120.138,4.569,38.0,33.8,3.965,22.1,120.138,12:39:40.201
1814,89.0,0.663,0.273,3.0,23.0,21.7,119.639,3.814,38.4,33.6,3.021,22.1,119.639,12:39:41.439
1815,89.0,0.631,0.269,3.0,23.0,21.7,118.761,4.267,38.6,33.6,4.078,20.7,118.761,12:39:42.699
1816,89.0,0.565,0.289,3.0,25.0,23.1,119.871,3.814,38.4,34.1,3.247,20.7,119.543,12:39:43.940
1817,89.0,0.667,0.276,3.0,23.0,21.7,119.253,4.871,38.2,34.1,2.908,20.7,119.253,12:39:45.184
1818,89.0,0.682,0.273,3.0,23.0,21.7,119.791,3.663,38.0,34.1,3.323,22.1,119.791,12:39:46.433
1819,89.0,0.615,0.281,3.0,23.0,21.7,119.699,4.342,38.4,34.1,3.21,22.1,119.699,12:39:47.668
1820,89.0,0.636,0.273,3.0,23.0,21.7,119.754,4.003,38.2,34.7,3.512,22.1,119.754,12:39:48.916
1821,89.0,0.586,0.284,3.0,25.1,21.7,119.631,4.796,38.2,34.1,3.096,20.6,119.631,12:39:50.157
1822,89.0,0.667,0.269,3.0,23.0,23.1,119.719,3.927,38.4,34.1,3.814,20.7,119.719,12:39:51.412
1823,89.0,0.648,0.273,3.0,23.0,21.7,119.618,3.7,38.0,34.1,3.247,20.7,119.618,12:39:52.666
1824,89.0,0.646,0.289,3.0,23.0,21.7,119.85,4.267,38.4,33.6,3.323,20.7,119.85,12:39:53.896
1825,89.0,0.658,0.27,3.0,23.0,21.7,119.977,3.625,38.4,34.1,2.417,20.7,119.977,12:39:55.128
1826,89.0,0.62,0.286,3.0,23.0,21.7,120.235,3.927,38.4,34.1,2.832,22.1,120.235,12:39:56.378
1827,89.0,0.659,0.256,3.0,25.0,21.7,119.771,5.777,38.4,34.1,2.341,20.6,119.771,12:39:57.618
1828,89.0,0.697,0.283,3.0,25.1,21.7,120.44,3.965,38.4,33.8,3.21,20.7,120.44,12:39:58.848
1829,89.0,0.635,0.275,3.0,23.0,23.1,119.816,3.663,38.2,33.6,3.021,20.6,119.816,12:40:00.104
1830,89.0,0.646,0.276,3.0,23.0,23.1,120.399,4.38,38.2,33.8,3.549,20.6,120.399,12:40:01.332
1831,89.0,0.674,0.278,3.0,23.0,23.2,120.459,4.644,38.0,34.7,2.908,20.6,120.459,12:40:02.560
1832,89.0,0.651,0.275,3.0,23.0,21.7,119.73,4.003,38.0,34.7,3.21,20.6,119.73,12:40:03.807
1833,89.0,0.679,0.278,3.0,23.0,21.7,119.939,3.852,38.6,34.5,3.323,20.6,119.939,12:40:05.037
1834,89.0,0.608,0.276,3.0,23.0,21.7,120.524,4.947,38.2,33.4,3.096,20.6,120.524,12:40:06.262
1835,89.0,0.648,0.26,3.0,25.1,21.7,120.061,3.512,38.0,33.8,4.267,22.1,120.061,12:40:07.526
1836,89.0,0.631,0.283,3.0,25.0,21.7,120.283,4.191,38.4,33.8,3.059,20.6,120.283,12:40:08.769
1837,89.0,0.62,0.271,3.0,25.0,21.7,120.703,3.021,38.6,33.6,2.908,20.6,120.703,12:40:09.993
1838,89.0,0.645,0.273,3.0,23.0,21.7,120.359,3.512,38.2,34.1,3.285,20.6,120.359,12:40:11.232
1839,89.0,0.648,0.284,3.0,23.0,23.2,120.551,2.719,38.4,33.6,3.663,20.6,120.551,12:40:12.485
1840,89.0,0.638,0.28,3.0,23.0,21.7,120.159,3.436,38.2,34.3,3.096,20.6,120.159,12:40:13.734
1841,89.0,0.634,0.276,3.0,25.0,21.7,120.5,3.21,38.4,33.6,3.512,22.1,120.5,12:40:14.985
1842,89.0,0.579,0.273,3.0,23.0,21.7,120.183,4.04,38.6,33.6,3.512,20.6,120.183,12:40:16.233
1843,89.0,0.693,0.25,3.0,23.0,23.2,120.311,2.681,38.4,33.4,3.587,20.6,120.311,12:40:17.480
1844,89.0,0.631,0.278,3.0,23.0,21.7,120.689,4.342,38.2,34.1,4.38,20.6,120.689,12:40:18.725
1845,89.0,0.631,0.266,3.0,23.0,21.7,120.245,2.87,38.4,34.3,4.154,22.1,120.245,12:40:19.973
1846,89.0,0.645,0.273,3.0,25.0,21.7,121.669,4.078,38.6,34.5,3.172,22.0,121.669,12:40:21.212
1847,89.0,0.536,0.303,3.0,25.0,21.7,119.423,3.776,38.6,34.1,3.7,22.0,119.423,12:40:22.444
1848,89.0,0.648,0.293,3.0,22.9,21.7,119.451,3.134,38.4,34.1,3.512,20.6,119.451,12:40:23.728
1849,89.0,0.646,0.293,3.0,23.0,21.7,120.582,3.625,38.2,34.1,3.927,20.6,120.582,12:40:24.960
1850,89.0,0.649,0.269,3.0,22.9,21.7,120.105,4.493,38.6,33.6,3.587,22.0,120.105,12:40:26.205
1851,89.0,0.653,0.26,3.0,22.9,23.1,120.792,2.794,38.4,33.6,3.436,20.6,120.792,12:40:27.485
1852,89.0,0.581,0.289,3.0,23.0,23.1,120.942,3.663,38.6,33.2,4.644,20.6,120.942,12:40:28.724
1853,89.0,0.674,0.276,3.0,22.9,21.7,119.539,3.134,38.6,34.1,4.154,20.6,119.539,12:40:29.974
1854,89.0,0.668,0.254,3.0,22.9,21.7,119.972,4.607,38.8,34.3,3.625,20.6,119.972,12:40:31.205
1855,89.0,0.612,0.295,3.0,25.0,21.7,120.271,3.738,38.4,34.1,3.625,22.0,120.271,12:40:32.455
1856,89.0,0.626,0.284,3.0,25.0,21.7,118.99,4.682,38.0,34.3,3.625,22.0,118.99,12:40:33.684
1857,89.0,0.631,0.284,3.0,22.9,21.7,119.083,3.549,38.4,33.6,3.549,20.6,119.083,12:40:34.936
1858,89.0,0.66,0.266,3.0,22.9,21.7,119.56,4.229,38.4,33.6,3.323,20.6,119.56,12:40:36.160
1859,89.0,0.687,0.293,3.0,22.9,21.6,119.884,4.418,38.4,34.1,3.512,20.6,119.884,12:40:37.396
1860,89.0,0.643,0.276,3.0,23.0,23.1,119.567,4.305,38.4,34.3,2.681,20.6,119.567,12:40:38.643
1861,89.0,0.651,0.295,3.0,25.0,21.6,119.747,3.738,38.4,34.1,3.096,22.0,119.747,12:40:39.902
1862,89.0,0.654,0.275,3.0,22.9,21.6,119.755,4.154,38.4,34.3,2.643,22.0,119.755,12:40:41.149
1863,89.0,0.664,0.283,3.0,22.9,23.1,119.769,4.607,38.4,34.1,3.398,20.6,119.769,12:40:42.406
1864,89.0,0.651,0.275,3.0,22.9,21.6,119.728,4.909,38.4,34.5,2.719,20.6,119.728,12:40:43.652
1865,89.0,0.602,0.28,3.0,25.0,21.6,119.854,4.267,38.8,33.6,3.096,20.6,119.854,12:40:44.888
1866,89.0,0.624,0.283,3.0,25.0,21.6,119.655,4.003,38.4,34.3,2.454,22.1,119.655,12:40:46.134
1867,89.0,0.635,0.275,3.0,22.9,21.6,120.089,4.531,38.4,34.1,3.285,20.6,120.089,12:40:47.384
1868,89.0,0.629,0.313,3.0,22.9,23.0,119.824,4.682,38.4,33.6,2.454,20.6,119.824,12:40:48.635
1869,89.0,0.649,0.303,3.0,22.9,23.0,119.93,3.474,38.6,33.8,2.794,20.6,119.93,12:40:49.867
1870,89.0,0.613,0.284,3.0,22.9,21.6,119.61,4.305,38.4,34.1,2.643,20.6,119.61,12:40:51.111
1871,89.0,0.658,0.299,3.0,22.9,23.0,120.175,4.418,38.4,34.3,3.247,20.6,120.175,12:40:52.336
1872,89.0,0.648,0.28,3.0,22.9,23.0,120.815,4.72,38.4,34.1,2.794,20.6,120.815,12:40:53.568
1873,89.0,0.546,0.245,3.0,22.9,23.0,119.758,3.738,38.4,33.6,3.323,20.6,119.758,12:40:54.800
1874,89.0,0.667,0.281,3.0,22.9,21.5,120.427,5.702,39.0,33.4,2.643,20.6,120.427,12:40:56.077
1875,89.0,0.636,0.305,3.0,22.9,23.0,120.298,4.72,38.6,34.3,2.832,20.6,120.298,12:40:57.328
1876,89.0,0.629,0.271,3.0,25.0,21.5,120.102,5.475,38.4,34.5,2.756,20.6,120.102,12:40:58.575
1877,89.0,0.63,0.283,3.0,22.9,21.5,120.333,4.342,38.4,34.5,3.059,22.0,120.333,12:40:59.830
1878,89.0,0.574,0.284,3.0,22.9,21.5,120.81,4.116,38.2,34.1,2.945,20.6,120.81,12:41:01.081
1879,89.0,0.631,0.294,3.0,22.9,22.9,121.31,4.078,39.0,33.8,3.247,20.6,121.31,12:41:02.336
1880,89.0,0.656,0.26,3.0,25.0,21.4,120.459,5.06,39.0,34.7,2.719,20.6,120.459,12:41:03.583
1881,89.0,0.577,0.271,3.0,25.0,21.4,119.872,4.531,38.4,33.6,3.361,22.0,119.872,12:41:04.828
1882,89.0,0.66,0.261,3.0,22.9,21.4,120.066,4.04,38.4,33.8,3.134,20.6,120.066,12:41:06.098
1883,89.0,0.576,0.278,3.0,22.9,22.9,120.204,4.644,38.6,34.1,3.625,20.6,120.204,12:41:07.336
1884,89.0,0.654,0.286,3.0,25.0,21.4,120.437,4.267,38.4,34.3,2.643,20.6,120.437,12:41:08.580
1885,89.0,0.643,0.286,3.0,22.9,21.4,120.106,4.607,38.4,33.8,3.7,22.0,120.106,12:41:09.840
1886,89.0,0.564,0.284,3.0,22.9,21.4,119.748,5.022,38.4,34.7,3.21,20.6,119.748,12:41:11.079
1887,89.0,0.629,0.266,3.0,22.9,21.3,120.071,4.116,38.4,33.8,2.983,20.6,120.004,12:41:12.309
1888,89.0,0.56,0.264,3.0,22.9,21.3,120.044,3.285,38.6,34.1,3.021,22.1,120.044,12:41:13.539
1889,89.0,0.66,0.281,3.0,22.9,21.3,119.685,3.625,38.6,34.1,3.738,20.6,119.685,12:41:14.783
1890,89.0,0.659,0.259,3.0,25.0,21.3,119.998,2.983,38.4,33.8,4.078,20.6,119.998,12:41:16.035
1891,89.0,0.507,0.251,3.0,25.0,21.3,119.926,3.889,38.6,33.8,4.078,20.6,119.926,12:41:17.278
1892,89.0,0.635,0.256,3.0,22.9,21.2,120.056,3.738,38.8,34.1,3.323,20.6,120.056,12:41:18.552
1893,89.0,0.505,0.273,3.0,22.9,22.7,119.924,3.814,39.0,34.5,3.021,20.6,119.924,12:41:19.796
1894,89.0,0.638,0.294,3.0,25.0,21.2,119.87,3.663,38.8,33.8,2.87,20.6,119.87,12:41:21.045
1895,89.0,0.658,0.276,3.0,22.9,21.2,119.855,3.398,38.2,33.8,3.247,22.1,119.855,12:41:22.290
1896,89.0,0.531,0.283,3.0,25.0,21.1,120.121,5.173,39.0,34.1,2.417,20.6,120.121,12:41:23.587
1897,89.0,0.613,0.269,3.0,22.9,21.1,120.264,4.116,38.6,34.1,3.134,22.0,120.264,12:41:24.834
1898,89.0,0.64,0.264,3.0,22.9,21.1,120.19,3.776,38.4,33.6,2.756,22.1,120.19,12:41:26.086
1899,89.0,0.649,0.289,3.0,22.9,21.1,121.178,4.871,38.4,34.3,2.983,20.6,121.178,12:41:27.323
1900,89.0,0.669,0.288,3.0,25.0,22.5,120.256,5.249,38.8,34.1,2.303,20.6,120.256,12:41:28.569
1901,89.0,0.646,0.278,3.0,25.0,21.0,120.112,5.74,38.8,34.3,3.436,20.6,120.112,12:41:29.811
1902,89.0,0.577,0.27,3.0,22.9,21.0,120.397,6.23,38.8,33.8,2.945,22.0,120.397,12:41:31.076
1903,89.0,0.631,0.304,3.0,22.9,21.0,119.949,4.607,38.4,34.5,4.003,22.0,119.949,12:41:32.318
1904,89.0,0.624,0.284,3.0,22.9,21.0,119.965,4.569,38.8,33.8,3.059,20.6,119.965,12:41:33.567
1905,89.0,0.658,0.284,3.0,22.9,21.0,120.017,4.456,38.8,33.6,2.983,20.6,120.017,12:41:34.831
1906,89.0,0.649,0.27,3.0,22.9,20.9,121.439,4.456,38.6,34.1,2.492,20.6,121.439,12:41:36.094
1907,89.0,0.491,0.259,3.0,25.0,22.4,119.929,4.078,38.8,34.5,3.021,20.6,119.929,12:41:37.352
1908,89.0,0.577,0.276,3.0,25.0,20.9,120.134,4.305,38.6,34.3,2.794,20.6,120.134,12:41:38.599
1909,89.0,0.61,0.275,3.0,22.9,20.8,120.101,3.738,38.4,33.6,3.285,22.1,120.101,12:41:39.856
1910,89.0,0.651,0.269,3.0,25.0,22.3,119.961,3.738,38.4,34.1,2.152,20.6,119.961,12:41:41.128
1911,89.0,0.651,0.281,3.0,22.9,20.8,120.82,4.191,38.4,34.5,2.681,20.6,120.82,12:41:42.373
1912,89.0,0.481,0.245,3.0,22.9,20.8,119.93,4.644,38.2,33.4,2.266,22.1,119.93,12:41:43.617
1913,89.0,0.591,0.264,3.0,22.9,20.8,119.98,3.512,38.2,34.1,2.756,22.0,119.98,12:41:44.865
1914,89.0,0.638,0.271,3.0,22.9,20.7,120.147,3.814,38.2,34.1,2.832,20.6,120.147,12:41:46.101
1915,89.0,0.654,0.305,3.0,22.9,20.7,120.326,5.815,39.0,34.1,3.096,20.6,120.326,12:41:47.333
1916,89.0,0.676,0.286,3.0,25.0,22.1,120.766,4.342,38.6,34.5,2.794,20.6,120.766,12:41:48.581
1917,89.0,0.387,0.284,3.0,22.9,20.7,120.434,4.871,39.0,34.1,3.776,22.1,120.434,12:41:49.841
1918,89.0,0.508,0.281,3.0,22.9,20.6,120.013,4.38,38.4,34.7,3.323,22.1,120.013,12:41:51.096
1919,89.0,0.577,0.283,3.0,25.0,22.1,120.131,3.549,38.8,34.1,2.945,20.6,120.131,12:41:52.358
1920,89.0,0.645,0.3,3.0,22.9,20.6,119.944,3.852,39.0,34.5,2.152,22.0,119.944,12:41:53.621
1921,89.0,0.664,0.299,3.0,22.9,20.6,119.998,4.229,38.8,34.3,2.53,22.0,119.998,12:41:54.869
1922,89.0,0.438,0.278,3.0,22.9,20.6,120.038,4.078,38.6,34.7,2.303,20.6,120.038,12:41:56.111
1923,89.0,0.507,0.288,3.0,22.9,20.5,120.096,3.663,38.4,34.3,3.134,20.6,120.096,12:41:57.377
1924,89.0,0.53,0.28,3.0,22.9,20.5,119.952,4.191,38.8,33.6,2.568,20.6,119.952,12:41:58.605
1925,89.0,0.621,0.278,3.0,22.9,20.5,120.13,3.663,38.4,34.1,3.21,22.1,120.13,12:41:59.852
1926,89.0,0.66,0.261,3.0,22.9,20.5,120.153,4.456,39.0,34.5,2.756,22.1,120.153,12:42:01.081
1927,89.0,0.513,0.286,3.0,22.9,20.5,120.031,5.249,38.6,34.3,2.794,22.1,120.031,12:42:02.326
1928,89.0,0.516,0.255,3.0,25.0,21.9,120.093,3.436,38.4,34.7,2.87,20.6,120.093,12:42:03.590
1929,89.0,0.576,0.28,3.0,22.9,20.4,120.17,4.456,38.6,34.3,3.323,20.6,120.17,12:42:04.838
1930,89.0,0.643,0.281,3.0,22.9,20.4,120.261,4.456,38.6,33.6,2.53,22.1,120.261,12:42:06.084
1931,89.0,0.635,0.261,3.0,25.0,20.4,120.066,3.625,38.8,34.3,3.398,20.6,120.066,12:42:07.350
1932,89.0,0.508,0.265,3.0,25.0,21.9,120.004,4.871,38.6,34.5,3.21,20.6,120.004,12:42:08.598
1933,89.0,0.463,0.26,3.0,22.9,20.4,120.002,3.512,38.4,34.1,2.756,22.1,120.002,12:42:09.866
1934,89.0,0.505,0.265,3.0,22.9,20.4,119.747,3.625,38.4,34.1,2.643,20.6,119.747,12:42:11.116
1935,89.0,0.579,0.27,3.0,25.0,21.8,120.018,3.549,38.2,34.1,2.794,20.6,120.018,12:42:12.360
1936,89.0,0.626,0.255,3.0,22.9,20.3,120.103,3.474,38.4,34.7,2.341,20.6,120.103,12:42:13.610
1937,89.0,0.598,0.293,3.0,22.9,20.3,120.139,3.474,38.8,33.6,3.323,20.6,120.139,12:42:14.858
1938,89.0,0.448,0.265,3.0,22.9,20.3,119.335,3.172,39.0,34.1,2.945,20.7,119.335,12:42:16.119
1939,89.0,0.503,0.273,3.0,22.9,20.3,119.945,3.625,38.4,34.7,2.945,20.7,119.945,12:42:17.391
1940,89.0,0.549,0.25,3.0,22.9,20.3,119.797,4.456,38.8,34.7,2.568,22.1,119.797,12:42:18.633
1941,89.0,0.546,0.27,3.0,25.0,20.3,120.005,3.7,38.6,34.3,3.096,20.7,120.005,12:42:19.905
1942,89.0,0.601,0.251,3.0,22.9,20.3,119.586,4.229,38.6,34.5,2.832,20.7,119.586,12:42:21.164
1943,89.0,0.474,0.278,3.0,22.9,20.2,119.833,3.285,38.8,34.1,3.285,22.1,119.833,12:42:22.411
1944,89.0,0.47,0.28,3.0,22.9,20.2,119.754,3.7,38.6,34.1,2.719,22.1,119.754,12:42:23.655
