Log,ac_flowrate,cp_pressure,mixer_pressure,cp_flowrate,mixer_temperature_Funnel_outlet,cp_temperature_fresh,mixer_speed_M2,mixer_torque_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,cp_temperature,mixer_speed_M1,Time
1003,142.0,0.619,0.273,3.0,25.6,22.0,120.987,4.984,35.1,31.6,2.53,21.3,120.987,12:23:19.585
1004,142.0,0.582,0.265,3.0,23.5,22.0,120.207,3.852,35.3,31.1,3.852,21.3,120.207,12:23:20.768
1005,142.0,0.625,0.281,3.0,25.5,22.0,118.432,3.549,35.3,32.0,5.135,21.3,118.432,12:23:21.948
1006,142.0,0.635,0.254,3.0,23.5,22.0,119.848,4.682,34.9,31.6,2.605,21.3,119.848,12:23:23.132
1007,142.0,0.588,0.281,3.0,25.5,22.0,120.12,5.702,35.5,31.4,3.059,21.3,120.12,12:23:24.330
1008,142.0,0.592,0.284,3.0,23.5,22.0,120.085,3.436,35.5,31.4,3.587,22.7,120.085,12:23:25.527
1009,142.0,0.593,0.28,3.0,23.5,23.5,120.392,3.965,35.3,31.4,3.512,21.3,120.392,12:23:26.711
1010,142.0,0.607,0.271,3.0,23.5,22.0,119.796,4.116,35.5,30.9,3.096,22.7,119.796,12:23:27.897
1011,142.0,0.601,0.265,3.0,25.5,22.0,120.077,4.682,35.3,32.0,2.832,21.3,120.077,12:23:29.063
1012,142.0,0.607,0.286,3.0,23.5,23.5,120.07,3.663,35.1,31.6,3.398,21.3,120.07,12:23:30.223
1013,142.0,0.608,0.271,3.0,23.5,22.0,119.778,4.04,34.9,30.9,3.059,21.3,119.778,12:23:31.391
1014,142.0,0.587,0.276,3.0,25.5,22.0,119.993,4.154,35.5,32.0,2.87,22.7,119.993,12:23:32.570
1015,142.0,0.574,0.27,3.0,23.5,22.0,120.326,3.927,35.5,31.6,3.7,21.2,120.326,12:23:33.754
1016,142.0,0.634,0.278,3.0,25.5,22.0,117.788,4.003,35.3,31.4,5.588,21.3,117.788,12:23:34.950
1017,142.0,0.62,0.269,3.0,23.5,23.5,119.939,3.285,35.3,30.9,2.19,21.3,119.939,12:23:36.120
1018,142.0,0.582,0.266,3.0,25.5,22.0,119.937,4.38,35.3,30.9,3.436,22.7,119.937,12:23:37.292
1019,142.0,0.625,0.273,3.0,23.5,22.0,120.501,3.323,34.9,32.0,3.625,21.2,120.501,12:23:38.462
1020,142.0,0.593,0.26,3.0,23.5,23.5,120.06,3.852,35.3,32.0,2.454,21.2,120.06,12:23:39.632
1021,142.0,0.607,0.286,3.0,25.5,22.0,119.787,3.776,35.5,31.4,3.587,22.7,119.787,12:23:40.807
1022,142.0,0.596,0.271,3.0,23.5,23.5,120.257,2.832,35.5,31.6,3.323,21.3,120.257,12:23:41.993
1023,142.0,0.605,0.265,3.0,23.5,22.0,119.786,3.852,35.1,31.4,3.172,21.2,119.786,12:23:43.170
1024,142.0,0.616,0.283,3.0,25.6,22.0,120.42,4.229,35.3,31.8,3.7,22.7,120.42,12:23:44.336
1025,142.0,0.624,0.264,3.0,23.5,23.5,120.427,3.247,35.3,31.6,2.643,21.3,120.427,12:23:45.519
1026,142.0,0.56,0.251,3.0,25.6,22.0,119.13,4.682,35.5,31.6,3.398,22.7,119.13,12:23:46.690
1027,142.0,0.629,0.276,3.0,23.5,22.0,120.131,3.587,35.5,31.4,2.983,21.2,120.131,12:23:47.862
1028,142.0,0.62,0.276,3.0,23.5,23.5,119.999,3.889,35.3,31.1,3.7,21.2,119.999,12:23:49.029
1029,142.0,0.593,0.236,3.0,25.6,22.0,118.703,4.833,35.5,31.1,4.493,22.7,118.703,12:23:50.195
1030,142.0,0.591,0.28,3.0,23.5,22.0,120.139,4.191,35.5,31.8,3.663,22.7,120.139,12:23:51.356
1031,142.0,0.61,0.288,3.0,23.5,22.0,121.175,3.512,35.5,31.8,2.756,21.2,121.175,12:23:52.541
1032,142.0,0.636,0.266,3.0,23.5,22.0,120.194,3.323,35.5,31.6,4.003,22.7,120.194,12:23:53.725
1033,142.0,0.615,0.281,3.0,23.5,22.0,119.836,3.625,35.5,32.0,3.059,21.2,119.836,12:23:54.913
1034,142.0,0.587,0.28,3.0,23.5,23.5,119.835,3.738,35.7,31.4,2.228,21.2,119.835,12:23:56.125
1035,142.0,0.597,0.288,3.0,23.5,22.0,119.893,3.965,35.5,31.4,3.474,21.2,119.893,12:23:57.290
1036,142.0,0.602,0.276,3.0,25.6,22.0,119.824,4.342,35.5,32.2,3.927,22.6,119.824,12:23:58.454
1037,142.0,0.559,0.273,3.0,23.5,23.5,119.802,4.154,35.7,31.6,2.794,21.2,119.802,12:23:59.634
1038,142.0,0.619,0.283,3.0,25.6,22.0,120.192,5.06,35.3,31.6,2.87,21.2,120.192,12:24:00.820
1039,142.0,0.593,0.28,3.0,23.5,23.5,120.252,3.663,35.5,30.9,3.247,21.2,120.252,12:24:02.019
1040,142.0,0.569,0.273,3.0,25.6,22.0,118.02,4.644,35.5,31.6,4.984,22.7,118.02,12:24:03.199
1041,142.0,0.597,0.276,3.0,23.5,23.4,120.101,4.116,35.3,31.6,3.096,21.2,120.101,12:24:04.384
1042,142.0,0.602,0.261,3.0,25.6,22.0,119.871,3.361,35.3,31.6,3.059,21.2,119.871,12:24:05.544
1043,142.0,0.645,0.275,3.0,25.6,22.0,119.833,4.418,35.7,31.6,4.116,22.7,119.833,12:24:06.711
1044,142.0,0.61,0.299,3.0,23.5,22.0,120.081,3.965,35.5,30.9,3.361,22.7,120.081,12:24:07.858
1045,142.0,0.581,0.289,3.0,23.5,22.0,120.338,3.549,35.5,30.9,2.87,21.2,120.338,12:24:09.018
1046,142.0,0.612,0.266,3.0,25.6,22.0,120.352,5.249,35.7,32.2,3.625,21.2,120.352,12:24:10.204
1047,142.0,0.612,0.28,3.0,23.5,22.0,120.201,3.738,35.1,32.0,2.643,22.7,120.201,12:24:11.372
1048,142.0,0.565,0.25,3.0,23.5,22.0,120.215,3.587,35.7,32.0,3.474,21.2,120.215,12:24:12.538
1049,142.0,0.621,0.283,3.0,23.5,22.0,121.36,3.361,35.5,31.6,4.003,22.7,121.36,12:24:13.728
1050,142.0,0.601,0.275,3.0,23.5,22.0,119.756,4.078,35.7,31.6,3.059,21.2,119.756,12:24:14.904
1051,142.0,0.608,0.275,3.0,25.6,22.0,120.396,6.193,35.1,31.6,2.492,21.2,120.396,12:24:16.076
1052,142.0,0.613,0.28,3.0,23.5,22.0,120.202,3.814,35.9,31.6,3.21,22.7,120.202,12:24:17.249
1053,142.0,0.593,0.28,3.0,23.5,23.5,119.811,3.814,35.5,31.4,3.172,21.2,119.811,12:24:18.411
1054,142.0,0.648,0.273,3.0,25.6,22.0,119.95,5.362,35.5,31.4,2.983,21.2,119.95,12:24:19.592
1055,142.0,0.624,0.269,3.0,23.5,22.0,120.086,3.625,35.5,31.6,2.945,22.7,120.086,12:24:20.757
1056,142.0,0.586,0.259,3.0,23.5,22.0,119.984,3.021,35.7,32.0,3.398,21.3,119.984,12:24:21.972
1057,142.0,0.603,0.271,3.0,23.5,22.0,119.73,4.04,35.5,32.0,2.832,22.7,119.73,12:24:23.138
1058,142.0,0.603,0.247,3.0,25.6,22.0,120.339,4.984,35.5,31.6,2.341,21.3,120.339,12:24:24.337
1059,142.0,0.598,0.256,3.0,23.5,22.0,120.325,3.096,35.5,31.6,2.832,22.7,120.325,12:24:25.505
1060,142.0,0.62,0.266,3.0,23.5,22.0,119.781,4.229,36.1,31.6,3.474,21.3,119.781,12:24:26.675
1061,142.0,0.596,0.27,3.0,25.6,22.0,120.256,4.305,35.9,31.4,3.436,21.3,120.256,12:24:27.849
1062,142.0,0.598,0.288,3.0,23.5,22.0,120.055,3.361,35.9,32.0,2.832,22.7,120.055,12:24:29.017
1063,142.0,0.619,0.265,3.0,23.5,22.0,119.698,4.267,35.7,31.6,3.172,21.3,119.739,12:24:30.181
1064,142.0,0.577,0.264,3.0,23.5,22.0,120.045,3.663,35.9,32.0,3.436,21.3,120.045,12:24:31.360
1065,142.0,0.621,0.271,3.0,23.5,22.0,120.129,3.587,35.5,31.4,2.908,21.2,120.129,12:24:32.544
1066,142.0,0.612,0.273,3.0,23.5,22.0,120.694,3.625,35.5,31.6,3.247,21.3,120.694,12:24:33.722
1067,142.0,0.558,0.303,3.0,25.6,22.0,119.899,3.7,35.5,31.6,3.474,21.2,119.899,12:24:34.925
1068,142.0,0.596,0.261,3.0,23.5,22.0,119.915,4.342,35.5,31.8,2.266,22.7,119.915,12:24:36.119
1069,142.0,0.62,0.26,3.0,25.6,22.0,119.91,3.738,35.7,31.6,3.134,21.2,119.91,12:24:37.300
1070,142.0,0.631,0.271,3.0,23.5,22.0,120.175,2.794,35.9,31.6,3.512,22.7,120.175,12:24:38.502
1071,142.0,0.612,0.271,3.0,23.5,22.0,118.397,4.04,35.5,32.0,3.852,21.2,118.397,12:24:39.701
1072,142.0,0.597,0.317,3.0,23.5,23.5,119.665,3.474,35.9,31.6,3.625,21.2,119.665,12:24:40.916
1073,142.0,0.592,0.28,3.0,23.5,22.0,119.893,3.398,35.5,31.1,2.568,21.2,119.893,12:24:42.117
1074,142.0,0.61,0.266,3.0,23.6,22.0,119.542,3.663,35.5,31.6,3.436,21.2,119.542,12:24:43.310
1075,142.0,0.576,0.276,3.0,23.6,22.0,119.982,3.247,35.7,31.6,4.003,21.2,119.982,12:24:44.526
1076,142.0,0.629,0.283,3.0,23.5,22.0,119.572,4.607,35.7,32.0,4.72,22.7,119.572,12:24:45.693
1077,142.0,0.631,0.265,3.0,25.6,22.0,120.066,4.305,35.5,31.4,2.87,21.2,120.066,12:24:46.865
1078,142.0,0.593,0.3,3.0,23.6,23.5,120.111,3.7,35.7,32.0,3.096,21.2,120.111,12:24:48.043
1079,142.0,0.602,0.261,3.0,23.5,22.0,121.282,4.191,35.7,31.8,3.398,22.7,121.282,12:24:49.210
1080,142.0,0.612,0.276,3.0,25.6,22.0,120.266,4.833,35.7,31.6,2.983,21.2,120.266,12:24:50.381
1081,142.0,0.61,0.265,3.0,23.5,22.0,120.062,3.663,35.5,30.9,3.512,21.2,120.062,12:24:51.555
1082,142.0,0.629,0.26,3.0,25.6,22.0,121.43,3.738,35.3,31.6,3.663,22.7,121.43,12:24:52.739
1083,142.0,0.598,0.294,3.0,23.5,23.4,119.849,3.889,35.9,31.1,3.285,21.2,119.849,12:24:53.907
1084,142.0,0.608,0.259,3.0,23.6,22.0,120.044,4.229,35.5,31.6,2.568,22.7,120.044,12:24:55.087
1085,142.0,0.626,0.281,3.0,23.5,22.0,120.274,4.078,35.7,31.8,3.021,21.2,120.274,12:24:56.270
1086,142.0,0.587,0.288,3.0,23.5,22.0,120.189,3.663,35.5,31.6,3.927,22.7,120.189,12:24:57.459
1087,142.0,0.635,0.265,3.0,25.6,22.0,119.986,3.852,35.5,32.4,2.379,21.2,119.986,12:24:58.628
1088,142.0,0.612,0.286,3.0,23.6,22.0,120.446,4.833,35.7,32.0,3.587,21.2,120.446,12:24:59.816
1089,142.0,0.616,0.275,3.0,23.6,22.0,120.12,3.474,35.7,31.8,3.059,21.2,120.12,12:25:01.003
1090,142.0,0.601,0.271,3.0,23.6,22.0,119.009,4.154,35.9,32.0,3.285,21.2,119.009,12:25:02.187
1091,142.0,0.603,0.28,3.0,25.6,22.0,119.96,3.852,35.5,32.0,2.643,21.2,119.96,12:25:03.368
1092,142.0,0.648,0.289,3.0,23.6,22.0,120.072,3.059,35.5,32.0,2.605,21.2,120.072,12:25:04.545
1093,142.0,0.624,0.251,3.0,25.6,22.0,121.158,3.738,35.5,31.8,2.832,22.7,121.158,12:25:05.728
1094,142.0,0.579,0.276,3.0,23.6,22.0,120.063,4.078,35.7,32.0,2.87,21.2,120.063,12:25:06.892
1095,142.0,0.619,0.286,3.0,23.6,23.5,119.971,4.871,35.9,32.4,2.794,21.2,119.971,12:25:08.056
1096,142.0,0.605,0.278,3.0,23.6,22.0,120.309,3.436,35.5,31.4,3.361,21.2,120.309,12:25:09.247
1097,142.0,0.605,0.248,3.0,25.6,22.0,119.84,3.663,35.5,32.4,3.21,22.7,119.84,12:25:10.452
1098,142.0,0.631,0.278,3.0,23.6,22.0,119.699,4.305,35.3,32.0,2.266,21.2,119.699,12:25:11.622
1099,142.0,0.602,0.283,3.0,23.6,22.0,119.854,3.663,35.7,30.9,3.172,21.2,119.854,12:25:12.805
1100,142.0,0.621,0.264,3.0,23.6,22.0,120.235,4.078,35.7,31.4,3.587,21.2,120.235,12:25:14.005
1101,142.0,0.612,0.264,3.0,25.6,22.0,119.274,4.493,36.1,31.4,4.456,22.6,119.274,12:25:15.210
1102,142.0,0.593,0.281,3.0,23.6,23.4,119.697,4.04,36.1,31.8,2.643,21.2,119.697,12:25:16.397
1103,142.0,0.636,0.278,3.0,23.6,22.0,119.941,5.551,35.7,32.0,2.454,22.6,119.941,12:25:17.585
1104,142.0,0.621,0.278,3.0,23.6,23.4,120.022,4.229,35.9,31.6,3.134,21.2,120.022,12:25:18.758
1105,142.0,0.593,0.284,3.0,23.6,22.0,119.677,3.7,35.5,31.6,4.682,22.6,119.677,12:25:19.956
1106,142.0,0.634,0.261,3.0,23.6,23.5,119.919,4.418,35.7,32.0,2.568,21.2,119.919,12:25:21.139
1107,142.0,0.605,0.278,3.0,25.6,22.0,120.23,3.663,35.9,31.6,3.436,22.6,120.23,12:25:22.307
1108,142.0,0.603,0.275,3.0,23.6,23.5,121.293,3.587,35.9,31.6,2.908,21.2,121.293,12:25:23.499
1109,142.0,0.625,0.28,3.0,23.6,22.0,120.026,4.229,36.1,31.8,3.965,21.2,120.026,12:25:24.707
1110,142.0,0.607,0.294,3.0,25.6,22.0,120.041,4.154,35.7,31.8,2.568,21.2,120.041,12:25:25.890
1111,142.0,0.598,0.284,3.0,23.6,22.0,121.357,4.758,35.5,31.8,2.19,21.2,121.357,12:25:27.075
1112,142.0,0.598,0.261,3.0,25.6,22.0,120.287,4.644,35.5,31.6,3.663,21.2,120.287,12:25:28.262
1113,142.0,0.571,0.286,3.0,23.6,22.0,119.456,4.229,35.5,32.0,3.436,21.2,119.456,12:25:29.449
1114,142.0,0.621,0.276,3.0,23.6,22.0,119.831,4.305,35.5,32.2,2.756,22.6,119.831,12:25:30.649
1115,142.0,0.681,0.278,3.0,23.6,23.5,120.149,3.889,35.5,30.9,3.398,21.2,120.149,12:25:31.833
1116,142.0,0.619,0.256,3.0,23.6,22.0,120.288,3.059,35.7,31.4,2.794,22.6,120.288,12:25:33.019
1117,142.0,0.629,0.27,3.0,23.6,23.5,120.773,4.191,35.5,31.6,3.587,21.2,120.773,12:25:34.206
1118,142.0,0.612,0.289,3.0,23.6,22.0,119.882,4.154,35.9,31.6,2.983,22.6,119.882,12:25:35.393
1119,142.0,0.626,0.28,3.0,25.6,22.0,119.881,4.04,36.1,32.0,3.172,21.2,119.881,12:25:36.593
1120,142.0,0.621,0.271,3.0,23.6,22.0,120.372,4.418,35.7,32.0,3.474,22.6,120.372,12:25:37.764
1121,142.0,0.592,0.273,3.0,25.6,23.5,119.917,3.625,35.7,31.8,3.549,21.2,119.917,12:25:38.955
1122,142.0,0.607,0.269,3.0,23.6,22.0,119.741,4.078,36.1,31.8,2.53,22.6,119.741,12:25:40.141
1123,142.0,0.621,0.259,3.0,25.6,23.4,120.294,5.437,35.7,32.4,2.983,21.2,120.294,12:25:41.328
1124,142.0,0.569,0.265,3.0,23.6,22.0,120.229,3.21,35.7,31.6,2.643,22.6,120.229,12:25:42.506
1125,142.0,0.629,0.273,3.0,25.6,23.4,118.944,4.342,36.1,31.8,3.852,21.1,118.944,12:25:43.693
1126,142.0,0.613,0.278,3.0,23.6,22.0,119.88,3.965,35.9,31.6,3.021,22.6,119.88,12:25:44.885
1127,142.0,0.598,0.265,3.0,23.6,22.0,119.869,3.927,35.5,31.8,2.719,21.1,119.869,12:25:46.084
1128,142.0,0.591,0.294,3.0,25.6,23.5,120.006,4.267,35.7,32.0,3.852,21.1,120.006,12:25:47.281
1129,142.0,0.601,0.264,3.0,23.6,22.0,120.676,2.681,35.7,31.6,3.398,22.5,120.676,12:25:48.478
1130,142.0,0.62,0.273,3.0,25.6,22.0,119.975,4.796,35.9,32.0,3.247,21.1,119.975,12:25:49.661
1131,142.0,0.629,0.28,3.0,23.6,22.0,120.199,4.38,35.9,31.8,3.512,22.5,120.199,12:25:50.840
1132,142.0,0.601,0.276,3.0,25.6,22.0,120.382,3.436,35.5,31.6,3.436,21.1,120.382,12:25:52.025
1133,142.0,0.63,0.269,3.0,23.6,22.0,119.884,4.72,35.7,32.0,3.814,21.1,119.884,12:25:53.207
1134,142.0,0.607,0.275,3.0,25.6,22.0,120.037,4.947,35.7,31.8,2.983,21.1,120.037,12:25:54.389
1135,142.0,0.616,0.28,3.0,23.6,22.0,119.908,5.06,35.7,31.1,2.945,21.1,119.908,12:25:55.601
1136,142.0,0.634,0.293,3.0,23.6,22.0,120.054,3.852,35.7,31.4,3.398,21.1,120.054,12:25:56.787
1137,142.0,0.607,0.298,3.0,23.6,22.0,120.021,3.247,35.9,32.4,3.285,21.1,120.021,12:25:57.973
1138,142.0,0.602,0.27,3.0,23.6,22.0,119.712,4.04,35.5,31.4,3.247,21.1,119.712,12:25:59.157
1139,142.0,0.619,0.283,3.0,25.6,22.0,120.274,3.587,35.5,32.2,4.154,21.1,120.274,12:26:00.357
1140,142.0,0.597,0.242,3.0,23.6,22.0,120.306,3.587,36.1,32.0,3.134,21.1,120.306,12:26:01.540
1141,142.0,0.634,0.271,3.0,25.6,22.0,120.528,3.096,35.9,31.6,4.078,21.1,120.528,12:26:02.726
1142,142.0,0.645,0.255,3.0,23.6,22.0,119.73,4.342,35.9,32.4,3.21,21.1,119.73,12:26:03.909
1143,142.0,0.591,0.271,3.0,25.6,23.5,119.966,4.154,36.1,32.0,2.87,21.1,119.966,12:26:05.107
1144,142.0,0.631,0.284,3.0,23.6,22.0,119.471,4.267,36.1,31.8,3.776,22.5,119.471,12:26:06.307
1145,142.0,0.625,0.254,3.0,23.6,22.0,120.281,2.945,36.1,31.8,3.21,21.1,120.281,12:26:07.507
1146,142.0,0.646,0.271,3.0,25.6,22.0,119.053,4.342,35.5,32.2,3.7,21.1,119.053,12:26:08.693
1147,142.0,0.634,0.273,3.0,23.6,22.0,120.112,4.04,35.9,32.2,2.681,21.1,120.09,12:26:09.872
1148,142.0,0.586,0.298,3.0,23.6,22.0,120.403,3.323,35.7,32.0,3.285,22.5,120.403,12:26:11.040
1149,142.0,0.593,0.295,3.0,23.6,23.5,119.963,3.738,35.7,31.6,3.852,21.1,119.963,12:26:12.228
1150,142.0,0.588,0.284,3.0,25.6,22.0,119.749,3.474,35.7,32.0,3.7,21.1,119.749,12:26:13.422
1151,142.0,0.588,0.264,3.0,23.6,22.0,120.306,4.569,36.1,31.8,2.228,21.0,120.306,12:26:14.622
1152,142.0,0.615,0.254,3.0,23.6,23.5,120.552,4.72,36.1,32.0,3.096,21.1,120.552,12:26:15.821
1153,142.0,0.624,0.276,3.0,25.6,22.0,118.677,3.776,35.9,31.8,4.456,21.1,118.677,12:26:17.020
1154,142.0,0.619,0.28,3.0,23.6,22.0,120.708,4.267,35.9,32.6,3.361,22.5,120.708,12:26:18.234
1155,142.0,0.621,0.281,3.0,23.6,23.4,120.026,3.436,36.1,32.0,3.323,21.0,120.026,12:26:19.425
1156,142.0,0.597,0.28,3.0,25.6,22.0,120.006,4.191,35.9,31.8,2.341,21.1,120.006,12:26:20.626
1157,142.0,0.63,0.295,3.0,23.6,23.5,120.433,3.776,36.1,32.0,4.229,21.1,120.433,12:26:21.811
1158,142.0,0.629,0.281,3.0,25.7,22.0,120.281,2.643,36.3,32.0,3.247,22.5,120.281,12:26:22.992
1159,142.0,0.581,0.265,3.0,23.6,23.4,119.256,3.889,35.7,31.8,3.21,21.1,119.256,12:26:24.176
1160,142.0,0.62,0.281,3.0,25.6,22.0,120.111,4.154,35.9,31.6,3.587,22.5,120.111,12:26:25.357
1161,142.0,0.612,0.276,3.0,23.6,23.5,120.25,3.172,35.9,32.2,2.832,21.0,120.25,12:26:26.542
1162,142.0,0.63,0.266,3.0,25.6,22.0,121.107,3.814,36.1,31.8,4.38,22.5,121.107,12:26:27.724
1163,142.0,0.624,0.289,3.0,23.6,22.0,119.944,4.342,35.7,32.6,3.059,21.0,119.944,12:26:28.900
1164,142.0,0.593,0.261,3.0,25.6,22.0,120.205,3.814,35.9,31.6,3.021,22.5,120.205,12:26:30.099
1165,142.0,0.592,0.299,3.0,23.6,23.4,119.689,4.229,35.9,32.6,3.625,21.0,119.689,12:26:31.288
1166,142.0,0.593,0.28,3.0,25.6,22.0,120.235,3.474,35.7,31.8,3.889,22.5,120.235,12:26:32.472
1167,142.0,0.581,0.256,3.0,23.6,23.4,119.512,3.927,35.5,31.6,3.663,21.0,119.512,12:26:33.655
1168,142.0,0.643,0.273,3.0,25.6,22.0,120.311,5.362,35.7,31.6,3.285,22.5,120.311,12:26:34.826
1169,142.0,0.629,0.291,3.0,23.6,23.5,120.015,3.134,36.1,31.6,4.229,21.0,120.015,12:26:36.029
1170,142.0,0.605,0.286,3.0,25.6,22.0,119.957,4.154,35.7,31.6,4.456,22.5,119.957,12:26:37.207
1171,142.0,0.61,0.304,3.0,23.6,23.4,120.057,4.116,36.1,32.4,3.512,21.0,120.057,12:26:38.396
1172,142.0,0.63,0.265,3.0,25.6,22.0,121.875,5.626,35.9,32.0,2.945,22.5,121.875,12:26:39.569
1173,142.0,0.629,0.261,3.0,23.6,22.0,120.078,3.927,35.5,32.0,3.398,21.0,120.078,12:26:40.782
1174,142.0,0.64,0.273,3.0,23.6,22.0,120.305,3.323,35.9,32.2,3.512,21.0,120.305,12:26:41.981
1175,142.0,0.577,0.276,3.0,25.6,22.0,119.736,3.512,36.1,31.6,3.663,22.5,119.736,12:26:43.168
1176,142.0,0.613,0.291,3.0,23.6,23.4,119.956,3.738,36.1,31.6,3.549,21.0,119.956,12:26:44.353
1177,142.0,0.61,0.261,3.0,23.6,22.0,120.135,3.512,35.9,31.8,3.21,22.5,120.135,12:26:45.537
1178,142.0,0.571,0.261,3.0,23.6,23.4,120.628,4.342,35.9,32.0,3.587,21.0,120.628,12:26:46.740
1179,142.0,0.635,0.261,3.0,23.6,23.4,120.188,3.889,36.1,32.0,3.587,21.0,120.188,12:26:47.956
1180,142.0,0.643,0.26,3.0,23.6,22.0,119.561,4.191,35.7,32.0,2.983,22.5,119.561,12:26:49.152
1181,142.0,0.608,0.276,3.0,23.6,23.4,120.226,4.569,36.3,31.8,3.172,21.0,120.226,12:26:50.335
1182,142.0,0.597,0.273,3.0,23.6,22.0,120.313,3.172,35.7,31.8,3.776,22.4,120.313,12:26:51.531
1183,142.0,0.612,0.269,3.0,23.6,23.4,119.919,4.267,36.1,32.4,4.003,21.0,119.919,12:26:52.708
1184,142.0,0.613,0.305,3.0,23.6,22.0,119.868,4.078,36.1,32.4,3.247,22.4,119.868,12:26:53.889
1185,142.0,0.648,0.276,3.0,25.6,23.4,119.965,4.607,35.7,31.8,2.605,21.0,119.965,12:26:55.083
1186,142.0,0.608,0.283,3.0,23.6,22.0,119.919,4.758,35.9,31.8,4.04,22.4,119.919,12:26:56.276
1187,142.0,0.635,0.27,3.0,25.6,23.4,119.303,3.738,36.1,32.2,3.7,21.0,119.303,12:26:57.451
1188,142.0,0.626,0.273,3.0,23.6,22.0,119.46,4.078,36.1,32.4,3.474,22.4,119.46,12:26:58.635
1189,142.0,0.613,0.281,3.0,23.6,22.0,120.254,4.569,36.1,31.8,3.663,21.0,120.254,12:26:59.843
1190,142.0,0.63,0.276,3.0,23.6,22.0,120.153,3.398,35.9,32.0,3.776,21.0,120.153,12:27:01.030
1191,142.0,0.616,0.28,3.0,23.6,22.0,121.846,3.247,36.1,32.2,3.361,22.4,121.846,12:27:02.226
1192,142.0,0.616,0.284,3.0,23.5,22.0,119.876,3.814,36.3,31.8,3.021,21.0,119.876,12:27:03.438
1193,142.0,0.616,0.265,3.0,25.6,22.0,119.873,4.947,35.9,31.8,3.134,21.0,119.873,12:27:04.637
1194,142.0,0.541,0.266,3.0,23.6,22.0,120.146,4.342,36.1,32.0,3.549,22.4,120.146,12:27:05.839
1195,142.0,0.653,0.25,3.0,25.6,23.4,119.75,3.549,36.1,31.6,4.418,21.0,119.75,12:27:07.024
1196,142.0,0.63,0.264,3.0,23.6,22.0,120.403,4.72,36.5,32.0,3.625,22.4,120.403,12:27:08.207
1197,142.0,0.593,0.276,3.0,25.6,23.4,119.84,4.116,36.1,32.2,3.361,21.0,119.84,12:27:09.396
1198,142.0,0.615,0.284,3.0,23.5,22.0,120.267,4.418,36.1,32.8,3.059,22.4,120.267,12:27:10.566
1199,142.0,0.621,0.276,3.0,25.6,23.4,120.324,4.003,36.1,31.8,2.832,21.0,120.324,12:27:11.755
1200,142.0,0.643,0.288,3.0,23.5,22.0,119.08,4.003,36.3,31.6,4.342,21.0,119.08,12:27:12.956
1201,142.0,0.641,0.276,3.0,23.5,22.0,119.749,4.04,36.3,32.0,3.323,21.0,119.749,12:27:14.143
1202,142.0,0.607,0.278,3.0,23.6,22.0,120.212,5.853,36.1,32.8,3.134,21.0,120.212,12:27:15.328
1203,142.0,0.63,0.271,3.0,23.5,22.0,120.039,3.361,36.5,32.6,3.059,21.0,120.039,12:27:16.515
1204,142.0,0.621,0.284,3.0,25.6,22.0,120.437,4.72,36.5,32.0,3.587,21.0,120.437,12:27:17.717
1205,142.0,0.586,0.269,3.0,23.6,22.0,119.803,3.7,36.3,32.0,3.323,22.4,119.803,12:27:18.918
1206,142.0,0.607,0.289,3.0,23.6,22.0,119.977,3.625,36.5,32.2,2.643,20.9,119.977,12:27:20.131
1207,142.0,0.658,0.269,3.0,23.6,23.4,120.15,4.229,36.1,31.6,2.945,21.0,120.15,12:27:21.334
1208,142.0,0.613,0.251,3.0,23.6,22.0,119.976,3.172,36.1,32.6,3.361,22.4,119.976,12:27:22.520
1209,142.0,0.607,0.269,3.0,23.6,22.0,121.501,3.965,35.9,31.6,3.7,20.9,121.501,12:27:23.724
1210,142.0,0.586,0.303,3.0,25.6,22.0,119.816,4.267,36.1,32.0,3.021,21.0,119.816,12:27:24.905
1211,142.0,0.634,0.273,3.0,23.5,22.0,120.6,3.512,36.1,32.4,2.832,21.0,120.6,12:27:26.101
1212,142.0,0.645,0.288,3.0,23.6,23.4,119.906,3.889,36.1,32.4,3.172,20.9,119.906,12:27:27.298
1213,142.0,0.591,0.265,3.0,25.6,22.0,120.151,2.756,35.7,31.8,3.474,22.4,120.151,12:27:28.497
1214,142.0,0.613,0.266,3.0,23.6,22.0,118.954,4.796,36.1,31.8,4.04,21.0,118.954,12:27:29.682
1215,142.0,0.616,0.283,3.0,25.6,22.0,120.088,3.7,36.1,32.0,3.134,22.4,120.088,12:27:30.867
1216,142.0,0.638,0.269,3.0,23.5,22.0,120.029,4.796,36.3,31.6,2.605,20.9,120.029,12:27:32.066
1217,142.0,0.645,0.265,3.0,23.5,23.4,120.124,3.889,36.1,32.8,3.663,20.9,120.124,12:27:33.277
1218,142.0,0.61,0.266,3.0,25.6,22.0,119.854,3.059,36.1,31.6,3.361,20.9,119.854,12:27:34.475
1219,142.0,0.601,0.276,3.0,23.5,22.0,119.739,3.965,36.3,32.0,3.625,22.4,119.739,12:27:35.674
1220,142.0,0.62,0.275,3.0,23.5,22.0,120.156,3.814,36.3,32.0,3.474,20.9,120.156,12:27:36.855
1221,142.0,0.546,0.278,3.0,23.5,22.0,120.15,3.247,36.3,32.2,2.794,22.4,120.15,12:27:38.047
1222,142.0,0.62,0.281,3.0,23.5,22.0,120.155,4.418,36.3,32.4,3.323,20.9,120.155,12:27:39.263
