Log,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
244,1.2549,25.5,7.0,0,24.6,23.8,22.0,2.983,2.832,60.0177,59.7687,12:46:16.261
245,1.2586,24.1,7.0,0,24.6,23.8,21.3,3.776,3.6627,59.4885,59.7971,12:46:17.529
246,1.2525,24.1,7.0,0,24.6,23.8,22.0,3.7382,3.3984,59.876,60.1916,12:46:18.776
247,1.2598,24.1,7.0,0,24.6,24.1,22.3,3.3229,2.681,59.6693,59.9358,12:46:20.016
248,1.2647,24.1,7.0,0,24.6,23.6,21.8,3.4362,3.3606,59.9076,59.9265,12:46:21.272
249,1.2598,24.1,7.0,0,24.6,24.3,21.8,4.3046,3.3229,59.4733,59.8263,12:46:22.536
250,1.2549,24.1,7.0,0,24.6,23.8,22.3,4.4179,3.0963,59.5431,60.0189,12:46:23.762
251,1.2268,24.1,7.0,0,24.6,23.8,22.3,3.1718,3.3606,60.8816,59.2092,12:46:24.991
252,1.2671,24.1,7.0,0,26.1,24.3,21.8,3.625,2.7942,59.2555,60.317,12:46:26.222
253,1.2549,24.1,7.0,0,26.1,24.1,21.8,2.832,4.2291,60.1183,59.427,12:46:27.478
254,0.8594,24.1,7.0,0,26.1,23.8,21.8,4.569,3.927,60.097,59.9117,12:46:28.709
255,1.3648,24.1,7.0,0,26.1,24.3,22.3,3.4362,3.7382,60.3757,60.3635,12:46:29.938
256,0.5786,24.1,7.0,0,26.1,24.1,22.3,4.0026,2.832,59.6854,60.8767,12:46:31.167
257,1.2696,24.1,7.0,0,26.1,24.1,21.6,2.681,3.5117,59.8959,59.8764,12:46:32.395
258,0.8533,25.5,7.0,0,24.6,23.8,21.8,3.625,3.8515,60.0357,60.2608,12:46:33.667
259,1.3001,24.1,7.0,0,24.6,23.6,22.5,2.832,3.5872,59.943,59.7588,12:46:34.890
260,1.5931,24.1,10.0,0,24.6,23.8,22.3,2.7187,2.4166,60.0797,60.5995,12:46:36.116
261,1.5613,24.1,10.0,0,24.6,24.1,21.8,3.1341,2.8698,59.8553,59.8747,12:46:37.367
262,1.5613,24.1,10.0,0,24.6,24.3,21.8,4.0403,2.9075,59.447,59.2536,12:46:38.606
263,1.3111,24.1,10.0,0,24.6,24.1,21.8,3.5494,3.1718,59.9439,59.8813,12:46:39.846
264,1.5479,24.1,10.0,0,24.6,24.3,21.8,3.4362,2.7565,59.3003,59.912,12:46:41.092
265,1.5235,24.1,10.0,0,24.6,23.6,22.3,2.9075,3.2851,59.6372,60.0484,12:46:42.337
266,1.0364,24.1,10.0,0,24.6,23.8,22.3,3.776,2.7942,59.8965,59.8876,12:46:43.595
267,1.3831,24.1,10.0,0,26.1,24.3,22.3,2.7565,3.5117,60.1257,60.8439,12:46:44.853
268,1.3489,24.1,10.0,0,26.1,23.8,21.3,3.9648,2.7565,59.8501,60.004,12:46:46.081
269,1.1744,25.5,10.0,0,24.6,23.8,22.3,2.9075,2.8698,59.9763,59.9444,12:46:47.343
270,1.2073,24.1,10.0,0,24.6,24.3,22.0,3.5494,3.2851,59.9064,60.4687,12:46:48.586
271,1.6053,24.1,10.0,0,24.6,24.3,22.0,3.0208,4.1914,59.3709,60.2296,12:46:49.830
272,1.5259,24.1,10.0,0,26.1,23.8,22.5,3.7382,3.8893,59.6475,60.2303,12:46:51.077
273,0.6006,25.6,10.0,0,24.6,23.8,22.5,2.9075,2.9075,60.0116,59.8635,12:46:52.333
274,0.7984,24.1,10.0,0,24.6,24.1,21.8,4.2291,2.7565,59.9975,61.0126,12:46:53.589
275,1.2329,24.1,10.0,0,24.6,24.3,22.5,3.6627,3.0208,61.305,60.1973,12:46:54.833
276,0.8728,24.1,10.0,0,24.6,24.3,22.3,4.3046,3.4362,61.1183,59.9059,12:46:56.056
277,0.8386,24.1,10.0,0,24.6,24.3,22.7,2.9075,3.0208,59.8964,59.9683,12:46:57.297
278,0.5908,24.1,10.0,0,26.0,23.8,21.8,4.1914,3.7005,59.415,60.356,12:46:58.539
279,0.7593,25.6,10.0,0,24.6,23.8,22.7,3.4362,3.3984,59.5472,61.0643,12:46:59.793
280,0.896,25.6,10.0,0,24.6,24.1,22.3,4.2291,4.0403,59.3599,58.3599,12:47:01.032
281,0,24.1,10.0,0,24.6,24.1,21.8,3.2851,2.5677,59.9958,60.3893,12:47:02.280
282,0,25.6,10.0,0,24.6,24.5,21.8,3.1341,3.2096,59.8873,58.9298,12:47:03.554
283,0.9534,25.6,10.0,0,24.6,24.3,22.3,4.1536,2.983,60.0019,61.1895,12:47:04.812
284,0,24.1,10.0,0,24.5,24.1,22.3,4.3424,3.0586,60.3708,59.4829,12:47:06.058
285,1.471,24.1,10.0,0,26.0,24.3,22.0,2.9453,3.2474,59.8499,59.962,12:47:07.314
286,0.824,25.6,10.0,0,24.5,24.1,22.3,4.3802,3.2474,60.0986,59.9611,12:47:08.582
287,0,25.6,10.0,0,24.6,23.8,22.3,3.0586,3.8138,59.7427,60.0882,12:47:09.821
288,1.3758,24.1,10.0,0,24.6,24.5,22.5,3.4739,3.0586,59.0644,61.2002,12:47:11.073
