Log,accLow_flowrate,mixer_motor_temperature_M1,cp_flowrate,cp_temperature_fresh,mixer_speed_M1,mixer_temperature_outlet,accHigh_flowrate,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_pressure,mixer_torque_M1,mixer_torque_M2,mixer_speed_M2,Time
417,50.0,25.4,3.0,22.3,119.302,26.3,5.0,20.2,29.3,0.73,0.326,7.439,7.212,119.302,10:46:38.186
418,50.0,25.9,3.0,22.3,121.796,26.3,5.0,21.7,29.3,0.703,0.299,5.173,7.779,121.796,10:46:39.319
419,50.0,26.6,3.0,22.3,119.324,26.3,5.0,21.7,29.8,0.714,0.265,7.023,7.439,119.324,10:46:40.452
420,50.0,26.1,3.0,22.3,120.458,24.2,5.0,20.2,29.3,0.701,0.305,6.721,7.854,120.458,10:46:41.570
421,50.0,25.7,3.0,22.3,120.839,26.3,5.0,21.7,29.5,0.698,0.254,6.155,5.211,120.839,10:46:42.723
422,50.0,26.8,3.0,22.3,119.765,24.2,5.0,20.2,29.3,0.687,0.281,3.927,7.741,119.765,10:46:43.862
423,50.0,26.1,3.0,22.3,120.483,26.3,5.0,20.2,29.5,0.681,0.288,6.91,7.099,120.483,10:46:45.014
424,50.0,26.6,3.0,22.3,119.516,26.3,5.0,21.7,29.8,0.702,0.314,6.721,7.741,119.516,10:46:46.167
425,50.0,25.4,3.0,22.3,119.946,24.2,5.0,20.3,29.3,0.729,0.319,6.495,5.853,119.946,10:46:47.289
426,50.0,26.6,3.0,22.3,120.199,24.2,5.0,20.3,29.8,0.697,0.286,6.91,6.835,120.199,10:46:48.460
427,50.0,26.6,3.0,22.3,120.362,24.2,5.0,20.3,29.1,0.693,0.304,6.381,8.156,120.362,10:46:49.596
428,50.0,26.3,3.0,22.3,120.256,24.2,5.0,20.3,29.5,0.724,0.271,6.193,5.475,120.256,10:46:50.747
429,50.0,26.3,3.0,22.3,120.051,24.2,5.0,20.3,29.3,0.715,0.28,4.38,7.628,120.051,10:46:51.883
